ANNO;CODI_CONTRATTO;CODI_TIPO_VOCE_SPESA;TIPO_VOCE_SPESA;CODI_VOCE_SPESA;DESC_VOCE_SPESA;FLAG_SEGNO
2023;MNST;F;FINANZIA;20T;ART 49 C 3 CCNL 19-21 - INCREM (IN % M.S. 2018, TAB D CCNL);+
2023;EPNE;F;FINANZIA;20T;ART 49 C 3 CCNL 19-21 - INCREM (IN % M.S. 2018, TAB D CCNL);+
2023;EPNE;F;FINANZIA;05N;ART 76 C 3 L B) CCNL 16-18 - RIA PERS CESSATO MISURA INTERA;+
2023;CNEL;F;FINANZIA;05N;ART 76 C 3 L B) CCNL 16-18 - RIA PERS CESSATO MISURA INTERA;+
2023;MNST;F;FINANZIA;05N;ART 76 C 3 L B) CCNL 16-18 - RIA PERS CESSATO MISURA INTERA;+
2023;ENAC;F;FINANZIA;05N;ART 76 C 3 L B) CCNL 16-18 - RIA PERS CESSATO MISURA INTERA;+
2023;EPNE;F;FINANZIA;05O;ART 76 C 3 L C) CCNL 16-18 - IND AMM/ENTE PERS CESS NON RIUT;+
2023;CNEL;F;FINANZIA;05O;ART 76 C 3 L C) CCNL 16-18 - IND AMM/ENTE PERS CESS NON RIUT;+
2023;MNST;F;FINANZIA;05O;ART 76 C 3 L C) CCNL 16-18 - IND AMM/ENTE PERS CESS NON RIUT;+
2023;EPNE;F;FINANZIA;20U;ART 49 C 7 CCNL 19-21 - RISPARMI STRAORDINARIO ANNO RIF.TO;+
2023;CNEL;F;FINANZIA;20U;ART 49 C 7 CCNL 19-21 - RISPARMI STRAORDINARIO ANNO RIF.TO;+
2023;MNST;F;FINANZIA;20U;ART 49 C 7 CCNL 19-21 - RISPARMI STRAORDINARIO ANNO RIF.TO;+
2023;EPNE;F;FINANZIA;06H;INCREMENTI CCNL 06-09 (ART. 18 C. 1);+
2023;RALN;F;FINANZIA;00V;ART 56-TER CCNL 16-18 - RISORSE SERV AGG PL INIZ PRIVATA;+
2023;RALN;F;FINANZIA;15J;ART 33 DL 34/19 - ASSUNZ. SU BASE DI SOSTENIBILITÀ;+
2023;SSNA;F;FINANZIA;24M;ART 8 C 5 DL 13/2023 - INCENT. FUNZ. TECNICHE PROGETTI PNRR;+
2023;RALN;F;FINANZIA;24M;ART 8 C 5 DL 13/2023 - INCENT. FUNZ. TECNICHE PROGETTI PNRR;+
2023;EPNE;F;FINANZIA;05M;ART 76 C 3 L A) CCNL 16-18 - INCREMENTO DA 1.1.18;+
2023;ENAC;F;FINANZIA;05M;ART 76 C 3 L A) CCNL 16-18 - INCREMENTO DA 1.1.18;+
2023;CNEL;F;FINANZIA;05M;ART 76 C 3 L A) CCNL 16-18 - INCREMENTO DA 1.1.18;+
2023;CNEL;F;FINANZIA;05H;ART 4 C 1 ALINEA 2 E 3 CCNL 04-05 - INCREMENTI;+
2023;EPNE;F;FINANZIA;05H;ART 4 C 1 ALINEA 2 E 3 CCNL 04-05 - INCREMENTI;+
2023;ENAC;F;FINANZIA;05H;ART 4 C 1 ALINEA 2 E 3 CCNL 04-05 - INCREMENTI;+
2023;MNST;F;FINANZIA;05H;ART 4 C 1 ALINEA 2 E 3 CCNL 04-05 - INCREMENTI;+
2023;PCMD;F;FINANZIA;05H;ART 4 C 1 ALINEA 2 E 3 CCNL 04-05 - INCREMENTI;+
2023;PCMD;F;FINANZIA;07H;ART 4 C 1 CCNL 08-09 - INCREMENTI;+
2023;MNST;F;FINANZIA;07H;ART 4 C 1 CCNL 08-09 - INCREMENTI;+
2023;EPNE;F;FINANZIA;07H;ART 4 C 1 CCNL 08-09 - INCREMENTI;+
2023;CNEL;F;FINANZIA;11V;ART 48 C 1 CCNL 16-18 - INCREMENTI;+
2023;EPNE;F;FINANZIA;11V;ART 48 C 1 CCNL 16-18 - INCREMENTI;+
2023;MNST;F;FINANZIA;11V;ART 48 C 1 CCNL 16-18 - INCREMENTI;+
2023;EPNE;F;FINANZIA;27J;ART 29 C 2 CCNL 19-21 - 2,75% M.S. 2018;+
2023;EPNE;F;FINANZIA;08H;RIA PERSONALE CESSATO BASE ANNUA (ART52  C.4 P.1 CCNL 02-05);+
2023;EPNE;F;FINANZIA;09H;NUOVI SERVIZI/RIORG/INCR DOT ORG  (ART. 52 C. 7 CCNL02-05);+
2023;EPNE;F;FINANZIA;19S;RISORSE ART. 18 L. 88/89;+
2023;RALN;F;FINANZIA;01M;"ART 67 C 3 L K CCNL 16-18-INTEGR. PERS. TRASF. CORSO D'ANNO";+
2023;SSNA;F;FINANZIA;10J;ART 94 C 2 CCNL 16-18 - UNICO IMPORTO CONSOLIDATO 2019;+
2023;SSNA;F;FINANZIA;12R;ART 94 C 3 L A CCNL 16-18 - INCREM 248,30 EURO DA 31.12.2018;+
2023;SSNA;F;FINANZIA;24Q;ART 72 C 2 L A CCNL 19-21 - INCREM 1.109,31 EURO DA 31.12.21;+
2023;SSNA;F;FINANZIA;19T;ART 94 C 3 L D CCNL 16-18 - DEC. DOT ORG (MOD RAMI AZ.LI);-
2023;SSNA;F;FINANZIA;13X;ART 96 C 2 CCNL 16-18 - UNICO IMPORTO CONSOLIDATO 2019;+
2023;SSNA;F;FINANZIA;13Y;ART 96 C 3 L A CCNL 16-18 - INCREM 325,00 EURO DA 31.12.2018;+
2023;SSNA;F;FINANZIA;24R;ART 73  C 2 L A CCNL 19-21 - INCREM 136,56 EURO DA 31.12.21;+
2023;SSNA;F;FINANZIA;20X;ART 96 C 3 L C CCNL 16-18 - DEC. DOT ORG (MOD RAMI AZ.LI);-
2023;SSNA;F;FINANZIA;13J;ART 95 C 2 CCNL 16-18 - UNICO IMPORTO CONSOLIDATO 2019;+
2023;SSNA;F;FINANZIA;13K;ART 95 C 3 L A CCNL 16-18 - INCREM 162,50 EURO DA 31.12.2018;+
2023;SSNA;F;FINANZIA;24U;ART 74 C 2 L A CCNL 19-21 - INCREM 99,97 EURO DA 31.12.2021;+
2023;SSNA;F;FINANZIA;20W;ART 95 C 3 L C CCNL 16-18 - DEC. DOT ORG (MOD RAMI AZ.LI);-
2023;SSNA;U;UTILIZZO;268;INDENNITÀ DI INCARICO DI DIREZIONE DI STRUTTURA COMPLESSA;+
2023;SSNA;U;UTILIZZO;04X;INDENNITÀ SPECIFICITÀ MEDICO-VETERINARIA;+
2023;SSNA;F;FINANZIA;18R;ART 90 C 2 CCNL 16-18 - UNICO IMPORTO CONSOLIDATO 2020;+
2023;SSNA;F;FINANZIA;18S;ART 90 C 3 L A CCNL 16-18 - INCR. 338,00 EURO DA 1.1.2018;+
2023;SSNA;F;FINANZIA;18V;ART 90 C 3 L D CCNL 16-18 - INCR DOT ORG - NUOVE ASS.NI;+
2023;SSNA;F;FINANZIA;18Z;ART 91 C 2 CCNL 16-18 - UNICO IMPORTO CONSOLIDATO 2020;+
2023;SSNA;F;FINANZIA;19J;ART 91 C 3 L A CCNL 16-18 - INCR. 559,00 EURO DA 31.12.2018;+
2023;SSNA;F;FINANZIA;19M;ART 91 C 3 L C CCNL 16-18 - INCR DOT ORG - NUOVE ASS.NI;+
2023;SSNA;F;FINANZIA;24W;ART 102 C 2 CCNL 19-21 - UNICO IMPORTO CONSOLIDATO 2022;+
2023;SSNA;F;FINANZIA;28J;ART 102 C 5 CCNL 19-21 - 145,53 EURO ART 1 C 612 L 234/2021;+
2023;SSNA;F;FINANZIA;25B;ART 102 C 3 L A CCNL 19-21 - RIA PERSONALE CESSATO;+
2023;SSNA;F;FINANZIA;28L;ART 103 C 7 CCNL 19-21 - 68,41 EURO ART 1 C 604 L 234/2021;+
2023;SSNA;U;UTILIZZO;07N;INCARICO DI FUNZIONE PROFESSIONALE;+
2023;SSNA;U;UTILIZZO;07O;DEP (DIFFERENZIALI ECON. DI PROF.TÀ) NON DISPONIBILI ALLA CI;+
2023;SSNA;U;UTILIZZO;07Q;ASSEGNI AD PERSONAM ART 23 E 37 CCNL 19-21;+
2023;SSNA;U;UTILIZZO;01L;PREMI CORRELATI ALLA PERFORMANCE INDIVIDUALE;+
2023;ENAC;F;FINANZIA;12P;INCREMENTI CCNL 16-18 (ART. 80 C. 1);+
2023;RALN;F;FINANZIA;20M;(EVENTUALI) QUOTE A RIMBORSO EX ART 43 C 2 CCNL 16-5-01;+
2023;SSNA;U;UTILIZZO;07C;COMPENSI CORRELATI ALLE CONDIZIONI DI LAVORO;+
2023;SSNA;F;FINANZIA;20R;ART 90 C 3 L B CCNL 16-18 - RIA CESS ANN PREC MISURA INTERA;+
2023;SSNA;F;FINANZIA;12S;ART 94 C 3 L B CCNL 16-18 - RIA E ASS PERS CESS ANNO PREC.TE;+
2023;SSNA;F;FINANZIA;12W;ART 94 C 3 L E CCNL 16-18 - INCR STAB DA FONDO RISULTATO;+
2023;RALN;U;UTILIZZO;01B;POLIZIA LOCALE - SERVIZI AGGIUNTIVI INIZIATIVA PRIVATA;+
2023;UNIV;U;UTILIZZO;06C;ART 86 CCNL 06-09 - PRESTAZIONI LAVORO STRAORDINARIO;+
2023;REVA;U;UTILIZZO;03M;ART 154 C 1 L B) TUDC - PARTICOLARI POSIZIONI ORGANIZZATIVE;+
2023;SSNA;F;FINANZIA;12Y;ART 1 C 435-BIS L 205/2017 - INCR VALORIZZ SERVIZI;+
2023;SSNA;F;FINANZIA;13O;ART 95 C 4 L A CCNL 16-18 - RATEI RIA ASS PERS CESS ANNO PR;+
2023;REFR;F;FINANZIA;28W;ART 45 C 12 CCRL 19-21 - DEC STAB PERS TRASFERITO (OUT);-
2023;REFR;F;FINANZIA;28X;ART 45 C 12 CCRL 19-21 - DEC VAR PERS TRASFERITO (OUT);-
2023;RESI;F;FINANZIA;23T;ART. 68 C 1 CCRL 16-18 -  UNICO IMPORTO CONSOLIDATO 2018;+
2023;RESI;U;UTILIZZO;509;RETRIBUZIONE DI POSIZIONE - PARTE VARIABILE;+
2023;RESI;F;FINANZIA;10Z;ART 88 C 2 CCRL 16-18 - UNICO IMPORTO CONSOLIDATO 2018;+
2023;RESI;F;FINANZIA;11J;ART 88 C 3 L A CCRL 16-18 - INCR 104,00 EURO DAL 31.12.2018;+
2023;RESI;F;FINANZIA;11K;ART 88 C 3 L B CCRL 16-18 - RIA E ASS. AD PERS. CESSATO;+
2023;RESI;F;FINANZIA;11L;ART 88 C 3 L C CCRL 16-18 - INDEN. AMM. CESSATO NON UTILIZ.;+
2023;RESI;U;UTILIZZO;04L;ART 90 C 2 L B CCRL 16-18 - IND PARTIC RESP E SPEC DISP NORM;+
2023;RESI;U;UTILIZZO;04M;ART 90 C 2 L C CCRL 16-18 - COMP LAVORO STRAORDINARIO;+
2023;RESI;U;UTILIZZO;04O;ART 90 C 2 L E CCRL 16-18 - POSIZIONI ORGANIZZATIVE;+
2023;RESI;U;UTILIZZO;04R;ART 90 C 4 - PRODUTTIVITÀ / PERFORMANCE COLLETTIVA;+
2023;RESI;U;UTILIZZO;04S;ART 90 C 4 - PRODUTTIVITÀ / PERFORMANCE INDIVIDUALE;+
2023;SSNA;F;FINANZIA;24X;ART 102 C 3 L C CCNL 19-21 - INCR PER RID STAB DOTAZ. ORGANI;+
2023;SSNA;F;FINANZIA;28K;ART 103 C 8 CCNL 19-21 - FINANZ P.S. ART 1 C 293 L 234/2021;+
2023;REVA;F;FINANZIA;29O;ART 062 C 1 L G TU 5-10-11 - RIS DISP RETRIB RISULTATO 25%;+
2023;REVA;F;FINANZIA;07J;ART 141 TUDC - ALIM PROPORZ DIP 31.12 ANNO PREC.;+
2023;REVA;F;FINANZIA;07L;ART 153 C 1 TUDC - ALIM FUA PROPORZ DIP 31.12 ANNO PREC;+
2023;REVA;F;FINANZIA;07Q;ART 143 C 3 TUDC - ALIM DA FONDO PROGR ANNO PREC;+
2023;REVA;F;FINANZIA;01O;ART 058 C 5 TUDC - FONDO LAVORO STRAORDINARIO;+
2023;REVA;U;UTILIZZO;03J;ART 143 C 2 TUDC - VALORE POSIZ 4^ E 5^ PROGR (STORICO);+
2023;REVA;U;UTILIZZO;06K;ART 058 TUDC - PRESTAZIONI DI LAVORO STRAORDINARIO;+
2023;RALN;F;FINANZIA;24N;ART. 31-BIS CC 1,5 DL 152/21 - INCREM. ASS TD PNRR (COMUNI);+
2023;ENAC;F;FINANZIA;05S;ART 76 C 4 L D) CCNL 16-18 - RIA IND AMM/ENTE CES MENS RESID;+
2023;CNEL;F;FINANZIA;05S;ART 76 C 4 L D) CCNL 16-18 - RIA IND AMM/ENTE CES MENS RESID;+
2023;MNST;F;FINANZIA;05S;ART 76 C 4 L D) CCNL 16-18 - RIA IND AMM/ENTE CES MENS RESID;+
2023;EPNE;F;FINANZIA;05S;ART 76 C 4 L D) CCNL 16-18 - RIA IND AMM/ENTE CES MENS RESID;+
2023;ENAC;F;FINANZIA;20Z;ART 49 C 7 CCNL 19-21 - RISP STRAORD NON UTILIZ ANNO CORR.;-
2023;MNST;F;FINANZIA;20Z;ART 49 C 7 CCNL 19-21 - RISP STRAORD NON UTILIZ ANNO CORR.;-
2023;EPNE;F;FINANZIA;20Z;ART 49 C 7 CCNL 19-21 - RISP STRAORD NON UTILIZ ANNO CORR.;-
2023;CNEL;F;FINANZIA;20Z;ART 49 C 7 CCNL 19-21 - RISP STRAORD NON UTILIZ ANNO CORR.;-
2023;CNEL;U;UTILIZZO;06B;PRESTAZIONI LAVORO STRAORDINARIO;+
2023;AGFI;U;UTILIZZO;06B;PRESTAZIONI LAVORO STRAORDINARIO;+
2023;ENAC;U;UTILIZZO;06B;PRESTAZIONI LAVORO STRAORDINARIO;+
2023;MNST;U;UTILIZZO;06B;PRESTAZIONI LAVORO STRAORDINARIO;+
2023;AGID;U;UTILIZZO;06B;PRESTAZIONI LAVORO STRAORDINARIO;+
2023;EPNE;U;UTILIZZO;06B;PRESTAZIONI LAVORO STRAORDINARIO;+
2023;PCMD;U;UTILIZZO;06B;PRESTAZIONI LAVORO STRAORDINARIO;+
2023;RALN;F;FINANZIA;00J;ART 67 C 2 L F CCNL 16-18 - RID. STAB. ORG. DIR. REGIONI;+
2023;UNIV;F;FINANZIA;10V;INCREMENTI CCNL 16-18 (ART. 47, C. 2);+
2023;ERIC;F;FINANZIA;10V;INCREMENTI CCNL 16-18 (ART. 47, C. 2);+
2023;UNIV;F;FINANZIA;25U;ART 1 C 297 L 234/21 - INCR ACC PERS AGG.VO PIANI STRAOR;+
2023;UNIV;F;FINANZIA;03Y;ART 63 C 3 L E CCNL 16-18 - RISP STRAORD CONS ANNO PREC;+
2023;UNIV;F;FINANZIA;04M;ART 88 C 4 CCNL 06-09 - DEC PER PROGR ECONOM ORIZZONTALI BCD;-
2023;UNIV;F;FINANZIA;04O;ART 65 C 1 CCNL 16-18 - UNICO IMPORTO CONSOLIDATO 2017;+
2023;UNIV;F;FINANZIA;10X;ART. 65 C 2 L E CCNL 16-18 - INCR. 0,1% M.S. 2015 - EP;+
2023;UNIV;F;FINANZIA;04P;ART 65 C 2 L A CCNL 16-18 - RIA PERS. EP CESSATO MIS INTERA;+
2023;UNIV;F;FINANZIA;04R;ART 65 C 2 L D CCNL 16-18 - DIFF STIP EP CESS ANNO PREC;+
2023;REVA;U;UTILIZZO;03L;ART 154 C 1 L A) TUDC - SALARIO DI RISULTATO;+
2023;REVA;U;UTILIZZO;03O;ART 154 C 1 L D) TUDC - ATTIVITÀ PART. ESIGENZE SERVIZIO;+
2023;REVA;U;UTILIZZO;03Q;ART 154 C 1 L F) TUDC - INDENNITÀ STATO CIVILE ART. 18;+
2023;REFR;F;FINANZIA;28U;ART 45 C 8 L C) CCRL 19-21 - QUOTA RISORSE DIP. T.D.;+
2023;SSNA;F;FINANZIA;25K;ART 102 C 3 L D CCNL 19-21 - INCR MAX 30% FONDO ART 103;+
2023;SSNA;F;FINANZIA;25Q;ART 103 C 5 L E CCNL 19-21 - RIA CESS ANNO PREC MENS RESIDUE;+
2023;SSNA;F;FINANZIA;25T;ART 103 C 12 CCNL 19-21 - DEC MAX 30% FAVORE FONDO ART 102;-
2023;SSNA;U;UTILIZZO;07M;INCARICO DI FUNZIONE ORGANIZZATIVA;+
2023;SSNA;U;UTILIZZO;274;INDENNITÀ CONDIZIONI DI LAVORO;+
2023;RALN;F;FINANZIA;10K;ART 1 C 800 L 205/2017 - ARMONIZZ PERS PROVINCE TRANSITATO;+
2023;UNIV;F;FINANZIA;04T;ART 65 C 3 L D CCNL 16-18 - RIA CESS ANNO PREC MENS RES;+
2023;UNIV;U;UTILIZZO;01T;INDENNITÀ CORRELATE ALLE CONDIZION DI LAVORO;+
2023;UNIV;U;UTILIZZO;01U;INDENNITÀ CORRELATE PARTICOLARI RESPONSABILITÀ - CAT. D;+
2023;UNIV;U;UTILIZZO;01V;INDENNITÀ CORRELATE PARTICOLARI RESPONSABILITÀ - CAT. B - C;+
2023;UNIV;U;UTILIZZO;01Z;INDENNITÀ ACCESSORIA MENSILE;+
2023;UNIV;U;UTILIZZO;02E;RETRIBUZIONE DI RISULTATO;+
2023;REFR;F;FINANZIA;28P;ART 45 CC 12 CCRL 19-21 - RIS STABILI PERS TRASFERITO (IN);+
2023;REFR;U;UTILIZZO;07V;ART 43 CCRL19-21 IND MULTIDISCIPLINARE PICCOLI COMUNI;+
2023;UNIV;F;FINANZIA;70A;ART 2 C 3 DLGS 165/2001 - RISP. TRATT. EC. PRE-CCNL 94-97;+
2023;RALN;F;FINANZIA;70A;ART 2 C 3 DLGS 165/2001 - RISP. TRATT. EC. PRE-CCNL 94-97;+
2023;EPNE;U;UTILIZZO;02L;PERFORMANCE ORGANIZZATIVA;+
2023;ENAC;U;UTILIZZO;02L;PERFORMANCE ORGANIZZATIVA;+
2023;MNST;U;UTILIZZO;02L;PERFORMANCE ORGANIZZATIVA;+
2023;EPNE;U;UTILIZZO;02M;PERFORMANCE INDIVIDUALE;+
2023;ENAC;U;UTILIZZO;02M;PERFORMANCE INDIVIDUALE;+
2023;MNST;U;UTILIZZO;02M;PERFORMANCE INDIVIDUALE;+
2023;CNEL;U;UTILIZZO;02N;INDENNITÀ CONDIZIONI DI LAVORO;+
2023;ENAC;U;UTILIZZO;02N;INDENNITÀ CONDIZIONI DI LAVORO;+
2023;MNST;U;UTILIZZO;02N;INDENNITÀ CONDIZIONI DI LAVORO;+
2023;EPNE;U;UTILIZZO;02N;INDENNITÀ CONDIZIONI DI LAVORO;+
2023;ERIC;U;UTILIZZO;594;INDENNITÀ ONERI SPECIFICI;+
2023;RALN;F;FINANZIA;96H;ART 16 CC 4-5-6 DL 98/11 - RISP. PIANI RAZIONALIZZAZIONE;+
2023;SSNA;F;FINANZIA;96H;ART 16 CC 4-5-6 DL 98/11 - RISP. PIANI RAZIONALIZZAZIONE;+
2023;REVA;F;FINANZIA;07N;ART 155 C 1 TUDC - ALIM FUA ENTI CONVENZIONI SEGRETERIA;+
2023;REVA;U;UTILIZZO;03K;ART 143 C 2 TUDC - VALORE POSIZ 4^ E 5^ PROGR (ANNO RIF.TO);+
2023;UNIV;F;FINANZIA;04Z;ART 66 C 4 CCNL 16-18 - RISORSE NON UTILIZZATE ANNO PRECED;+
2023;UNIV;F;FINANZIA;05J;ART 88 C 4 CCNL 06-09 - DEC PER PROGR ECONOM ORIZZONTALI EP;-
2023;UNIV;F;FINANZIA;05K;DIFFERENZIALI STIPENDIALI A CARICO BILANCIO - RISORSE EP;+
2023;UNIV;U;UTILIZZO;01W;PROGRESSIONI ECONOMICHE ORIZZONTALI - ANNO DI RIFERIMENTO;+
2023;UNIV;U;UTILIZZO;02B;PROGRESSIONI ORIZZONTALI A CARICO BILANCIO - IMPIEGHI BCD;+
2023;UNIV;U;UTILIZZO;02J;PROGRESSIONI ORIZZONTALI A CARICO BILANCIO - IMPIEGHI EP;+
2023;RALN;F;FINANZIA;01T;ART 4 DL 16/2014 - DEC. ANNO PER PIANI DI RECUP.;-
2023;RALN;F;FINANZIA;18O;ART 208 CC 4 L C E 5 DLGS 285/92 - PROV.TI VIOLAZ COD STRADA;+
2023;REFR;F;FINANZIA;28N;ART 45 C 7 CCRL 19-21 - RIA E ASS AD PERS DIP CESS DA 1.1.22;+
2023;SSNA;F;FINANZIA;26T;ART 75 C 4 CCNL 19-21 - INCREM. ART 1 C 604 L 234/2021;+
2023;SSNA;F;FINANZIA;13U;ART 95 C 4 L F CCNL16-18 - ALTRE SPEC DISPOSIZ DI LEGGE;+
2023;ENAC;F;FINANZIA;27U;ART 60 2 C CCNL 19-21 - 0,81% M.S. 2018;+
2023;ENAC;F;FINANZIA;17Y;ART 44 CCNL 98-01 E S.M.I. - RISORSE STRAORD. ANNO CORR.;+
2023;EPNE;F;FINANZIA;99G;ART 12 C 1 AL 2 CCNL 04-05 - 0,80% M.S. 2003;+
2023;EPNE;F;FINANZIA;01H;INCREMENTI CCNL 06-09 (ART. 39 C. 1);+
2023;EPNE;F;FINANZIA;02H;INCREMENTI CCNL 08-09 (ART. 10 C. 1);+
2023;EPNE;F;FINANZIA;12J;INCREMENTI CCNL 16-18 (ART. 89 C. 1);+
2023;EPNE;F;FINANZIA;27Q;ART 54 C 2 CCNL 19-21 - 2,23% M.S. 2018;+
2023;EPNE;F;FINANZIA;03H;RIA PERS. CESSATO BASE ANNUA (ART 86 C 4 P 1 CCNL 94-97);+
2023;MNST;F;FINANZIA;76C;RIS DA TERZI INCARICHI AGG.VI (ART. 51 C. 3 L. C CCNL 02-05);+
2023;PCMD;F;FINANZIA;77C;RIA CESS. ANNO PREC. ACC. (ART. 51 C. 4 PP. 2-3 CCNL 02-05);+
2023;MNST;F;FINANZIA;77C;RIA CESS. ANNO PREC. ACC. (ART. 51 C. 4 PP. 2-3 CCNL 02-05);+
2023;REFR;F;FINANZIA;28R;ART 45 C 12 CCRL 19-21 - RIS VAR PERS TRASFERITO (IN);+
2023;REVA;F;FINANZIA;07M;"ART 153 C 2 TUDC - ALIM FUA ENTI MINORI CORSO D'ANNO";+
2023;REVA;U;UTILIZZO;06M;ART. 6 CCRL 16-18 - MAGG SAL RISULTATO DIP VAL PIÙ ELEVATE;+
2023;AFAM;F;FINANZIA;26S;ASSEGNAZIONE FONDO M.O.F.;+
2023;AFAM;U;UTILIZZO;836;QUOTE CONTRATTATE PERSONALE EP;+
2023;AFAM;F;FINANZIA;24O;ART 1 DL 80/2021 - INCREM. ASS TD FINANZ DIRETTO PNRR;+
2023;SSNA;F;FINANZIA;24O;ART 1 DL 80/2021 - INCREM. ASS TD FINANZ DIRETTO PNRR;+
2023;RALN;F;FINANZIA;24O;ART 1 DL 80/2021 - INCREM. ASS TD FINANZ DIRETTO PNRR;+
2023;MNST;F;FINANZIA;24O;ART 1 DL 80/2021 - INCREM. ASS TD FINANZ DIRETTO PNRR;+
2023;UNIV;F;FINANZIA;24O;ART 1 DL 80/2021 - INCREM. ASS TD FINANZ DIRETTO PNRR;+
2023;CNEL;F;FINANZIA;61E;INCREMENTI CCNL 06-09 (ART. 23 C. 1);+
2023;MNST;F;FINANZIA;84C;INCREMENTI CCNL 08-09 (ART. 7 C. 1);+
2023;CNEL;F;FINANZIA;84C;INCREMENTI CCNL 08-09 (ART. 7 C. 1);+
2023;CNEL;F;FINANZIA;29K;ART 32 C 2 CCNL 19-21 - 1,87% M.S. 2018;+
2023;MNST;F;FINANZIA;89C;RIA PERS. CESSATO MISURA INTERA (ART58 C4 P1 CCNL02-05);+
2023;CNEL;F;FINANZIA;89C;RIA PERS. CESSATO MISURA INTERA (ART58 C4 P1 CCNL02-05);+
2023;PCMD;F;FINANZIA;89C;RIA PERS. CESSATO MISURA INTERA (ART58 C4 P1 CCNL02-05);+
2023;CNEL;F;FINANZIA;57E;INCREMENTI CCNL 06-09 (ART. 20 C. 1);+
2023;ENAC;F;FINANZIA;73C;INCREMENTI CCNL 08-09 (ART. 4 C. 1);+
2023;CNEL;F;FINANZIA;73C;INCREMENTI CCNL 08-09 (ART. 4 C. 1);+
2023;PCMD;F;FINANZIA;74C;RIA PERS. CESSATO BASE ANNUA (ART.51 C. 4 P. 1 CCNL 02-05);+
2023;MNST;F;FINANZIA;74C;RIA PERS. CESSATO BASE ANNUA (ART.51 C. 4 P. 1 CCNL 02-05);+
2023;CNEL;F;FINANZIA;74C;RIA PERS. CESSATO BASE ANNUA (ART.51 C. 4 P. 1 CCNL 02-05);+
2023;PCMD;F;FINANZIA;17A;INCREMENTI CCNL 04-05 (ART. 7 C. 1 ALINEA 2 E 3);+
2023;UNIV;F;FINANZIA;17A;INCREMENTI CCNL 04-05 (ART. 7 C. 1 ALINEA 2 E 3);+
2023;ERIC;F;FINANZIA;85G;INCREMENTI CCNL 06-09 (ART. 22 C. 1);+
2023;UNIV;F;FINANZIA;85G;INCREMENTI CCNL 06-09 (ART. 22 C. 1);+
2023;UNIV;F;FINANZIA;18A;RIA PERSONALE CESSATO INTERO IMPORTO(ART62 C4 P1 CCNL 02-05);+
2023;UNIV;F;FINANZIA;19A;INCR DOT ORG O RIORG STABILE SERVIZI (ART.62 C.7 CCNL 02-05);+
2023;AFAM;U;UTILIZZO;837;QUOTE CONTRATTATE PERSONALE DOCENTE;+
2023;AFAM;U;UTILIZZO;838;QUOTE CONTRATTATE PERSONALE ATA;+
2023;MNST;F;FINANZIA;27H;ART 19 C 1 CCNL 06-09 - INCREMENTI;+
2023;MNST;F;FINANZIA;27K;ART 29 C 2 CCNL 19-21 - 2,60% M.S. 2018;+
2023;CNEL;F;FINANZIA;20V;ART 49 C 8 CCNL 19-21 - INCREM 0,22% M.S. 2018 DAL 1.1.2022;+
2023;EPNE;F;FINANZIA;05R;ART 76 C 4 L C) CCNL 16-18 - ALTRE SPEC. DISP. DI LEGGE;+
2023;MNST;F;FINANZIA;05R;ART 76 C 4 L C) CCNL 16-18 - ALTRE SPEC. DISP. DI LEGGE;+
2023;UNIV;F;FINANZIA;04U;ART 65 C 3 L D CCNL 16-18 - DIFF STIP EP CESS RATEO;+
2023;UNIV;F;FINANZIA;03T;ART 63 C 2 L D CCNL 16-18 - INCR STAB DOT ORG E RELAT COPERT;+
2023;UNIV;F;FINANZIA;25V;ART 5 C 1 DL 75/2023 - INCR ACC PROGETTI FINALIZZATI;+
2023;UNIV;F;FINANZIA;04Q;ART 65 C 2 L C CCNL 16-18 - INCR STAB DOT ORG E RELAT COPERT;+
2023;ERIC;U;UTILIZZO;54A;INDENNITÀ SPECIFICA RESPONSABILITÀ;+
2023;MNST;F;FINANZIA;16K;ART 30 CCNL 98-01 - RIS STRAORDINARIO ORD STANZIATE BILANCIO;+
2023;EPNE;F;FINANZIA;16K;ART 30 CCNL 98-01 - RIS STRAORDINARIO ORD STANZIATE BILANCIO;+
2023;CDIP;F;FINANZIA;39F;RIS. STORICHE DPR 114/01 (ART. 17 C. 1 LL. A,B,G,H,I);+
2023;CDIP;F;FINANZIA;40F;INCREMENTI ACCORDO 02-03 (ART. 4 C. 1 DPR 144/03);+
2023;CDIP;F;FINANZIA;41F;INCREMENTI ACCORDO 04-07 (ART. 19 C. 1 DPR 107/06);+
2023;CDIP;F;FINANZIA;42F;INCREMENTI ACCORDO 06-07 (ART. 6 CC. 1,4 DPR 94/08);+
2023;CDIP;F;FINANZIA;59H;INCREMENTI ACCORDO 08-09 (ART. 6 C. 1 DPR 206/10);+
2023;CDIP;F;FINANZIA;43F;RIA PERS. CESS. RAPP. AD ANNO (ART. 16 CC. 3-4 DPR 114/01);+
2023;REVA;U;UTILIZZO;03N;ART 154 C 1 L C) TUDC - PROGETTI DI GRUPPO;+
2023;ERIC;U;UTILIZZO;611;LAVORO STRAORDINARIO - FONDO A;+
2023;ERIC;U;UTILIZZO;42A;INDENNITÀ DI ENTE (ANNUALE) - FONDO C;+
2023;ERIC;U;UTILIZZO;43A;INDENNITÀ DI ENTE (MENSILE) - FONDO C;+
