ANNO;CODI_CONTRATTO;CODI_TIPO_VOCE_SPESA;TIPO_VOCE_SPESA;CODI_VOCE_SPESA;DESC_VOCE_SPESA;FLAG_SEGNO
2023;REFR;F;FINANZIA;56A;IMPORTO CONSOLIDATO AL 31.12.03 (ART.55 C.1 L. A CCRL 02-05);+
2023;REFR;F;FINANZIA;57A;INCREMENTI CCRL 02-05 (ART. 55 C. 1 LL. C-D);+
2023;REFR;F;FINANZIA;59A;MATUR. ECON. DIR. CESSATI (ART. 55, C. 1, L. B CCRL 02-05);+
2023;REFR;F;FINANZIA;58A;RISP. ABOL. IND. TRASFERTA (ART. 55 C. 1 L. E CCRL 02-05);+
2023;REFR;F;FINANZIA;60A;NUOVI SERV. / RIORG. - STAB. (ART. 55 C. 2 CCRL 02-05);+
2023;AFAM;U;UTILIZZO;841;QUOTE VINCOLATE/STORICHE PERSONALE DOCENTE;+
2023;AFAM;U;UTILIZZO;842;QUOTE VINCOLATE/STORICHE PERSONALE ATA;+
2023;SSNA;F;FINANZIA;255;ART 102 C 3 L C CCNL 19-21- DEC DOTAZ ORG (CESS RAMI AZ.LI);-
2023;SSNA;F;FINANZIA;25R;ART 103 C 3 CCNL 19-21 - DEC DOTAZ ORG (CESS RAMI AZ.LI);-
2023;RESA;F;FINANZIA;29Q;ARTT 2-3-4 ACCORDO 15.5.2023 - INCREM FONDO POSIZIONE;+
2023;ERIC;F;FINANZIA;12M;INCREMENTI CCNL 16-18 2,14% M.S. 2015 (ART. 37 C. 1);+
2023;ERIC;F;FINANZIA;28C;INCR. STAB. DOT. ORG. E REL. COP.RA (ART. 55 C.7 CCNL 02-05);+
2023;ERIC;F;FINANZIA;37C;NUOVI SERV O INCR DOT.ORG - STAB (ART. 62 C. 7 CCNL 02-05);+
2023;ERIC;F;FINANZIA;62C;RIORDINO, NUOVI SERV. O RIORG. STAB (ART. 4 C. 3 CCNL 00-01);+
2023;ERIC;U;UTILIZZO;614;POSIZIONE - FONDO D;+
2023;SSNA;F;FINANZIA;24V;ART 75 C 3 CCNL 19-21 - RISORSE INAIL ART 1 C 527 L 145/2018;+
2023;REVA;F;FINANZIA;07R;"ART 153 C 2 TUDC - DECURT FUA ENTI MINORI CORSO D'ANNO";-
2023;SSNA;F;FINANZIA;12Z;ART 94 C 4 L B CCNL 16-18 - ALTRE SPEC DISPOSIZIONI DI LEGGE;+
2023;SSNA;F;FINANZIA;18X;ART 90 C 4 L A CCNL 16-18 - ATT NUOVI SERV A PARITÀ DI PERS;+
2023;SSNA;U;UTILIZZO;07L;INCARICO DI POSIZIONE EQ;+
2023;SSNA;F;FINANZIA;18Y;ART 90 C 4 L B CCNL 16-18 - SPEC DISP LEGGE;+
2023;SSNA;F;FINANZIA;19O;ART 91 C 4 L B CCNL 16-18 - ATT NUOVI SERV A PARITÀ DI PERS;+
2023;AFAM;F;FINANZIA;83F;RISORSE VARIABILI DA UNIONE EUROPEA;+
2023;RALN;U;UTILIZZO;00S;COMPENSI AL PERSONALE CASE DA GIOCO;+
2023;SSNA;F;FINANZIA;14O;ART 96 C 4 L B CCNL16-18 - ALTRE SPEC DISPOSIZ DI LEGGE;+
2023;SCLA;U;UTILIZZO;917;ART 88 C 2 L G) CCNL 06-09 - DOC IND. TURNO;+
2023;SCLA;U;UTILIZZO;921;ART 88 C 2 L K) CCNL 06-09 - DOC COMP. ALTRE ATTIVITÀ POF;+
2023;SCLA;U;UTILIZZO;923;ART 88 C 2 L L) CCNL 06-09 - DOC PART. IMPEGNI VALUTAZIONE;+
2023;SCLA;U;UTILIZZO;014;ART 40 C 4 L B) CCNL 16-18 - DOC ORE ECCED;+
2023;SCLA;U;UTILIZZO;06R;ART 40 C 4 L E) CCNL 16-18 - DOC PROGETTI AREE A RISCHIO;+
2023;SCLA;U;UTILIZZO;06S;ART 40 C 4 L F) CCNL 16-18 - DOC ORE ECCEDENTI SOSTIT. COLL.;+
2023;SCLA;U;UTILIZZO;06T;ART 40 C 4 L G) - DOC VAL MERITO EX ART 1 C 128 L 107/15;+
2023;RESA;F;FINANZIA;17M;ART 8 C 2 CCRL 16-18 - RIA CESSATI DAL SERVIZIO;+
2023;RESA;F;FINANZIA;17P;ART 9 C 2 CCRL 16-18 - EC. MANCATA ATT. STRUM. WELFARE;+
2023;RESA;F;FINANZIA;29S;ART 102 C 1 L C) CCRL 98-01 - ECONOMIE  RINN CONTRATT;+
2023;UNIV;F;FINANZIA;21A;SPECIFICHE DISP. DI LEGGE (ART. 62 C. 3 L. B CCNL 02-05);+
2023;RESA;F;FINANZIA;22I;PROGRESSIONI ORIZZONTALI A CARICO BILANCIO - RISORSE;+
2023;SCLA;F;FINANZIA;09Q;ART 40 C 1 L B) CCNL 16-18 - RIS ORE ECCEDENTI ED FISICA;+
2023;SCLA;F;FINANZIA;69F;RISORSE STORICHE (ART. 42 CC. 1, 3, 4 CCNL 00-01);+
2023;SCLA;F;FINANZIA;70F;INCREMENTI CCNL 00-01 (ART. 42 C. 2 L. A E C. 5);+
2023;SCLA;F;FINANZIA;71F;INCREMENTI CCNL 02-05 (ART. 55 C. 2);+
2023;SCLA;F;FINANZIA;72F;INCREMENTI CCNL 04-05 (ART. 4 C. 2);+
2023;SCLA;F;FINANZIA;73F;INCREMENTI CCNL 06-09 (ART. 25 C. 2);+
2023;SCLA;F;FINANZIA;74F;INCREMENTI CCNL 08-09 (ART. 4 C. 2);+
2023;PCMD;F;FINANZIA;12N;INCREMENTI CCNL 16-18 (ART. 41 C. 1);+
2023;SCLA;F;FINANZIA;12N;INCREMENTI CCNL 16-18 (ART. 41 C. 1);+
2023;SCLA;F;FINANZIA;12O;INCREMENTI CCNL 16-18 (ART. 41 C. 2);+
2023;SCLA;F;FINANZIA;75F;RIA PERS. CESS. (ART. 55 C. 3 L. A CCNL 02-05);+
2023;SCLA;F;FINANZIA;09Y;ART 1 C 126 L 107/2015 - VALORIZ MERITO PERS DOCENTE;+
2023;SCLA;F;FINANZIA;09T;ART 40 C 1 L E) CCNL 16-18 - RIS PROGETTI AREE A RISCHIO;+
2023;SCLA;F;FINANZIA;09U;ART 40 C 1 L F) CCNL 16-18 - RIS ORE ECCED SOST COLL ASSENTI;+
2023;SCLA;U;UTILIZZO;406;ART 88 C 2 L B) CCNL 06-09 - DOC ATT. AGG.VE INSEGNAMENTO;+
2023;SCLA;U;UTILIZZO;911;ART 88 C 2 L C) CCNL 06-09 - DOC ORE AGG.VE CORSI RECUPERO;+
2023;ENAC;U;UTILIZZO;63A;PASSAGGI DI LIVELLO ECONOMICO A VALERE FONDO ANNO DI RIF.TO;+
2023;REFR;F;FINANZIA;74A;NUOVI SERV. / RIORG. - STAB. (ART. 47, C. 3 CCRL 02-05);+
2023;RALN;F;FINANZIA;00Y;ART 67 C 3 L G CCNL 16-18 - RIS. PERS. DA CASE DA GIOCO;+
2023;ENAC;F;FINANZIA;72C;INCREMENTI CCNL 06-09 (ART. 19 C. 1);+
2023;ENAC;F;FINANZIA;86E;ECON. DA RID. STAB. DIRIGENTI (ART. 55 C. 3 L. D CCNL 02-05);+
2023;ENAC;F;FINANZIA;29C;RIS DA TERZI PER INCARICHI AGG.VI (ART 55 C3 L. A CCNL02-05);+
2023;ENAC;F;FINANZIA;91E;NUOVI SERV. O RIORG. - VAR. (ART. 55 CC. 7-8 CCNL 02-05);+
2023;ENAC;F;FINANZIA;93E;INCREMENTI CCNL 06-09 (ART. 30 C. 1);+
2023;ENAC;F;FINANZIA;97E;NUOVI SERV. O RIORG. - STAB (ART 82 C 3 L H CCNL 02-05);+
2023;ENAC;F;FINANZIA;99E;QUOTA TARIFFAZ. INCARICHI (ART. 82 C. 3 L. E CCNL 02-05);+
2023;ENAC;F;FINANZIA;06F;RIA PERS. CESS. MIS INTERA(ART.14 C.3 L.F P.3 CCNL 02-05SUC);+
2023;ENAC;F;FINANZIA;09F;QUOTA TARIFFAZ. INCARICHI (ART. 14 C. 3 L. E CCNL 02-05SUC;+
2023;ENAC;F;FINANZIA;10F;RIA CESS ANNO PREC MENS RES(ART.14C.3 L.F P2-3 CCNL02-05SUC);+
2023;ENAC;U;UTILIZZO;791;INDENNITÀ DI POSIZIONE;+
2023;REVA;F;FINANZIA;16Z;ART 062 C 3 TU 5-10-11 - ECON ART 16 CC 4 E 5 DL 98/2011;+
2023;SSNA;F;FINANZIA;25L;ART 103 C 3 CCNL 19-21 -  INCR RID STAB PIANTA ORGANICA;+
2023;RESA;F;FINANZIA;29V;ART 102 C 2 L A) CCRL 98-01 - RIS DA CONTR. COLLETTIVA;+
2023;ENAC;F;FINANZIA;08T;ART 90 C 3 L B) CCNL 16-18 - QUOTA TARIFFAZIONE INCARICHI;+
2023;MNST;F;FINANZIA;75C;NUOVI SERV. O RIORG. - STAB (ART. 51 C. 7 CCNL 02-05);+
2023;MNST;F;FINANZIA;79C;NUOVI SERV / RIORG. EVENTI ECCEZ.(ART. 51 C. 7 CCNL 02-05);+
2023;MNST;F;FINANZIA;26U;ART 11 C 1 L B DL 135/18 - INCR ACC ASS TD DEROGA FAC ASS.LI;+
2023;MNST;F;FINANZIA;95C;NUOVI SERV / RIORG. EVENTI ECCEZ.(ART. 58 C. 7 CCNL 02-05);+
2023;AGFI;F;FINANZIA;15V;ART 28 C 2 CCNL 02-05 - ONERI CARICO BILANCIO P.O.P.;+
2023;AGFI;F;FINANZIA;15X;ART 85 C 2 AL 1 CCNL 02-05 - RIS STRAORDINARIO ORD STANZIATE;+
2023;AGFI;U;UTILIZZO;05Z;ART 77 C 2 L F) CCNL 16-18 - RETR POSIZIONE OLTRE MIN P.O.P.;+
2023;SSNA;F;FINANZIA;20Y;ART 91 C 3 L C CCNL 16-18 - DEC. DOT ORG (MOD RAMI AZ.LI);-
2023;REVA;U;UTILIZZO;03P;ART 154 C 1 L E) TUDC - PART. IND. ACCESS. ART. 162;+
2023;SSNA;F;FINANZIA;14P;ART 96 C 4 L C CCNL16-18 - RISORSE DA FONDO RISULTATO;+
2023;SSNA;F;FINANZIA;13V;ART 95 C 7 L E CCNL 16-18 - DEC A FAVORE FONDO COND LAVORO;-
2023;RESA;F;FINANZIA;29T;ART 102 C 1 L D) CCRL 98-01 - RIS TRASF FUNZIONI E PERSONALE;+
2023;RESA;F;FINANZIA;17R;ART. 41 C 2 CCRL 06-09 - COMPENSI INCARICHI DA TERZI;+
2023;RESA;F;FINANZIA;30M;ART 102TER C 1 L C-BIS CCRL 98-01-ASS AD PERS CESS ANNO PREC;+
2023;ERIC;F;FINANZIA;42C;RIA PERS CESS ANNO PREC MENS RES. (ART62 C4 P2-3 CCNL 02-05);+
2023;SSNA;F;FINANZIA;14M;ART 96 C 4 L A CCNL 16-18 - ATT NUOVI SERV A PARITÀ DI PERS;+
2023;SSNA;F;FINANZIA;19U;ART 90 C 3 L D CCNL 16-18  DEC. DOT ORG (MOD RAMI AZ.LI);-
2023;CDIP;F;FINANZIA;09K;INCREMENTI ACCORDO 16-18 (ART. 19 C. 2 DPR 85/18);+
2023;CDIP;F;FINANZIA;29L;INCREMENTI ACCORDO 19-21 (ART. 3 C.1 LETT G) DPR 195/22);+
2023;SSNA;F;FINANZIA;10T;ART 1 C 430 L 205/17 - 5% DEL 30% C 424 (RICERCATORI ESTERO);+
2023;ERIC;F;FINANZIA;63C;ART 5 CC 4-5 CCNL 00-01 - DEC FONDO PROG ART 53 CCNL 98-01;-
2023;REFR;F;FINANZIA;75A;RIDUZIONE STABILE ORGANICI (ART. 47, C. 5 CCRL 02-05);+
2023;REFR;F;FINANZIA;81A;SPEC. DISP. DI LEGGE (ART. 47, C. 1 L. E CCRL 02-05);+
2023;REFR;F;FINANZIA;73A;ONNICOMPRENSIVITÀ (ART. 47, C. 1 L. H CCRL 02-05);+
2023;PCMD;F;FINANZIA;48H;INCREMENTI CCNL 06-09 (ART. 25 C. 1);+
2023;PCMD;F;FINANZIA;23Z;INCREMENTI CCNL 16-18 (ART. 38 C. 1);+
2023;PCMD;F;FINANZIA;20E;NUOVI SERVIZI O RIORG. - STABILE (ART. 51 C. 8 CCNL 02-05);+
2023;PCMD;F;FINANZIA;21E;RIS. DA TERZI PER INCAR. AGG.VI (ART 51 C 3 L. A CCNL 02-05);+
2023;PCMD;F;FINANZIA;23E;RIS. DIRIGENTI DI PRESTITO (ART. 51 C. 7 CCNL 02-05);+
2023;PCMD;F;FINANZIA;49H;INCREMENTI CCNL 06-09 (ART. 28 C. 1);+
2023;PCMD;F;FINANZIA;25E;NUOVI SERV. O RIORG. - STAB (ART 58 C 8 CCNL 02-05);+
2023;PCMD;F;FINANZIA;26E;RIS. DIRIGENTI DI PRESTITO (ART. 58 C. 7 CCNL 02-05);+
2023;PCMD;F;FINANZIA;21L;ART 73 C 1 CCNL 16-18 - UNICO IMPORTO CONSOLIDATO 2021;+
2023;REVA;F;FINANZIA;17Z;ART 020 TU 5-10-11 - RIS INCARICHI AGGIUNTIVI;+
2023;SSNA;U;UTILIZZO;70I;ART. 1 DL 80/2021 ACCESSORIO PERS TD FIN. DIRETTO PNRR;+
2023;PCMD;F;FINANZIA;21M;ART 73 C 2 L A) CCNL 16-18 - 27,11 EURO;+
2023;PCMD;F;FINANZIA;21N;ART 73 C 2 L B) CCNL 16-18 - RIA PERS CESSATO MISURA INTERA;+
2023;PCMD;F;FINANZIA;21O;ART 73 C 2 L C) CCNL 16-18 - IND PRESID PERS CESS NON RIUT;+
2023;PCMD;F;FINANZIA;21P;ART 73 C 2 L D) CCNL 16-18 - DIFF STIP CESS A PREC MIS INT;+
2023;PCMD;F;FINANZIA;21K;RISORSE RIASS EX ART 2 C 3 DLGS 165/2001;+
2023;PCMD;F;FINANZIA;21Q;ART 73 C 2 L F) CCNL 16-18 - INCR. RID. STAB. STRAORDINARIO;+
2023;PCMD;F;FINANZIA;21R;ART 73 C 2 L G) CCNL 16-18 - RIS. ART 1 C 143 UP L 160/2019;+
2023;PCMD;F;FINANZIA;21S;ART 73 C 2 L H) CCNL 16-18 - REC. TRATT. FOND.LE NETTO CESS.;+
2023;PCMD;F;FINANZIA;21U;ART 73 C 3 L D) CCNL 16-18 - RIA IND PRES. CESSATI MENS RES;+
2023;PCMD;F;FINANZIA;48E;RIS. PERSONALE DI PRESTITO (ART. 82 C. 5 CCNL 02-05);+
2023;PCMD;F;FINANZIA;21V;ART 73 C 3 L G) CCNL 16-18 - RISPARMI STRAORDIN. ANNO PREC;+
2023;PCMD;F;FINANZIA;37E;DECURTAZIONE PER PROGR. ORIZZ. (ART. 83 C. 4 CCNL 02-05);-
2023;PCMD;F;FINANZIA;22M;ART 24 CCNL 16-18 - RIS. COMPENSI LAV. STRAORDINARIO;+
2023;PCMD;F;FINANZIA;22L;ART 73 C 2 L F) CCNL 16-18 - RID. STAB. STRAORDINARIO;-
2023;SCLA;U;UTILIZZO;04T;RETRIBUZIONE DI RISULTATO (INCARICHI DI REGGENZA);+
2023;SCLA;U;UTILIZZO;04U;RETRIBUZIONE DI RISULTATO (INCARICHI AGGIUNTIVI);+
2023;EPNE;U;UTILIZZO;02R;INCENTIVI ALLA MOBILITÀ TERRITORIALE;+
2023;SSNA;F;FINANZIA;19K;ART 91 C 3 L B CCNL 16-18 INCR RID STABILE DOT ORG;+
