ANNO;CODI_CONTRATTO;CODI_MACROCATEGORIA;DESC_MACROCATEGORIA;CODI_CATEGORIA;DESC_CATEGORIA;CODI_QUALIFICA;DESC_QUALIFICA
2023;MMAA;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0564;CAPITANO DI FREGATA + 13 ANNI
2023;MMAA;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0957;CAPITANO DI CORVETTA CON 3 ANNI ANNI NEL GRADO
2023;MMAA;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0566;CAPITANO DI CORVETTA + 23 ANNI
2023;MMAA;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;019341;CAPITANO DI CORVETTA
2023;MMAA;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0567;CAPITANO DI CORVETTA + 13 ANNI
2023;MMAA;ND;PERSONALE NON DIRIGENTE;UI;UFFICIALI INFERIORI;018354;TENENTE DI VASCELLO
2023;MMAA;ND;PERSONALE NON DIRIGENTE;UI;UFFICIALI INFERIORI;018958;TENENTE DI VASCELLO + 10 ANNI
2023;MMAA;ND;PERSONALE NON DIRIGENTE;UI;UFFICIALI INFERIORI;017335;GUARDIAMARINA
2023;MMAA;ND;PERSONALE NON DIRIGENTE;UI;UFFICIALI INFERIORI;018338;SOTTOTENENTE DI VASCELLO
2023;SSNA;DR;DIRIGENTI SANITARI;FM;FARMACISTI;SD0600;FARMACISTI A T. DETERMINATO (ART. 15-SEPTIES D.LGS. 502/92)
2023;SSNA;DR;DIRIGENTI SANITARI;FM;FARMACISTI;SD0A38;FARMACISTI CON ALTRI INCAR. PROF.LI (RAPP. ESCLUSIVO)
2023;SSNA;DR;DIRIGENTI SANITARI;FM;FARMACISTI;SD0037;FARMACISTI CON ALTRI INCAR. PROF.LI (RAPP. NON ESCL.)
2023;SSNA;DR;DIRIGENTI SANITARI;FM;FARMACISTI;SD0E39;FARMACISTI CON INC. DI STRUTTURA COMPLESSA (RAPP. ESCLUSIVO)
2023;SSNA;DR;DIRIGENTI SANITARI;FM;FARMACISTI;SD0N38;FARMACISTI CON INC. DI STRUTTURA SEMPLICE (RAPP. NON ESCL.)
2023;SSNA;DR;DIRIGENTI SANITARI;FM;FARMACISTI;SD0E38;FARMACISTI CON INC. DI STRUTTURA SEMPLICE (RAPP. ESCLUSIVO)
2023;ERIC;ND;PERSONALE NON DIRIGENTE;5L;QUINTO LIVELLO;013088;V LIV. - COLLABORATORE TER
2023;ERIC;ND;PERSONALE NON DIRIGENTE;5L;QUINTO LIVELLO;013091;V LIV. - FUNZIONARIO AMMINISTRATIVO
2023;ERIC;ND;PERSONALE NON DIRIGENTE;5L;QUINTO LIVELLO;013EOT;V LIV. - OPERATORE TECNICO ENEA RUOLO ESAURIMENTO
2023;ERIC;ND;PERSONALE NON DIRIGENTE;5L;QUINTO LIVELLO;013EOA;V LIV. - OPERATORE DI AMMINISTRAZ. ENEA RUOLO ESAURIMENTO
2023;ERIC;ND;PERSONALE NON DIRIGENTE;5L;QUINTO LIVELLO;013087;V LIV. - COLLABORATORE AMMINISTRATIVO
2023;ERIC;ND;PERSONALE NON DIRIGENTE;6L;SESTO LIVELLO;014088;VI LIV. - COLLABORATORE TER
2023;ERIC;ND;PERSONALE NON DIRIGENTE;6L;SESTO LIVELLO;014092;VI LIV. - OPERATORE TECNICO
2023;ERIC;ND;PERSONALE NON DIRIGENTE;6L;SESTO LIVELLO;014087;VI LIV. - COLLABORATORE AMMINISTRATIVO
2023;ERIC;ND;PERSONALE NON DIRIGENTE;7L;SETTIMO LIVELLO;016092;VII LIV. - OPERATORE TECNICO
2023;ERIC;ND;PERSONALE NON DIRIGENTE;7L;SETTIMO LIVELLO;016396;VII LIV. - OPERATORE AMMINISTRATIVO
2023;ERIC;ND;PERSONALE NON DIRIGENTE;7L;SETTIMO LIVELLO;016087;VII LIV. - COLLABORATORE AMMINISTRATIVO
2023;LS13;NF;DIRIGENTI;DI;DIRIGENTI;0D00NF;PERSONALE DIRIGENTE
2023;ERIC;ND;PERSONALE NON DIRIGENTE;8L;OTTAVO LIVELLO;018396;VIII LIV. - OPERATORE AMMINISTRATIVO
2023;ERIC;ND;PERSONALE NON DIRIGENTE;8L;OTTAVO LIVELLO;018092;VIII LIV. - OPERATORE TECNICO
2023;SSNA;DR;DIRIGENTI SANITARI;BI;BIOLOGI;SD0E12;BIOLOGI CON INC. DI STRUTTURA SEMPLICE (RAPP. ESCLUSIVO)
2023;SSNA;DR;DIRIGENTI SANITARI;BI;BIOLOGI;SD0011;BIOLOGI CON ALTRI INCAR. PROF.LI (RAPP. NON ESCL.)
2023;SSNA;DR;DIRIGENTI SANITARI;BI;BIOLOGI;SD0601;BIOLOGI A T. DETERMINATO (ART. 15-SEPTIES D.LGS. 502/92)
2023;SSNA;DR;DIRIGENTI SANITARI;BI;BIOLOGI;SD0E13;BIOLOGI CON INC. DI STRUTTURA COMPLESSA (RAPP. ESCLUSIVO)
2023;SSNA;DR;DIRIGENTI SANITARI;BI;BIOLOGI;SD0A12;BIOLOGI CON ALTRI INCAR. PROF.LI (RAPP. ESCLUSIVO)
2023;SSNA;DR;DIRIGENTI SANITARI;CH;CHIMICI;SD0E16;CHIMICI CON INC. DI STRUTTURA COMPLESSA (RAPP. ESCLUSIVO)
2023;SSNA;DR;DIRIGENTI SANITARI;CH;CHIMICI;SD0A15;CHIMICI CON ALTRI INCAR. PROF.LI (RAPP. ESCLUSIVO)
2023;SSNA;DR;DIRIGENTI SANITARI;CH;CHIMICI;SD0N15;CHIMICI CON INC. DI STRUTTURA SEMPLICE (RAPP. NON ESCL.)
2023;SSNA;DR;DIRIGENTI SANITARI;CH;CHIMICI;SD0E15;CHIMICI CON INC. DI STRUTTURA SEMPLICE (RAPP. ESCLUSIVO)
2023;RESI;AP;ALTRO PERSONALE;RP;RESTANTE PERSONALE;000096;COLLABORATORE A TEMPO DETERMINATO - ART. 2 D.P. REG. N. 8/20
2023;AGFI;ND;PERSONALE NON DIRIGENTE;3S;"FUNZIONARI TITOLARI DI ELEVATA RESPONSABILITA'";0PO3AP;FUNZIONARI TITOLARI DI POER
2023;SSNA;DR;DIRIGENTI SANITARI;FI;FISICI;SD0A41;FISICI CON ALTRI INCAR. PROF.LI (RAPP. ESCLUSIVO)
2023;SSNA;DR;DIRIGENTI SANITARI;FI;FISICI;SD0E41;FISICI CON INC. DI STRUTTURA SEMPLICE (RAPP. ESCLUSIVO)
2023;SSNA;DR;DIRIGENTI SANITARI;FI;FISICI;SD0E42;FISICI CON INC. DI STRUTTURA COMPLESSA (RAPP. ESCLUSIVO)
2023;SSNA;DR;DIRIGENTI SANITARI;FI;FISICI;SD0040;FISICI CON ALTRI INCAR. PROF.LI (RAPP. NON ESCL.)
2023;SSNA;DR;DIRIGENTI SANITARI;FI;FISICI;SD0N41;FISICI CON INC. DI STRUTTURA SEMPLICE (RAPP. NON ESCL.)
2023;SSNA;DR;DIRIGENTI SANITARI;PL;PSICOLOGI;SD0A65;PSICOLOGI CON ALTRI INCAR. PROF.LI (RAPP. ESCLUSIVO)
2023;SSNA;DR;DIRIGENTI SANITARI;PL;PSICOLOGI;SD0E65;PSICOLOGI CON INC. DI STRUTTURA SEMPLICE (RAPP. ESCLUSIVO)
2023;SSNA;DR;DIRIGENTI SANITARI;PL;PSICOLOGI;SD0E66;PSICOLOGI CON INC. DI STRUTTURA COMPLESSA (RAPP. ESCLUSIVO)
2023;SSNA;DR;DIRIGENTI SANITARI;PL;PSICOLOGI;SD0064;PSICOLOGI CON ALTRI INCAR. PROF.LI (RAPP. NON ESCL.)
2023;SSNA;DR;DIRIGENTI SANITARI;PL;PSICOLOGI;SD0N65;PSICOLOGI CON INC. DI STRUTTURA SEMPLICE (RAPP. NON ESCL.)
2023;AAMM;AL;ALLIEVI;AV;ALLIEVI;000ASP;ASPIRANTE
2023;AAMM;AL;ALLIEVI;AV;ALLIEVI;000SCM;ALLIEVI SCUOLE MILITARI
2023;AAMM;AL;ALLIEVI;AV;ALLIEVI;000180;ALLIEVI
2023;AGID;2F;DIRIGENTI DI 2^ FASCIA;D2;DIRIGENTI DI 2^ FASCIA;0D0080;DIRIGENTE II FASCIA A TEMPO DETERM.
2023;AGID;2F;DIRIGENTI DI 2^ FASCIA;D2;DIRIGENTI DI 2^ FASCIA;0D0079;DIRIGENTE II FASCIA
2023;EEII;AL;ALLIEVI;AV;ALLIEVI;000180;ALLIEVI
2023;EEII;AL;ALLIEVI;AV;ALLIEVI;000SCM;ALLIEVI SCUOLE MILITARI
2023;MMAA;AL;ALLIEVI;AV;ALLIEVI;000SCM;ALLIEVI SCUOLE MILITARI
2023;MMAA;AL;ALLIEVI;AV;ALLIEVI;000180;ALLIEVI
2023;MMAA;AL;ALLIEVI;AV;ALLIEVI;000ASP;ASPIRANTE
2023;CCSS;AL;ALLIEVI;AV;ALLIEVI;000180;ALLIEVI
2023;CPOR;AL;ALLIEVI;AV;ALLIEVI;000180;ALLIEVI
2023;GGFF;AL;ALLIEVI;AV;ALLIEVI;000180;ALLIEVI
2023;PPEN;AL;ALLIEVI;AV;ALLIEVI;000180;ALLIEVI
2023;PPSS;AL;ALLIEVI;AV;ALLIEVI;000180;ALLIEVI
2023;VVFF;AL;ALLIEVI;AV;ALLIEVI;000180;ALLIEVI
2023;AGID;ND;PERSONALE NON DIRIGENTE;C3;TERZA CATEGORIA;0C3PF8;PROFESSIONAL F8
2023;AGID;ND;PERSONALE NON DIRIGENTE;C3;TERZA CATEGORIA;0C3PF9;PROFESSIONAL F9
2023;AGID;ND;PERSONALE NON DIRIGENTE;C3;TERZA CATEGORIA;0C3PF6;PROFESSIONAL F6
2023;AGID;ND;PERSONALE NON DIRIGENTE;C3;TERZA CATEGORIA;0C3FF4;FUNZIONARIO F4
2023;AGID;ND;PERSONALE NON DIRIGENTE;C3;TERZA CATEGORIA;0C3FF5;FUNZIONARIO F5
2023;AGID;ND;PERSONALE NON DIRIGENTE;C3;TERZA CATEGORIA;0C3FF3;FUNZIONARIO F3
2023;AGID;ND;PERSONALE NON DIRIGENTE;C3;TERZA CATEGORIA;0C3FF7;FUNZIONARIO F7
2023;AGID;ND;PERSONALE NON DIRIGENTE;C3;TERZA CATEGORIA;0C3FF6;FUNZIONARIO F6
2023;AGID;ND;PERSONALE NON DIRIGENTE;C3;TERZA CATEGORIA;0C3PF7;PROFESSIONAL F7
2023;AGID;ND;PERSONALE NON DIRIGENTE;C3;TERZA CATEGORIA;0C3FF2;FUNZIONARO F2
2023;AGID;ND;PERSONALE NON DIRIGENTE;C3;TERZA CATEGORIA;0C3FF1;FUNZIONARIO F1
2023;AAMM;ND;PERSONALE NON DIRIGENTE;GR;GRADUATI;013293;GRADUATO AIUTANTE
2023;AAMM;ND;PERSONALE NON DIRIGENTE;GR;GRADUATI;0131GR;PRIMO GRADUATO
2023;AAMM;ND;PERSONALE NON DIRIGENTE;GR;GRADUATI;013AT4;GRADUATO AIUTANTE CON 4 ANNI NEL GRADO
2023;AAMM;ND;PERSONALE NON DIRIGENTE;GR;GRADUATI;013GR5;PRIMO GRADUATO CON 5 ANNI NEL GRADO
2023;AAMM;ND;PERSONALE NON DIRIGENTE;GR;GRADUATI;013294;AVIERE CAPO
2023;AAMM;ND;PERSONALE NON DIRIGENTE;GR;GRADUATI;013299;I AVIERE CAPO
2023;AAMM;ND;PERSONALE NON DIRIGENTE;GR;GRADUATI;013301;I AVIERE SCELTO
2023;REFR;ND;PERSONALE NON DIRIGENTE;XC;CATEGORIA PLC;0PL901;POSIZIONE ECONOMICA PLC3
2023;REFR;ND;PERSONALE NON DIRIGENTE;XC;CATEGORIA PLC;0PL0C6;POSIZIONE ECONOMICA PLC6
2023;REFR;ND;PERSONALE NON DIRIGENTE;XC;CATEGORIA PLC;0PL0C5;POSIZIONE ECONOMICA PLC5
2023;REFR;ND;PERSONALE NON DIRIGENTE;XC;CATEGORIA PLC;0PL902;POSIZIONE ECONOMICA PLC2
2023;REFR;ND;PERSONALE NON DIRIGENTE;XC;CATEGORIA PLC;0PL903;POSIZIONE ECONOMICA PLC1
2023;REFR;ND;PERSONALE NON DIRIGENTE;XB;CATEGORIA PLB;0PL907;POSIZIONE ECONOMICA PLB1
2023;REFR;ND;PERSONALE NON DIRIGENTE;XB;CATEGORIA PLB;0PL905;POSIZIONE ECONOMICA PLB3
2023;REFR;ND;PERSONALE NON DIRIGENTE;XB;CATEGORIA PLB;0PL0B6;POSIZIONE ECONOMICA PLB6
2023;REFR;ND;PERSONALE NON DIRIGENTE;XB;CATEGORIA PLB;0PL904;POSIZIONE ECONOMICA PLB4
2023;REFR;ND;PERSONALE NON DIRIGENTE;XB;CATEGORIA PLB;0PL906;POSIZIONE ECONOMICA PLB2
2023;REFR;ND;PERSONALE NON DIRIGENTE;XB;CATEGORIA PLB;0PL0B5;POSIZIONE ECONOMICA PLB5
2023;REFR;ND;PERSONALE NON DIRIGENTE;XA;CATEGORIA PLA;0PL908;POSIZIONE ECONOMICA PLA4
2023;REFR;ND;PERSONALE NON DIRIGENTE;XA;CATEGORIA PLA;0PL0A7;POSIZIONE ECONOMICA PLA7
2023;REFR;ND;PERSONALE NON DIRIGENTE;XA;CATEGORIA PLA;0PL916;POSIZIONE ECONOMICA PLA5
2023;REFR;ND;PERSONALE NON DIRIGENTE;XA;CATEGORIA PLA;0PL909;POSIZIONE ECONOMICA PLA3
2023;REFR;ND;PERSONALE NON DIRIGENTE;XA;CATEGORIA PLA;0PL910;POSIZIONE ECONOMICA PLA2
2023;REFR;ND;PERSONALE NON DIRIGENTE;XA;CATEGORIA PLA;0PL911;POSIZIONE ECONOMICA PLA1
2023;REFR;ND;PERSONALE NON DIRIGENTE;XA;CATEGORIA PLA;0PL0A6;POSIZIONE ECONOMICA PLA6
2023;REFR;ND;PERSONALE NON DIRIGENTE;XS;CATEGORIA PLS;0PL915;POSIZIONE ECONOMICA PLS1
2023;REFR;ND;PERSONALE NON DIRIGENTE;XS;CATEGORIA PLS;0PL913;POSIZIONE ECONOMICA PLS3
2023;REFR;ND;PERSONALE NON DIRIGENTE;XS;CATEGORIA PLS;0PL0S5;POSIZIONE ECONOMICA PLS5
2023;REFR;ND;PERSONALE NON DIRIGENTE;XS;CATEGORIA PLS;0PL914;POSIZIONE ECONOMICA PLS2
2023;REFR;ND;PERSONALE NON DIRIGENTE;ZC;CATEGORIA FC;0FC008;POSIZIONE ECONOMICA FC8
2023;REFR;ND;PERSONALE NON DIRIGENTE;ZC;CATEGORIA FC;0FC0C9;POSIZIONE ECONOMICA FC9
2023;REFR;ND;PERSONALE NON DIRIGENTE;ZC;CATEGORIA FC;0FC007;POSIZIONE ECONOMICA FC7
2023;REFR;ND;PERSONALE NON DIRIGENTE;ZC;CATEGORIA FC;0FC004;POSIZIONE ECONOMICA FC4
2023;REFR;ND;PERSONALE NON DIRIGENTE;ZC;CATEGORIA FC;0FC002;POSIZIONE ECONOMICA FC2
2023;REFR;ND;PERSONALE NON DIRIGENTE;ZC;CATEGORIA FC;0FC003;POSIZIONE ECONOMICA FC3
2023;REFR;ND;PERSONALE NON DIRIGENTE;ZC;CATEGORIA FC;0FC005;POSIZIONE ECONOMICA FC5
2023;REFR;ND;PERSONALE NON DIRIGENTE;ZC;CATEGORIA FC;0FC006;POSIZIONE ECONOMICA FC6
2023;REFR;ND;PERSONALE NON DIRIGENTE;ZB;CATEGORIA FB;0FB002;POSIZIONE ECONOMICA FB2
2023;REFR;ND;PERSONALE NON DIRIGENTE;ZB;CATEGORIA FB;0FB004;POSIZIONE ECONOMICA FB4
2023;REFR;ND;PERSONALE NON DIRIGENTE;ZB;CATEGORIA FB;0FB003;POSIZIONE ECONOMICA FB3
2023;REFR;ND;PERSONALE NON DIRIGENTE;ZB;CATEGORIA FB;0FBFB5;POSIZIONE ECONOMICA FB5
2023;REFR;ND;PERSONALE NON DIRIGENTE;ZB;CATEGORIA FB;0FB001;POSIZIONE ECONOMICA FB1
2023;REFR;ND;PERSONALE NON DIRIGENTE;ZA;CATEGORIA FA;0FA0F4;POSIZIONE ECONOMICA FA4
2023;REFR;ND;PERSONALE NON DIRIGENTE;ZA;CATEGORIA FA;0FA002;POSIZIONE ECONOMICA FA2
2023;REFR;ND;PERSONALE NON DIRIGENTE;ZA;CATEGORIA FA;0FA003;POSIZIONE ECONOMICA FA3
2023;REFR;ND;PERSONALE NON DIRIGENTE;ZA;CATEGORIA FA;0FA001;POSIZIONE ECONOMICA FA1
2023;AAMM;NF;DIRIGENTI;UG;UFFICIALI GENERALI;0D0220;GENERALE DI BRIGATA AEREA ED EQUIP.
2023;AAMM;NF;DIRIGENTI;UG;UFFICIALI GENERALI;0D0297;GENERALE DI DIVISIONE AEREA ED EQUIP.
2023;AAMM;NF;DIRIGENTI;UG;UFFICIALI GENERALI;0D0298;GENERALE DI S. AEREA ED EQUIP.
2023;AAMM;NF;DIRIGENTI;UG;UFFICIALI GENERALI;0D0SGD;CAPO SM/SGD
2023;AAMM;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0528;MAGGIORE + 13 ANNI
2023;AAMM;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0527;MAGGIORE + 23 ANNI
2023;AAMM;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0935;TENENTE COLONNELLO + 18 ANNI
2023;AAMM;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0524;COLONNELLO + 23 ANNI
2023;AAMM;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0526;TENENTE COLONNELLO + 13 ANNI
2023;AAMM;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0525;TENENTE COLONNELLO + 23 ANNI
2023;AAMM;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;019222;MAGGIORE
2023;AAMM;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;019312;TENENTE COLONNELLO
2023;CNEL;ND;PERSONALE NON DIRIGENTE;AT;ASSISTENTI;0AS000;ASSISTENTI
2023;AAMM;ND;PERSONALE NON DIRIGENTE;UI;UFFICIALI INFERIORI;017225;SOTTOTENENTE
2023;AAMM;ND;PERSONALE NON DIRIGENTE;UI;UFFICIALI INFERIORI;018226;TENENTE
2023;AAMM;ND;PERSONALE NON DIRIGENTE;UI;UFFICIALI INFERIORI;018213;CAPITANO
2023;AAMM;ND;PERSONALE NON DIRIGENTE;UI;UFFICIALI INFERIORI;018937;CAPITANO + 10 ANNI
2023;AAMM;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;000FR1;VOLONTARI IN FERMA PREFISSATA DI 1 ANNO RAFFERMATI
2023;AAMM;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;014833;U.F.P. SOTTOTENENTE
2023;AAMM;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;000VFI;VOLONTARI IN FERMA INIZIALE
2023;AAMM;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;000FP1;VOLONTARI IN FERMA PREFISSATA DI 1 ANNO
2023;AAMM;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;013946;AVIERE CAPO (VFP4 FERMA BIENNALE)
2023;AAMM;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;000FP4;VOLONTARI IN FERMA PREFISSATA QUADRIENNALE
2023;CCSS;ND;PERSONALE NON DIRIGENTE;BR;BRIGADIERI;014211;BRIGADIERE
2023;CCSS;ND;PERSONALE NON DIRIGENTE;BR;BRIGADIERI;014230;VICE BRIGADIERE
2023;CCSS;ND;PERSONALE NON DIRIGENTE;BR;BRIGADIERI;015965;BRIGADIERE CAPO QUALIFICA SPECIALE
2023;CCSS;ND;PERSONALE NON DIRIGENTE;BR;BRIGADIERI;015212;BRIGADIERE CAPO
2023;CCSS;ND;PERSONALE NON DIRIGENTE;BR;BRIGADIERI;015966;BRIGADIERE CAPO CON 4 ANNI NEL GRADO
2023;CCSS;ND;PERSONALE NON DIRIGENTE;MR;MARESCIALLI;017837;MARESCIALLO AIUTANTE S.UPS CON 8 ANNI NEL GRADO
2023;CCSS;ND;PERSONALE NON DIRIGENTE;MR;MARESCIALLI;017237;MARESCIALLO AIUTANTE
2023;CCSS;ND;PERSONALE NON DIRIGENTE;MR;MARESCIALLI;017836;LUOGOTENENTE
2023;CCSS;ND;PERSONALE NON DIRIGENTE;MR;MARESCIALLI;017964;LUOGOTENENTE CARICA SPECIALE
2023;CCSS;ND;PERSONALE NON DIRIGENTE;MR;MARESCIALLI;014324;MARESCIALLO
2023;CCSS;ND;PERSONALE NON DIRIGENTE;MR;MARESCIALLI;016MC0;MARESCIALLO CAPO CON 10 ANNI
2023;CCSS;ND;PERSONALE NON DIRIGENTE;MR;MARESCIALLI;015238;MARESCIALLO ORDINARIO
2023;CCSS;ND;PERSONALE NON DIRIGENTE;MR;MARESCIALLI;016224;MARESCIALLO CAPO
2023;CCSS;NF;DIRIGENTI;UG;UFFICIALI GENERALI;0D0554;GENERALE CORPO DI ARMATA
2023;CCSS;NF;DIRIGENTI;UG;UFFICIALI GENERALI;0D0220;GENERALE DI BRIGATA
2023;CCSS;NF;DIRIGENTI;UG;UFFICIALI GENERALI;0D0221;GENERALE DI DIVISIONE
2023;CCSS;NF;DIRIGENTI;UG;UFFICIALI GENERALI;0D0219;COMANDANTE GENERALE
2023;CCSS;ND;PERSONALE NON DIRIGENTE;UI;UFFICIALI INFERIORI;018937;CAPITANO + 10 ANNI
2023;CCSS;ND;PERSONALE NON DIRIGENTE;UI;UFFICIALI INFERIORI;017225;SOTTOTENENTE
2023;CCSS;ND;PERSONALE NON DIRIGENTE;UI;UFFICIALI INFERIORI;018213;CAPITANO
2023;CCSS;ND;PERSONALE NON DIRIGENTE;UI;UFFICIALI INFERIORI;018226;TENENTE
2023;CCSS;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0524;COLONNELLO + 23 ANNI
2023;CCSS;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0525;TENENTE COLONNELLO + 23 ANNI
2023;CCSS;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0217;COLONNELLO
2023;CCSS;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0936;MAGGIORE CON 3 ANNI NEL GRADO
2023;CCSS;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0935;TENENTE COLONNELLO + 18 ANNI
2023;CCSS;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;019222;MAGGIORE
2023;CCSS;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;019312;TENENTE COLONNELLO
2023;CCSS;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0526;TENENTE COLONNELLO + 13 ANNI
2023;CCSS;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0528;MAGGIORE + 13 ANNI
2023;CCSS;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0527;MAGGIORE + 23 ANNI
2023;CM10;NF;DIRIGENTI;UG;UFFICIALI GENERALI;0D0359;ORDINARIO MILITARE
2023;CM10;NF;DIRIGENTI;UG;UFFICIALI GENERALI;0D0292;VICARIO GENERALE
2023;CM10;ND;PERSONALE NON DIRIGENTE;UI;UFFICIALI INFERIORI;018971;CAPPELLANO  CAPO + 10  (CAP.)
2023;CM10;ND;PERSONALE NON DIRIGENTE;UI;UFFICIALI INFERIORI;018281;CAPPELLANO ADDETTO
2023;CM10;ND;PERSONALE NON DIRIGENTE;UI;UFFICIALI INFERIORI;018284;CAPPELLANO CAPO
2023;CM10;ND;PERSONALE NON DIRIGENTE;UI;UFFICIALI INFERIORI;018CPL;CAPPELLANO COMPLEMENTO (S. TENENTE)
2023;CM10;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0545;III CAPPELLANO CAPO + 23 ANNI
2023;CM10;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0546;II CAPPELLANO CAPO + 23 ANNI
2023;CM10;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0549;I CAPPELLANO CAPO + 13 ANNI
2023;CM10;NF;DIRIGENTI;US;UFFICIALI SUPERIORI;0D0969;II CAPPELLANO  CAPO  +  18 (TEN.COL.)
2023;CPOR;ND;PERSONALE NON DIRIGENTE;GR;GRADUATI;0131GR;SOTTOCAPO SCELTO
2023;CPOR;ND;PERSONALE NON DIRIGENTE;GR;GRADUATI;013293;SOTTOCAPO AIUTANTE
2023;CPOR;ND;PERSONALE NON DIRIGENTE;GR;GRADUATI;013351;SOTTOCAPO DI I CLASSE
2023;CPOR;ND;PERSONALE NON DIRIGENTE;GR;GRADUATI;013352;SOTTOCAPO DI II CLASSE
2023;CPOR;ND;PERSONALE NON DIRIGENTE;GR;GRADUATI;013353;SOTTOCAPO DI III CLASSE
2023;CPOR;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;000FP4;VOLONTARI IN FERMA PREFISSATA QUADRIENNALE
2023;CPOR;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;000FR1;VOLONTARI IN FERMA PREFISSATA DI 1 ANNO RAFFERMATI
2023;CPOR;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;017832;U.F.P. SOTTOTENENTE DI VASCELLO
2023;CPOR;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;014833;U.F.P. GUARDIAMARINA
2023;CPOR;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;MT;MILITARI DI TRUPPA E UFFICIALI FERMA PREFISSATA;000VFI;VOLONTARI IN FERMA INIZIALE
2023;UCAM;ND;PERSONALE NON DIRIGENTE;AA;AREA A;025000;A2
2023;UCAM;ND;PERSONALE NON DIRIGENTE;AA;AREA A;027000;A3
2023;ERIC;AP;ALTRO PERSONALE;DB;DIRETTORI;0D0DDD;DIRETTORE DI DIPARTIMENTO
2023;ERIC;AP;ALTRO PERSONALE;DB;DIRETTORI;0D0IST;DIRETTORE DI ISTITUTO
2023;UNIV;AP;ALTRO PERSONALE;DG;DIRETTORI GENERALI;0D0097;DIRETTORE GENERALE
2023;UCAM;ND;PERSONALE NON DIRIGENTE;AB;AREA B;037000;B5
2023;UCAM;ND;PERSONALE NON DIRIGENTE;AB;AREA B;038000;B6
2023;UCAM;ND;PERSONALE NON DIRIGENTE;AB;AREA B;034000;B3
2023;UCAM;ND;PERSONALE NON DIRIGENTE;AB;AREA B;030000;B1
2023;UCAM;ND;PERSONALE NON DIRIGENTE;AB;AREA B;032000;B2
2023;UCAM;ND;PERSONALE NON DIRIGENTE;AB;AREA B;036000;B4
2023;RALN;NF;DIRIGENTI;DI;DIRIGENTI;0D0164;DIRIGENTE A TEMPO INDETERMINATO
2023;RALN;NF;DIRIGENTI;DI;DIRIGENTI;0D0165;DIRIGENTE A TEMPO DETERMINATO IN D.O.
2023;RALN;NF;DIRIGENTI;DI;DIRIGENTI;0D0104;SEGRETARIO GENERALE CCIAA
