ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_ASSUNZIONE;UOMINI;DONNE
C7421;PRTN;CB;0BE000;A30;1;0
IP10992;PRTN;CB;0BE000;A23;2;6
N10879;PRTN;CB;0BE000;A23;0;1
N10879;PRTN;CB;0BE000;A30;0;1
IP11050;PRTN;CB;0BE000;A23;0;9
C8286;RALN;IR;0IR000;A30;0;1
C3259;RALN;IR;0IR000;A24;0;1
C3751;RALN;IR;0IR000;A24;0;1
C7258;RALN;IR;0IR000;A30;1;2
C7388;RALN;IR;0IR000;A31;0;1
C1712;RALN;IR;0IR000;A24;0;1
C3037;RALN;IR;0IR000;A30;0;1
C265;RALN;IR;0IR000;A23;0;1
C7793;RALN;IR;0IR000;A24;0;1
C7396;RALN;IR;0IR000;A23;2;2
C6677;RALN;IR;0IR000;A23;1;0
C3115;RALN;IR;0IR000;A24;0;1
C492;RALN;IR;0IR000;A24;1;1
C6988;RALN;IR;0IR000;A23;1;0
P9121;RALN;IR;0IR000;A30;0;1
C1877;RALN;IR;0IR000;A23;4;0
P9121;RALN;IR;0IR000;A23;3;1
C5659;RALN;IR;0IR000;A23;0;1
C746;RALN;IR;0IR000;A23;0;1
C4953;RALN;IR;0IR000;A30;1;0
C492;RALN;IR;0IR000;A23;1;2
C5985;RALN;IR;0IR000;A23;6;2
C3037;RALN;IR;0IR000;A23;1;0
C4562;RALN;IR;0IR000;A23;3;0
C4840;RALN;IR;0IR000;A23;1;0
C7168;RALN;IR;0IR000;A35;0;1
C2900;RALN;IR;0IR000;A24;0;2
C3037;RALN;IR;0IR000;A24;0;1
C4239;RALN;IR;0IR000;A23;0;1
C3042;RALN;IR;0IR000;A35;0;1
C4674;RALN;IR;0IR000;A23;2;10
C2963;RALN;IR;0IR000;A23;3;2
C2886;RALN;IR;0IR000;A23;0;1
C4204;RALN;IR;0IR000;A24;1;0
C4134;RALN;IR;0IR000;A23;1;1
C2791;RALN;IR;0IR000;A23;3;4
C7388;RALN;IR;0IR000;A24;1;1
C1820;RALN;IR;0IR000;A23;0;2
C4202;RALN;IR;0IR000;A23;1;1
C5971;RALN;IR;0IR000;A23;7;17
C6575;RALN;IR;0IR000;A23;1;0
V9736;RALN;IR;0IR000;A23;2;7
C7388;RALN;IR;0IR000;A23;1;7
C1140;RALN;IR;0IR000;A23;0;2
C3115;RALN;IR;0IR000;A41;0;2
C7258;RALN;IR;0IR000;A23;1;1
C4631;RALN;IR;0IR000;A41;0;1
C6486;RALN;IR;0IR000;A23;0;1
C3751;RALN;IR;0IR000;A23;0;1
C2791;RALN;IR;0IR000;A35;0;1
C1106;RALN;IR;0IR000;A24;2;3
C3257;RALN;IR;0IR000;A24;0;1
C3042;RALN;IR;0IR000;A30;3;7
C5650;RALN;IR;0IR000;A23;3;0
C7737;RALN;IR;0IR000;A30;1;0
C4204;RALN;IR;0IR000;A30;0;1
C8300;RALN;IR;0IR000;A23;0;2
C3235;RALN;IR;0IR000;A23;1;0
C2791;RALN;IR;0IR000;A30;1;2
C7187;RALN;IR;0IR000;A23;1;0
C3639;RALN;IR;0IR000;A23;0;4
C3042;RALN;IR;0IR000;A23;60;93
C3508;RALN;IR;0IR000;A23;0;1
C5761;RALN;IR;0IR000;A30;1;9
C3146;RALN;IR;0IR000;A30;0;2
P9083;RALN;IR;0IR000;A23;1;0
ER12802;RALN;IR;0IR000;A24;0;1
C743;RALN;IR;0IR000;A30;1;1
C2269;RALN;IR;0IR000;A23;5;0
UC10934;RALN;IR;0IR000;A23;1;1
C743;RALN;IR;0IR000;A23;2;1
C7151;RALN;IR;0IR000;A23;0;1
C6699;RALN;IR;0IR000;A23;3;2
C4137;RALN;IR;0IR000;A23;0;1
C8126;RALN;IR;0IR000;A23;2;0
C4092;RALN;IR;0IR000;A30;0;1
C2653;RALN;IR;0IR000;A23;0;1
C1950;RALN;IR;0IR000;A23;0;3
C385;RALN;IR;0IR000;A30;2;0
C5073;RALN;IR;0IR000;A30;0;1
C3676;RALN;IR;0IR000;A24;1;1
C7550;RALN;IR;0IR000;A30;1;0
C1231;RALN;IR;0IR000;A30;0;1
C2900;RALN;IR;0IR000;A23;1;0
C5073;RALN;IR;0IR000;A24;2;3
C5761;RALN;IR;0IR000;A41;0;4
C4213;RALN;IR;0IR000;A24;0;1
C12906;RALN;IR;0IR000;A23;0;1
C601;RALN;IR;0IR000;A23;11;16
C3569;RALN;IR;0IR000;A23;6;6
C3314;RALN;IR;0IR000;A23;1;1
C962;RALN;IR;0IR000;A23;6;1
C2900;RALN;IR;0IR000;A30;0;1
C5073;RALN;IR;0IR000;A23;0;1
C4371;RALN;IR;0IR000;A23;22;16
C6964;RALN;IR;0IR000;A23;2;0
C7656;RALN;IR;0IR000;A24;2;0
C5896;RALN;IR;0IR000;A23;3;1
ER12885;RALN;IR;0IR000;A23;36;144
C2232;RALN;IR;0IR000;A30;3;1
P9110;RALN;IR;0IR000;A23;7;14
C3235;RALN;IR;0IR000;A30;1;0
C878;RALN;IR;0IR000;A30;1;0
C1932;RALN;IR;0IR000;A23;2;0
C8286;RALN;IR;0IR000;A23;1;1
ER12885;RALN;IR;0IR000;A31;0;2
C1306;RALN;IR;0IR000;A23;1;0
ER12885;RALN;IR;0IR000;A30;4;6
C7429;RALN;IR;0IR000;A24;2;0
C246;RALN;IR;0IR000;A23;2;4
C7656;RALN;IR;0IR000;A23;0;1
C317;RALN;IR;0IR000;A23;0;1
C7245;RALN;IR;0IR000;A23;1;0
C1747;RALN;IR;0IR000;A23;0;1
C2232;RALN;IR;0IR000;A41;1;1
C6666;RALN;IR;0IR000;A23;1;0
ER12802;RALN;IR;0IR000;A30;1;1
C601;RALN;IR;0IR000;A30;0;2
C7507;RALN;IR;0IR000;A23;0;2
CS12816;RALN;IR;0IR000;A23;0;1
C1348;RALN;IR;0IR000;A23;1;2
C492;RALN;IR;0IR000;A30;3;3
C6761;RALN;IR;0IR000;A23;1;3
C3914;RALN;IR;0IR000;A23;0;1
C1348;RALN;IR;0IR000;A30;5;4
C2232;RALN;IR;0IR000;A23;1;9
C596;RALN;IR;0IR000;A23;6;11
P9046;RALN;IR;0IR000;A23;27;10
C745;RALN;IR;0IR000;A23;2;1
C1179;RALN;IR;0IR000;A30;0;1
C7815;RALN;IR;0IR000;A23;0;1
CM9080;RALN;IR;0IR000;A24;1;1
CM9080;RALN;IR;0IR000;A23;54;57
C6443;RALN;IR;0IR000;A24;1;0
C2246;RALN;IR;0IR000;A24;1;1
C5163;RALN;IR;0IR000;A30;2;1
C2362;RALN;IR;0IR000;A23;0;1
C14030;RALN;IR;0IR000;A30;1;1
CS12299;RALN;IR;0IR000;A41;1;1
C1110;RALN;IR;0IR000;A23;0;1
C4136;RALN;IR;0IR000;A23;1;0
C3095;RALN;IR;0IR000;A23;1;0
C5638;RALN;IR;0IR000;A23;0;1
CM9080;RALN;IR;0IR000;A31;1;0
C8038;RALN;IR;0IR000;A30;1;0
C2982;RALN;IR;0IR000;A23;0;1
C4371;RALN;IR;0IR000;A30;1;2
C5971;RALN;IR;0IR000;A24;2;1
C5971;RALN;IR;0IR000;A30;2;8
C4092;RALN;IR;0IR000;A23;2;0
C6257;RALN;IR;0IR000;A35;2;0
C3118;RALN;IR;0IR000;A23;2;3
C3118;RALN;IR;0IR000;A30;0;1
C798;RALN;IR;0IR000;A23;3;3
C4470;RALN;IR;0IR000;A23;1;0
C2846;RALN;IR;0IR000;A23;0;1
C3095;RALN;IR;0IR000;A30;0;1
C3867;RALN;IR;0IR000;A23;0;1
C4795;RALN;IR;0IR000;A23;1;0
UC12347;RALN;IR;0IR000;A23;0;1
C7738;RALN;IR;0IR000;A23;1;0
C7330;RALN;IR;0IR000;A31;0;1
C547;RALN;IR;0IR000;A23;1;0
C4241;RALN;IR;0IR000;A30;2;0
C6627;RALN;IR;0IR000;A24;1;0
C6627;RALN;IR;0IR000;A23;0;1
C6495;RALN;IR;0IR000;A23;2;10
C4479;RALN;IR;0IR000;A23;1;0
C1965;RALN;IR;0IR000;A23;1;2
C3884;RALN;IR;0IR000;A30;0;1
C4241;RALN;IR;0IR000;A23;2;1
C5116;RALN;IR;0IR000;A23;1;1
C704;RALN;IR;0IR000;A23;1;4
C1179;RALN;IR;0IR000;A23;1;0
C6922;RALN;IR;0IR000;A30;0;1
C8260;RALN;IR;0IR000;A23;5;3
C5465;RALN;IR;0IR000;A23;1;0
IP10603;RALN;IR;0IR000;A23;0;4
C8134;RALN;IR;0IR000;A23;1;1
C1584;RALN;IR;0IR000;A23;2;3
C5532;RALN;IR;0IR000;A41;0;1
UC10585;RALN;IR;0IR000;A23;2;1
PA141;RALN;IR;0IR000;A23;0;1
C7330;RALN;IR;0IR000;A23;2;2
C2664;RALN;IR;0IR000;A23;0;1
C7330;RALN;IR;0IR000;A41;1;0
C12340;RALN;IR;0IR000;A30;0;1
C5201;RALN;IR;0IR000;A24;0;1
C4750;RALN;IR;0IR000;A24;1;0
P9037;RALN;IR;0IR000;A23;10;28
CM9080;RALN;IR;0IR000;A30;10;3
C1364;RALN;IR;0IR000;A23;1;0
C6409;RALN;IR;0IR000;A30;1;0
C3964;RALN;IR;0IR000;A23;0;1
C1733;RALN;IR;0IR000;A23;0;1
C3747;RALN;IR;0IR000;A24;0;1
C408;RALN;IR;0IR000;A30;0;1
C1974;RALN;IR;0IR000;A30;0;1
C5971;RALN;IR;0IR000;A31;0;1
C5263;RALN;IR;0IR000;A23;7;14
C1336;RALN;IR;0IR000;A23;1;3
C4778;RALN;IR;0IR000;A30;0;1
C5687;RALN;IR;0IR000;A23;2;0
C1974;RALN;IR;0IR000;A23;0;1
C7792;RALN;IR;0IR000;A23;2;3
R9205;RALN;IR;0IR000;A24;0;2
C408;RALN;IR;0IR000;A23;2;1
C2747;RALN;IR;0IR000;A24;2;1
C5783;RALN;IR;0IR000;A23;0;2
R9205;RALN;IR;0IR000;A30;12;10
C4155;RALN;IR;0IR000;A23;0;3
C3830;RALN;IR;0IR000;A24;3;0
C2336;RALN;IR;0IR000;A23;0;2
C3205;RALN;IR;0IR000;A23;1;1
C14030;RALN;IR;0IR000;A23;0;2
C5095;RALN;IR;0IR000;A23;0;2
V9711;RALN;IR;0IR000;A23;4;0
R9205;RALN;IR;0IR000;A31;1;3
R9205;RALN;IR;0IR000;A23;53;42
C2895;RALN;IR;0IR000;A23;1;2
C4994;RALN;IR;0IR000;A23;1;1
C2596;RALN;IR;0IR000;A23;3;5
C2377;RALN;IR;0IR000;A24;0;1
C8004;RALN;IR;0IR000;A23;3;1
C7752;RALN;IR;0IR000;A23;1;2
C4724;RALN;IR;0IR000;A23;2;1
C1710;RALN;IR;0IR000;A24;0;1
C5532;RALN;IR;0IR000;A24;1;1
C6540;RALN;IR;0IR000;A23;1;2
C6288;RALN;IR;0IR000;A23;1;2
C8004;RALN;IR;0IR000;A30;1;0
P10790;RALN;IR;0IR000;A41;1;1
C286;RALN;IR;0IR000;A30;0;1
C8018;RALN;IR;0IR000;A23;5;2
C5132;RALN;IR;0IR000;A23;1;0
V9753;RALN;IR;0IR000;A23;12;21
C3777;RALN;IR;0IR000;A23;0;1
C2071;RALN;IR;0IR000;A23;2;0
C3101;RALN;IR;0IR000;A23;1;0
V9774;RALN;IR;0IR000;A23;11;11
C568;RALN;IR;0IR000;A23;1;1
C3869;RALN;IR;0IR000;A23;3;3
C5532;RALN;IR;0IR000;A23;4;5
C5532;RALN;IR;0IR000;A30;2;2
C547;RALN;IR;0IR000;A24;1;0
C3937;RALN;IR;0IR000;A30;0;1
CS12612;RALN;IR;0IR000;A23;0;1
C4369;RALN;IR;0IR000;A23;1;0
P10790;RALN;IR;0IR000;A30;0;1
C286;RALN;IR;0IR000;A23;1;0
C408;RALN;IR;0IR000;A24;1;3
C8299;RALN;IR;0IR000;A30;1;0
P10790;RALN;IR;0IR000;A31;0;1
C4204;RALN;IR;0IR000;A23;3;3
C3477;RALN;IR;0IR000;A23;1;0
C3287;RALN;IR;0IR000;A23;5;10
R9197;RALN;IR;0IR000;A30;1;5
C3635;RALN;IR;0IR000;A30;1;0
C2378;RALN;IR;0IR000;A23;3;6
C7516;RALN;IR;0IR000;A23;3;0
C7884;RALN;IR;0IR000;A30;3;1
C12502;RALN;IR;0IR000;A23;0;1
C4533;RALN;IR;0IR000;A24;1;5
C7516;RALN;IR;0IR000;A24;1;2
R9197;RALN;IR;0IR000;A23;16;21
C3678;RALN;IR;0IR000;A24;1;0
C6426;RALN;IR;0IR000;A30;1;0
IP11847;RALN;IR;0IR000;A23;0;5
C4443;RALN;IR;0IR000;A24;1;0
C924;RALN;IR;0IR000;A23;8;10
UC11821;RALN;IR;0IR000;A23;1;0
C6258;RALN;IR;0IR000;A23;1;0
C5307;RALN;IR;0IR000;A23;0;1
R9197;RALN;IR;0IR000;A31;1;3
C6999;RALN;IR;0IR000;A30;1;2
C5512;RALN;IR;0IR000;A23;7;7
C6033;RALN;IR;0IR000;A23;1;1
C7550;RALN;IR;0IR000;A23;1;0
C5512;RALN;IR;0IR000;A24;1;0
C6999;RALN;IR;0IR000;A23;10;2
C735;RALN;IR;0IR000;A23;0;1
C3635;RALN;IR;0IR000;A23;1;1
C4818;RALN;IR;0IR000;A30;8;2
C6725;RALN;IR;0IR000;A24;3;2
C3706;RALN;IR;0IR000;A23;1;0
C6106;RALN;IR;0IR000;A23;0;1
C4533;RALN;IR;0IR000;A23;0;1
C4818;RALN;IR;0IR000;A23;367;302
C5152;RALN;IR;0IR000;A23;2;1
C5149;RALN;IR;0IR000;A30;1;0
C4007;RALN;IR;0IR000;A24;0;1
C3530;RALN;IR;0IR000;A23;0;1
C8225;RALN;IR;0IR000;A24;0;1
C5932;RALN;IR;0IR000;A24;0;1
C3317;RALN;IR;0IR000;A30;0;1
UC14140;RALN;IR;0IR000;A23;0;1
C3081;RALN;IR;0IR000;A30;1;0
N8931;RALN;IR;0IR000;A23;0;1
C4065;RALN;IR;0IR000;A23;0;1
C4809;RALN;IR;0IR000;A23;1;3
C5183;RALN;IR;0IR000;A23;2;5
C3535;RALN;IR;0IR000;A23;5;6
C560;RALN;IR;0IR000;A24;1;0
C5183;RALN;IR;0IR000;A24;0;1
C1630;RALN;IR;0IR000;A30;1;0
C4879;RALN;IR;0IR000;A23;0;1
C5170;RALN;IR;0IR000;A30;1;0
C2582;RALN;IR;0IR000;A24;4;3
C5732;RALN;IR;0IR000;A31;1;0
C3915;RALN;IR;0IR000;A31;0;1
C5773;RALN;IR;0IR000;A23;0;1
C7019;RALN;IR;0IR000;A23;2;0
C5732;RALN;IR;0IR000;A24;4;0
C5653;RALN;IR;0IR000;A31;0;1
C1701;RALN;IR;0IR000;A23;5;3
C5653;RALN;IR;0IR000;A30;1;0
C6844;RALN;IR;0IR000;A23;0;1
C7019;RALN;IR;0IR000;A30;1;0
C8279;RALN;IR;0IR000;A23;0;1
C3317;RALN;IR;0IR000;A23;1;3
C4818;RALN;IR;0IR000;A41;45;3
C7516;RALN;IR;0IR000;A30;2;0
ER12536;RALN;IR;0IR000;A23;15;21
C2815;RALN;IR;0IR000;A30;1;0
UC12397;RALN;IR;0IR000;A23;1;0
C7868;RALN;IR;0IR000;A23;1;3
C6549;RALN;IR;0IR000;A30;1;0
C6549;RALN;IR;0IR000;A23;1;0
C7558;RALN;IR;0IR000;A23;2;1
C4037;RALN;IR;0IR000;A23;1;0
C4325;RALN;IR;0IR000;A23;1;1
C6224;RALN;IR;0IR000;A23;0;1
C3151;RALN;IR;0IR000;A23;4;1
N10747;RALN;IR;0IR000;A23;0;2
C3885;RALN;IR;0IR000;A30;0;1
C7319;RALN;IR;0IR000;A30;0;1
C1120;RALN;IR;0IR000;A24;1;0
C4948;RALN;IR;0IR000;A23;1;0
C1120;RALN;IR;0IR000;A23;1;0
C6230;RALN;IR;0IR000;A24;0;1
C4495;RALN;IR;0IR000;A23;2;1
C1041;RALN;IR;0IR000;A23;0;3
C3224;RALN;IR;0IR000;A23;1;2
C7513;RALN;IR;0IR000;A24;1;0
P9108;RALN;IR;0IR000;A30;0;1
C2942;RALN;IR;0IR000;A23;0;1
UC10013;RALN;IR;0IR000;A23;0;1
C4851;RALN;IR;0IR000;A23;5;6
C1000;RALN;IR;0IR000;A24;1;0
C2198;RALN;IR;0IR000;A23;1;1
C5509;RALN;IR;0IR000;A23;0;1
C5561;RALN;IR;0IR000;A23;1;2
C12312;RALN;IR;0IR000;A23;1;1
D8341;RALN;IR;0IR000;A23;1;1
D8341;RALN;IR;0IR000;A30;0;1
IP12287;RALN;IR;0IR000;A30;0;1
C1524;RALN;IR;0IR000;A23;0;1
C6358;RALN;IR;0IR000;A23;2;2
C7884;RALN;IR;0IR000;A31;1;1
C668;RALN;IR;0IR000;A23;1;1
C3503;RALN;IR;0IR000;A23;1;3
C538;RALN;IR;0IR000;A23;1;1
C4421;RALN;IR;0IR000;A30;1;1
C441;RALN;IR;0IR000;A23;2;5
C3897;RALN;IR;0IR000;A30;0;1
C4842;RALN;IR;0IR000;A23;0;1
C7071;RALN;IR;0IR000;A23;7;10
C1365;RALN;IR;0IR000;A30;0;1
C1439;RALN;IR;0IR000;A23;0;2
C308;RALN;IR;0IR000;A23;0;2
C1672;RALN;IR;0IR000;A23;1;0
C3732;RALN;IR;0IR000;A23;1;0
C6426;RALN;IR;0IR000;A23;2;0
C5926;RALN;IR;0IR000;A23;1;0
CS10265;RALN;IR;0IR000;A23;1;2
P9105;RALN;IR;0IR000;A23;6;4
C5623;RALN;IR;0IR000;A23;1;0
C6140;RALN;IR;0IR000;A23;0;1
C4449;RALN;IR;0IR000;A23;0;1
C1960;RALN;IR;0IR000;A30;0;2
C7460;RALN;IR;0IR000;A23;0;2
P9105;RALN;IR;0IR000;A24;1;0
C6076;RALN;IR;0IR000;A23;0;1
C5973;RALN;IR;0IR000;A23;0;1
C1715;RALN;IR;0IR000;A23;0;2
UC12598;RALN;IR;0IR000;A23;1;0
C538;RALN;IR;0IR000;A30;1;0
C5245;RALN;IR;0IR000;A23;0;1
C1960;RALN;IR;0IR000;A23;0;1
C5512;RALN;IR;0IR000;A35;4;7
C2103;RALN;IR;0IR000;A30;1;0
C5187;RALN;IR;0IR000;A23;3;0
C6999;RALN;IR;0IR000;A24;2;0
C4108;RALN;IR;0IR000;A30;4;1
C4108;RALN;IR;0IR000;A24;2;0
C5696;RALN;IR;0IR000;A23;2;0
C703;RALN;IR;0IR000;A41;0;1
C5964;RALN;IR;0IR000;A23;0;4
C6966;RALN;IR;0IR000;A30;1;0
C2447;RALN;IR;0IR000;A30;1;0
C2021;RALN;IR;0IR000;A23;0;4
C2577;RALN;IR;0IR000;A30;0;1
C494;RALN;IR;0IR000;A23;0;1
C6214;RALN;IR;0IR000;A23;0;1
C3998;RALN;IR;0IR000;A23;0;1
C806;RALN;IR;0IR000;A41;0;4
C1758;RALN;IR;0IR000;A23;1;0
C6605;RALN;IR;0IR000;A23;1;3
C806;RALN;IR;0IR000;A30;0;1
C806;RALN;IR;0IR000;A23;7;4
C3665;RALN;IR;0IR000;A30;1;2
C4477;RALN;IR;0IR000;A23;1;0
C5094;RALN;IR;0IR000;A23;1;0
C3924;RALN;IR;0IR000;A30;4;6
C7217;RALN;IR;0IR000;A23;0;1
C6547;RALN;IR;0IR000;A23;4;0
C2447;RALN;IR;0IR000;A23;2;4
C3924;RALN;IR;0IR000;A23;6;24
C7943;RALN;IR;0IR000;A30;0;1
C4263;RALN;IR;0IR000;A30;0;1
C7943;RALN;IR;0IR000;A23;0;1
C2724;RALN;IR;0IR000;A23;1;0
C4539;RALN;IR;0IR000;A24;1;0
C597;RALN;IR;0IR000;A23;4;7
C3042;RALN;IR;0IR000;A29;8;12
C3665;RALN;IR;0IR000;A31;0;1
C253;RALN;IR;0IR000;A23;7;2
C1238;RALN;IR;0IR000;A23;1;0
C5904;RALN;IR;0IR000;A23;0;1
C6847;RALN;IR;0IR000;A23;1;1
C2445;RALN;IR;0IR000;A23;1;1
C6375;RALN;IR;0IR000;A23;1;2
C6202;RALN;IR;0IR000;A24;1;0
C5346;RALN;IR;0IR000;A23;3;3
C2917;RALN;IR;0IR000;A23;0;1
C3115;RALN;IR;0IR000;A23;10;32
C1533;RALN;IR;0IR000;A23;0;2
C6375;RALN;IR;0IR000;A30;1;0
CM9036;RALN;IR;0IR000;A23;8;2
C7498;RALN;IR;0IR000;A23;0;1
C5761;RALN;IR;0IR000;A24;0;1
C7498;RALN;IR;0IR000;A30;1;0
C1718;RALN;IR;0IR000;A30;0;1
IP10785;RALN;IR;0IR000;A23;1;5
C7925;RALN;IR;0IR000;A23;2;2
C5477;RALN;IR;0IR000;A23;1;6
C3945;RALN;IR;0IR000;A24;0;1
C7432;RALN;IR;0IR000;A24;3;2
C7764;RALN;IR;0IR000;A30;0;1
C1142;RALN;IR;0IR000;A23;0;1
C5477;RALN;IR;0IR000;A30;0;2
C2912;RALN;IR;0IR000;A23;1;0
C4162;RALN;IR;0IR000;A23;1;0
C2015;RALN;IR;0IR000;A24;0;3
C6130;RALN;IR;0IR000;A23;0;1
C3115;RALN;IR;0IR000;A30;5;5
C3042;RALN;IR;0IR000;A24;1;3
C2557;RALN;IR;0IR000;A23;0;1
C5272;RALN;IR;0IR000;A23;0;1
C5761;RALN;IR;0IR000;A23;13;16
ER12802;RALN;IR;0IR000;A23;2;1
C7764;RALN;IR;0IR000;A23;2;3
C4066;RALN;IR;0IR000;A23;0;1
C2956;RALN;IR;0IR000;A23;0;2
C1971;RALN;IR;0IR000;A24;2;0
C3435;RALN;IR;0IR000;A23;0;1
C6436;RALN;IR;0IR000;A23;5;0
C4818;RALN;IR;0IR000;A24;5;1
C6406;RALN;IR;0IR000;A23;18;22
C5077;RALN;IR;0IR000;A23;0;1
C3558;RALN;IR;0IR000;A23;3;3
C6396;RALN;IR;0IR000;A24;3;1
CS10168;RALN;IR;0IR000;A23;1;2
UC10148;RALN;IR;0IR000;A23;3;1
C3141;RALN;IR;0IR000;A23;1;0
N10837;RALN;IR;0IR000;A23;1;1
C3245;RALN;IR;0IR000;A23;5;5
C6433;RALN;IR;0IR000;A23;1;0
C4817;RALN;IR;0IR000;A23;0;1
C1701;RALN;IR;0IR000;A30;1;0
C3364;RALN;IR;0IR000;A23;1;0
C4258;RALN;IR;0IR000;A23;2;1
C8260;RALN;IR;0IR000;A24;1;0
C6966;RALN;IR;0IR000;A23;0;3
C823;RALN;IR;0IR000;A23;0;2
C3535;RALN;IR;0IR000;A24;1;0
C676;RALN;IR;0IR000;A23;1;2
C6029;RALN;IR;0IR000;A30;0;2
C7450;RALN;IR;0IR000;A23;0;1
C4342;RALN;IR;0IR000;A23;0;1
C1247;RALN;IR;0IR000;A30;1;0
C7715;RALN;IR;0IR000;A23;0;1
C3915;RALN;IR;0IR000;A23;0;1
R9197;RALN;IR;0IR000;A30;0;1
C5435;RALN;IR;0IR000;A23;1;3
C683;RALN;IR;0IR000;A23;1;1
C2724;RALN;IR;0IR000;A30;1;1
CM9098;RALN;IR;0IR000;A27;1;2
C4341;RALN;IR;0IR000;A23;0;1
C6344;RALN;IR;0IR000;A23;1;0
C2370;RALN;IR;0IR000;A23;0;1
C634;RALN;IR;0IR000;A23;1;1
C634;RALN;IR;0IR000;A24;1;0
C1304;RALN;IR;0IR000;A30;2;0
C1568;RALN;IR;0IR000;A23;0;2
C3729;RALN;IR;0IR000;A23;0;1
C8127;RALN;IR;0IR000;A23;0;3
C6406;RALN;IR;0IR000;A30;0;1
C4548;RALN;IR;0IR000;A24;1;0
C333;RALN;IR;0IR000;A23;3;0
C3238;RALN;IR;0IR000;A23;2;0
C878;RALN;IR;0IR000;A23;4;3
C1304;RALN;IR;0IR000;A24;1;1
C6417;RALN;IR;0IR000;A30;0;1
C6630;RALN;IR;0IR000;A30;0;1
C1430;RALN;IR;0IR000;A23;0;3
C2156;RALN;IR;0IR000;A23;0;1
C4971;RALN;IR;0IR000;A23;2;1
C6630;RALN;IR;0IR000;A23;4;5
C6630;RALN;IR;0IR000;A24;0;1
C1255;RALN;IR;0IR000;A23;2;1
C3665;RALN;IR;0IR000;A23;7;3
C3434;RALN;IR;0IR000;A24;0;1
C6571;RALN;IR;0IR000;A23;3;0
C3330;RALN;IR;0IR000;A23;0;1
C8304;RALN;IR;0IR000;A23;0;2
C1304;RALN;IR;0IR000;A23;2;1
R9197;RALN;IR;0IR000;A31;0;1
C4584;RALN;IR;0IR000;A24;1;2
UC12527;RALN;IR;0IR000;A23;0;1
C8266;RALN;IR;0IR000;A23;4;3
C3522;RALN;IR;0IR000;A30;3;1
C6774;RALN;IR;0IR000;A23;1;2
C3522;RALN;IR;0IR000;A23;13;20
V12403;RALN;IR;0IR000;A23;1;0
D8358;RALN;IR;0IR000;A23;0;2
C5643;RALN;IR;0IR000;A23;1;3
C8168;RALN;IR;0IR000;A30;0;1
C3390;RALN;IR;0IR000;A31;1;0
C3390;RALN;IR;0IR000;A24;1;0
C4950;RALN;IR;0IR000;A23;2;3
C7588;RALN;IR;0IR000;A23;0;1
C4643;RALN;IR;0IR000;A23;1;0
C3390;RALN;IR;0IR000;A23;3;6
C2849;RALN;IR;0IR000;A24;2;0
C7732;RALN;IR;0IR000;A23;1;1
CS9926;RALN;IR;0IR000;A23;0;1
C8168;RALN;IR;0IR000;A23;1;1
C1194;RALN;IR;0IR000;A23;2;1
C807;RALN;IR;0IR000;A35;1;0
C609;RALN;IR;0IR000;A23;2;3
C7349;RALN;IR;0IR000;A41;0;2
C8028;RALN;IR;0IR000;A23;2;0
C6833;RALN;IR;0IR000;A30;1;0
C807;RALN;IR;0IR000;A23;0;1
C380;RALN;IR;0IR000;A23;1;0
C6993;RALN;IR;0IR000;A23;8;3
C2849;RALN;IR;0IR000;A23;2;0
C6441;RALN;IR;0IR000;A23;1;0
C4779;RALN;IR;0IR000;A23;0;1
P9076;RALN;IR;0IR000;A23;13;19
C1641;RALN;IR;0IR000;A23;0;2
V9758;RALN;IR;0IR000;A24;0;1
C4798;RALN;IR;0IR000;A30;0;1
C1091;RALN;IR;0IR000;A23;0;1
C4643;RALN;IR;0IR000;A30;0;1
C7616;RALN;IR;0IR000;A23;1;2
C1878;RALN;IR;0IR000;A24;0;1
C3137;RALN;IR;0IR000;A24;1;0
C4320;RALN;IR;0IR000;A23;1;1
C6715;RALN;IR;0IR000;A23;0;4
C649;RALN;IR;0IR000;A24;2;1
P9118;RALN;IR;0IR000;A23;7;5
ER11898;RALN;IR;0IR000;A23;3;3
C6419;RALN;IR;0IR000;A41;0;1
C1465;RALN;IR;0IR000;A30;0;1
C6619;RALN;IR;0IR000;A23;1;1
C6973;RALN;IR;0IR000;A23;2;10
UC12804;RALN;IR;0IR000;A23;0;1
C4898;RALN;IR;0IR000;A23;1;0
C1556;RALN;IR;0IR000;A24;0;1
P9118;RALN;IR;0IR000;A29;1;1
C4059;RALN;IR;0IR000;A23;3;0
C2134;RALN;IR;0IR000;A24;0;1
V9714;RALN;IR;0IR000;A31;0;1
UC12430;RALN;IR;0IR000;A23;0;1
C5643;RALN;IR;0IR000;A30;0;2
C2768;RALN;IR;0IR000;A23;1;2
C6687;RALN;IR;0IR000;A23;1;3
V9714;RALN;IR;0IR000;A23;1;2
C5252;RALN;IR;0IR000;A23;1;2
C5252;RALN;IR;0IR000;A24;0;1
C1062;RALN;IR;0IR000;A30;1;0
P9072;RALN;IR;0IR000;A30;1;6
C7732;RALN;IR;0IR000;A24;0;2
C3703;RALN;IR;0IR000;A23;0;2
C1404;RALN;IR;0IR000;A23;0;1
C4950;RALN;IR;0IR000;A30;0;2
C699;RALN;IR;0IR000;A23;0;1
C6541;RALN;IR;0IR000;A23;0;2
C7597;RALN;IR;0IR000;A23;1;0
