ISTITUZIONE;CONTRATTO;CATEGORIA;STIPENDIO;RIA;TREDICESIMA;STRAORDINARIO;INDENNITA_FISSE;ALTRE_ACCESSORIE
C6641;RALN;OE;19164,5;0;1796;0;1370,5;1038,5
C3044;RALN;IR;21460,96;0;1780,82;300,34;1097,6;885,96
C3044;RALN;OP;18326,87;0;1296,54;111,48;488,52;64,88
C3044;RALN;EQ;23349;0;1934;0;8464,5;11054
C3044;RALN;OE;19243,21;0;1753,7;136,11;579,01;198,3
C5153;RALN;IR;21278,59;26,41;1733,04;1149,11;1352,81;166,78
C5153;RALN;EQ;22885;28,5;1994,5;688,5;7835,25;2062,75
C5153;RALN;OE;19251,71;0;2175,96;1005,64;761,75;81,13
C5153;RALN;FP;41779;0;3523;0;20076;13369
C5813;RALN;IR;21819,86;315;1981,29;1158;1656,43;3848,14
C5813;RALN;OE;19037,09;0;1617,9;469,26;1257,26;2534,58
C786;RALN;IR;21596,6;18,45;1843,32;229,06;1822,18;2884,29
C786;RALN;EQ;23479,69;18,11;2361,71;264,44;5352,51;3598,17
C786;RALN;OE;19393,98;6,55;1544,27;238,69;1219,95;2602,43
C786;RALN;FP;41779;0;6745;0;40417;26032
C2574;RALN;IR;21393,44;6,85;1871,85;929,65;768,75;1661,53
C2574;RALN;OP;18224;0;1692;0;481;1201
C2574;RALN;EQ;23211,85;80,39;2205,89;481,13;9327,32;1239,99
C2574;RALN;OE;19195,21;0;1767,3;395,07;589,59;1770,84
C2574;RALN;FP;41779;0;6169;0;48133;627
C806;RALN;IR;21394,6;65,28;1861,31;262,73;977,28;2917
C806;RALN;OP;18223,5;211,5;1652,5;0;484;1790,5
C806;RALN;EQ;23286,16;66,59;2527,26;160,21;6064,89;2534,02
C806;RALN;OE;19033,23;0;1693,56;45;559,08;2205,11
C806;RALN;DI;41779,33;21,33;6239,67;0;37341,67;625
C4336;RALN;IR;21419,4;118,76;1819,79;680,26;3249,83;0
C4336;RALN;OP;18306,98;0;1555,64;505,83;480,6;0
C4336;RALN;OE;19353,96;0;1540,95;143,04;568,88;0
C7144;RALN;IR;21548,98;0;1854,7;0;1014,36;2856,59
C7144;RALN;EQ;23506,4;0;2095,88;0;2098,98;1454,71
C7144;RALN;OE;19165,43;0;1756,98;0;565,04;2106,53
C5995;RALN;IR;21392,86;29,64;1823,85;612,29;757,95;2575,84
C5995;RALN;OP;18283,5;0;1554;831,75;472,5;6628,5
C5995;RALN;EQ;23212,34;138,47;2266,23;218,44;5779,31;2281,1
C5995;RALN;OE;19034,52;29,54;1619,98;492,22;567,89;1672,21
C3014;RALN;IR;21726,68;286,99;2148,48;681,31;4088,29;2092,74
C3014;RALN;EQ;23212;0;2432;0;7085;5134
C3014;RALN;OE;19323,6;0;1715,4;523,8;1296;2983,8
C8255;RALN;IR;21592,19;56,93;2124,84;272,37;4070,23;1628,37
C8255;RALN;OP;18554,86;0;1039,43;1,14;390,86;1569,71
C8255;RALN;EQ;23360,16;0;2383,68;638,88;12417,6;810,24
C8255;RALN;OE;19056,75;0;1656,36;337,78;597,16;1993,03
C8255;RALN;FP;41083;0;4452;0;8089;5321
C6418;RALN;IR;21790,56;43,76;1975,95;1398,41;1524,51;3347,14
C6418;RALN;OP;18513,71;66,29;1654,29;441,71;480,86;1885,14
C6418;RALN;EQ;23213;0;2451;803;10707;1672
C6418;RALN;OE;19348;0;1777,33;0;571,33;1466,67
C3378;RALN;IR;21654,21;5,74;1864,17;172,76;925,08;3791,33
C3378;RALN;EQ;23349,2;0;2594,24;86,83;7265,74;1187,88
C3378;RALN;OE;19034,59;9,73;1648,22;706,38;564;4236,65
C3378;RALN;FP;41779;0;5248;0;20567;1979
C6622;RALN;IR;21744,12;215,99;1902,36;951,76;1592,75;3250,37
C6622;RALN;OP;18632;387;1725;1415;487;2481
C2838;RALN;IR;21551,04;74,47;1821,15;289,07;1287;2017
C2838;RALN;EQ;23416,9;0;3742,04;267,67;14438,2;636,73
C2838;RALN;OE;19257,14;0;1796,29;453,43;620,29;1013,14
C3742;RALN;IR;20408,29;109,78;2123,11;0;3078,92;3506,08
C3742;RALN;OP;18197,59;0;1552,92;0;463,18;312,68
C3742;RALN;EQ;23176;79,06;2578,59;0;6817,65;7273,18
C3742;RALN;OE;17125,96;2,17;1661,24;454,72;561,47;1335,09
C6152;RALN;IR;21392,37;0;1882,21;0;1759,17;2178,27
C6152;RALN;EQ;23212,5;0;2768,5;0;12388;931
C6152;RALN;OE;19035;0;1731;0;1313;1050
C7706;RALN;IR;22048,99;36,91;1981,69;143,76;826;4024,75
C7706;RALN;EQ;24651,42;114,07;2296,7;366,35;8248,65;2591,11
C7706;RALN;OE;19721,91;16,34;1790,43;607,22;577,78;3389,98
C6682;RALN;IR;21729,74;314,82;2244,16;371,84;2236,03;5269,05
C6682;RALN;OP;18403,47;0;1720;111,47;565,87;2286,67
C6682;RALN;EQ;23392,41;11,39;3065,16;125,62;10474,94;4064,81
C6682;RALN;OE;19175,01;0;1781,05;75,95;673,95;2833,95
C6682;RALN;FP;41779;0;4765;0;33751;12704
C6243;RALN;IR;21606,64;4,91;1933,33;125,26;1307,94;5546,41
C6243;RALN;EQ;24026,7;23,4;2228,3;139,59;10935,36;1038,89
C6243;RALN;OE;19625,35;102,46;1807,57;436,06;1236,55;2689,66
C6243;RALN;FP;41779;0;5700;0;47012;10926
C2173;RALN;IR;21393;48,75;2282,5;0;3857,75;4542,5
C7723;RALN;IR;21746,61;0;2012;1096;2963,13;2090,43
C7723;RALN;EQ;23272,67;820;2848;1829,33;8333,33;2340
C7723;RALN;OE;19370;0;1733,67;328,33;591,67;4464
C2057;RALN;IR;21392,83;21,33;2075,5;334;869,17;2290,5
C2057;RALN;OP;18223,5;55,25;1625,75;581,25;477,25;448
C2057;RALN;EQ;23064,62;0;3270,86;0;14560,83;2107,64
C2057;RALN;OE;19034,5;56,5;1770,5;90;575,5;1167
C840;RALN;IR;21602,54;5,81;1783,18;0;2318,27;1957,11
C840;RALN;OP;18339,93;0;1533,07;0;489,95;957,72
C840;RALN;EQ;23662,11;18,03;1938,76;0;10170,47;1279,97
C840;RALN;OE;19251,25;68,4;1594,21;548,31;589,81;1467,01
C840;RALN;FP;41779;0;3506;0;16292;33255
C6314;RALN;IR;21393;0;1897,2;1124;1146;2682
C6314;RALN;OP;18204;0;1614;34,67;476;1846,67
C6314;RALN;EQ;23344,4;60,95;2537,35;407,29;7023,56;2040,95
C6314;RALN;OE;19167,87;276,83;1783,32;1094,54;559,01;2540,47
C3646;RALN;IR;21756,91;5,89;1832,48;1382,45;1408,21;2493,48
C3646;RALN;OP;18543,82;0;1546,69;1012,03;422,9;1721,47
C3646;RALN;OE;19001,06;0,96;1583,11;1209,71;463,02;1368,97
C3881;RALN;IR;21336,47;83,28;1853,94;116,81;5740,66;1256,73
C2396;RALN;IR;22146,76;0;1880,5;380,11;657,35;2486,41
C2396;RALN;EQ;24809,17;31,67;2628,17;210,5;4455,5;3721,67
C2396;RALN;OE;20082;0;1790;0;577;1929
C4296;RALN;IR;21785,02;0;1951,81;0;1787,44;3331,53
C4296;RALN;EQ;23869,03;0;2253,6;0;8099,8;1390,45
C4296;RALN;OE;19327;0;1717,5;0;1304,25;1927,5
C3297;RALN;IR;21395,39;0;1915,9;601,78;1049,33;4668,95
C3297;RALN;EQ;23212,5;115;2171;209,5;6750;1381,5
C3297;RALN;OE;19298,27;0;1717,28;208,33;562,53;1088,06
C5084;RALN;IR;21350,96;0;1854,81;308,65;657,69;4824,04
C7506;RALN;IR;21384,07;0;2519,21;0;10740,39;2313,4
C5351;RALN;IR;21392,73;157,71;2197,71;0;4728,94;4590,55
C5351;RALN;OE;19034,9;122,07;1654,76;0;852;222,21
C8228;RALN;IR;21658,03;0;1783,73;300;867,17;2069,59
C8228;RALN;EQ;23910,86;34,29;1936,18;403,07;6463,93;2579,04
C8228;RALN;OE;19370,45;18,95;1586,97;222,92;595,91;1579,86
C4697;RALN;IR;21392,8;116,8;1998,8;1119,6;665,6;1779,2
C4697;RALN;EQ;23212,33;74;2870;65,33;9976;868,67
C4697;RALN;OE;19294;0;1714,33;853,67;570,33;1834,67
C475;RALN;IR;21393;0;1309,71;0;8079;1331,14
C475;RALN;OE;19030,5;0;1827,33;0;1651,49;2505,35
C7747;RALN;IR;21750,01;16,96;1939,62;231,01;657,24;1512,77
C7747;RALN;OP;18705,73;0;1654,65;43,44;473,75;1390,69
C7747;RALN;EQ;24124,04;35,13;2504,72;443,32;4091,82;1498,08
C7747;RALN;OE;19445,18;11,97;1718,84;276,57;574,97;2122,95
C7747;RALN;DI;41779;0;6268;0;41028;626,5
C6250;RALN;IR;21614,3;29,84;1892,19;930,43;1037,28;2757,16
C6250;RALN;EQ;23630,11;27,21;2366,15;450,39;3969,35;2394,03
C6250;RALN;OE;19412,95;52,09;1766,65;683,01;593,46;2444,58
C6250;RALN;FP;41779;0;6878;0;38569;25911
C2293;RALN;IR;21588,08;0;1931,57;396,29;1093,87;2760,32
C2293;RALN;EQ;23212,25;16,59;2527,91;508,53;5155,5;1254,26
C2293;RALN;OE;19279,07;27,73;1846,13;212,8;578,4;673,47
C2293;RALN;RU;23212;0;2836;0;22660;5835
PA148;RALN;IR;21381,12;3,23;1967,57;0;676,73;5849,35
PA148;RALN;EQ;23323,73;434,53;2546,53;34,13;2056,93;6700,8
PA148;RALN;OE;19034,71;0;1901,76;45,29;1324,12;4896,47
PA148;RALN;DI;41779;0;5821,5;0;34471;627
C5783;RALN;IR;21393,14;0;1898,29;0;656,57;5084
C5783;RALN;EQ;23212;0;3488;0;30358;4309
C5783;RALN;OE;19207,67;0;1838;72,33;594,33;3971,33
C5783;RALN;RU;23212;0;3204;0;33508;2150
C4181;RALN;IR;21408,26;0;1829,12;0;1110,28;4156,04
C4181;RALN;EQ;23489,25;0;3035,25;0;14775,75;3292,5
C4181;RALN;OE;19294;0;1706;0;565,5;3960
C353;RALN;IR;21504,94;0;1860,52;607,57;976,54;2956,02
C353;RALN;EQ;24270;0;3004,68;0;10289,85;3893,27
C353;RALN;OE;19294;0;1706;121;563;1870
UC8801;RALN;IR;21393;0;1818;0;652;9328
UC8801;RALN;EQ;23161,77;0;2579,37;0;9844,04;8716,8
C2861;RALN;IR;21393,58;36,77;1968,5;243,61;661,07;2878,72
C2861;RALN;OP;18224;0;1692;0;482;2124
C2861;RALN;EQ;23441,42;37,4;2741,33;438,07;6399,85;2769,31
C2861;RALN;OE;19092,22;3,11;1713,89;160,44;570,78;4470,67
C6040;RALN;IR;21393,06;0;1806,28;360,06;2231,13;2489,72
C6040;RALN;EQ;23211,95;88,31;2148,05;0;15122,08;414,03
C6040;RALN;OE;19034,99;0;1693,38;288,59;649,05;3332,86
C6123;RALN;IR;21393,19;13,65;1945,27;204,39;855,36;2257,5
C6123;RALN;EQ;23213,16;8,83;2115;0;1454,36;1101,32
C6123;RALN;OE;19071,08;9,17;1729,59;170,85;574,04;2200,52
C6123;RALN;FP;41779;0;6953;0;43559;10780
C2146;RALN;IR;21588,07;0;2006,17;0;1532,1;2583,54
C2146;RALN;EQ;23215,09;0;2102,41;0;15353,45;5366,77
C2146;RALN;OE;19250,3;0;1639,08;0;605,33;2325,76
C2146;RALN;FP;41371;0;5146;0;26077;4648
C8115;RALN;IR;21392;0;1918,56;310,77;1040,41;1783,59
C8115;RALN;EQ;23258;38,17;2237,33;217,67;4350,33;4547
C8115;RALN;OE;19035;0;1618;190;562;4091
C6443;RALN;IR;21398,34;28,76;1875,43;299,96;1688,57;1818,09
C6443;RALN;EQ;23273,71;50,13;2579,21;206,25;8630,58;5005,48
C6443;RALN;OE;19080,95;6,45;1764,74;638,86;1258,39;1826,92
C6443;RALN;FP;41779;0;5984;0;36887;1627
C7085;RALN;IR;21101,65;0;1905,41;0;2280,47;2639,06
C7085;RALN;EQ;26799,79;0;2871,79;0;5926,74;985,26
C7085;RALN;OE;20593,25;0;1840;367,23;564,82;3323,86
C4887;RALN;IR;21621,09;20,76;1778,72;357,63;1131,64;782,02
C4887;RALN;EQ;23212,32;13,37;2026,15;231,46;2559,63;1570,29
C4887;RALN;OE;19197,04;0;1825,15;491,01;565,48;0
C4887;RALN;DI;41779;0;3481;0;40625;0
C4887;RALN;FP;41779;0;3482;0;59815;0
C4887;RALN;RU;23212;0;1934;0;0;0
C7155;RALN;IR;21444,09;41,76;1962,37;480,99;1988,73;2107,65
C7155;RALN;EQ;23212,29;0;2556,43;324;7869,86;1420,71
C7155;RALN;OE;19034,67;52;1709;0;570,33;3134,67
C428;RALN;IR;21404,79;0;1792,98;1788,17;1075,37;3194,74
C428;RALN;OP;18223,5;17,5;1533;2203,5;484,5;2593
C428;RALN;EQ;23147,76;0;1914,86;1304,82;14452,16;2474,69
C428;RALN;OE;19138,4;7,1;1597,1;1848,3;595,2;1742,6
C428;RALN;RU;23340,3;0;1947,84;458,92;6224,8;1883,25
C2876;RALN;IR;21241,48;54,78;1931,41;485,53;952,47;1117,46
C2876;RALN;EQ;23199,22;61,44;2276,98;861,41;2135,89;2218,02
C2876;RALN;OE;19134,6;38,22;1796,97;550,02;575,06;1310,37
C2876;RALN;DI;41779;0;5468,5;0;28731;626,5
C2876;RALN;FP;41779;0;8366;0;69752;627
C2876;RALN;RU;23212,57;0;2870,29;0;7034,29;348
C3776;RALN;IR;21405,45;48,9;2040,58;717,43;1680,41;1833,07
C3776;RALN;EQ;23286,87;49,2;3022,01;85,65;11825,82;1238,85
C3776;RALN;OE;19159,25;34,16;1792,31;603,51;589,64;1687
C3776;RALN;FP;41779;0;4806;0;29480;1811
C7763;RALN;IR;21706,27;32,56;1936,72;474,01;1158,01;2251,62
C7763;RALN;EQ;23666,28;51,11;2281,69;347,4;1891,07;2487,07
C7763;RALN;OE;19151,06;16,14;1705,54;295,35;573,66;1910,44
C7763;RALN;DI;41779;0;6402,5;0;53133;626,5
C7763;RALN;FP;41645;0;6197;0;41681;18050
C1660;RALN;IR;21393;0;1533;0;4853;0
C2812;RALN;IR;21374,09;19,46;1787,26;685,85;1082,76;2088,36
C2812;RALN;EQ;23212,2;10;3030,4;108,2;6158,4;1589
C2812;RALN;OE;19256,14;46,59;1811,72;416,11;575,26;1882,32
C2812;RALN;FP;41779;0;5654;0;24748;614
C3117;RALN;IR;21395,77;24,79;2382,29;0;5862,47;2498,57
C3117;RALN;EQ;24048;0;2947;0;14778;5981
C3117;RALN;OE;19294;0;1810;0;605,5;3169,5
C4894;RALN;IR;21391,38;2,9;1822,97;108,88;1025,28;3015,26
C4894;RALN;EQ;22868,97;0;3161,38;39,21;11708,77;2139,9
C4894;RALN;OE;19109,81;0;1755,59;230,64;571,77;1648,19
C5730;RALN;IR;21567,5;15,5;2041,5;104,5;2313,25;5705,75
C5730;RALN;OP;18224;0;1554;0;1134;1280
C5730;RALN;EQ;23516,67;0;2879;0;11016,67;4716,33
C5730;RALN;OE;19321,45;56,5;1802,37;0;1238,85;2601,98
C4966;RALN;IR;21393,01;29,65;1926,78;466,45;1130,84;3362,11
C4966;RALN;EQ;23289,32;1,85;2750,77;343,38;7021,02;3313,75
C4966;RALN;OE;19063,68;33,73;1728,73;382,74;573,95;2335,65
C4966;RALN;FP;41779;0;6889;0;40259;5171
N8802;RALN;IR;21393;0;2096;328;677;7785
N8802;RALN;EQ;23516;44;2569,45;487,82;10927,45;2551,64
C3246;RALN;IR;22437,56;70,93;1818,49;1013,06;1205,68;1394,49
C3246;RALN;OP;18224;0;1531;70;473;65
C3246;RALN;EQ;24436,64;160,36;2535,71;306,93;5710,57;3140,57
C3246;RALN;OE;19353,5;125,3;1718,2;493,1;772,7;517,3
C3246;RALN;FP;41779;0;6558;0;36917;6859
C3872;RALN;IR;22196,26;41,82;1892,48;732,09;1092,11;2236,25
C3872;RALN;EQ;25625,95;35;2378,56;781,14;3267,47;1834,93
C3872;RALN;OE;20213,92;43,08;1720,26;556,06;565,05;1685,03
C3872;RALN;DI;41779,33;0;6738;0;49607,67;626,67
C4395;RALN;IR;21393;0;1910;0;662;8618
C4395;RALN;EQ;23630;66;3077,5;0;11979;406,5
C4395;RALN;OE;19264,94;0;1647,26;199,39;568,9;1517,38
C1728;RALN;IR;21875,29;56,01;1974,1;171,09;1245,51;2983,29
C1728;RALN;OP;18632;106;1701;0;487;524
C1728;RALN;EQ;24127,77;0,44;2249,41;78,31;6966,13;3001,02
C1728;RALN;OE;19476,33;103,01;1772,61;16,08;571,5;1339,32
C1728;RALN;FP;41779;0;4529;0;32619;627
C1576;RALN;IR;21737,17;23,41;1923,94;663,85;866,99;1902,74
C1576;RALN;OP;18633,5;0;1684,92;42,39;393,77;360,05
C1576;RALN;EQ;23895,7;37,17;2370,32;579,44;4291,82;1675,91
C1576;RALN;OE;19583,16;62,01;1805,04;804,07;497,57;1648,4
C1576;RALN;FP;41779;0;4765;0;29322;19718
C3525;RALN;IR;21820,33;17,63;1960,24;758,95;2143,79;6867,01
C3525;RALN;OP;18393,11;0;1606,63;363,08;1114,97;3377,94
C3525;RALN;EQ;24377,79;37,33;3341,7;4,22;16304,88;4622,52
C3525;RALN;OE;19384,64;47;1735,55;1382,73;1392,45;4284,45
C3525;RALN;FP;41779;0;6567;0;47540;15407
C6581;RALN;IR;21403,95;0;1907,95;502,96;1772,78;5707,45
C6581;RALN;EQ;23251,41;73,86;2824,44;297,94;9616,9;4929,42
C6581;RALN;OE;19217,14;52,53;1763,78;385,71;1338,8;3969,95
C6581;RALN;FP;41779;0;5521;0;32207;6259
PA90;RALN;IR;21393,36;0;1898,74;0;1440,22;10421,72
PA90;RALN;EQ;23212,25;0;2458;0;6248,5;8801,5
PA90;RALN;OE;19207,33;214,67;1868,67;0;605,33;10703,33
PA90;RALN;DI;41779;0;8268;0;92024;627
C6353;RALN;IR;21579,22;7,41;1861,39;0;1679,12;313,69
C6353;RALN;OP;18644,33;0;1545,96;0;485,8;0
C6353;RALN;OE;19171,28;0;1596,81;0;565,43;0
C6353;RALN;FP;41779;0;5237;0;20442;2450
C4035;RALN;IR;21578,46;24,46;1737,72;411,62;2580,9;1496,15
C4035;RALN;EQ;23648,67;94,26;2039,47;621,12;2201,15;4338,33
C4035;RALN;OE;19300,49;22,22;1596,46;168,31;1219,59;1047,41
C4035;RALN;FP;41779;0;6805;0;40058;3399
C2112;RALN;IR;21425,82;44,65;1870,62;249,7;838,94;2574,62
C2112;RALN;EQ;23353,06;0;2418,71;297,06;6534,82;2389,29
C2112;RALN;OE;19191,46;25,97;1705,47;144,59;563,02;3017,63
C2112;RALN;FP;41779;0;6824;0;19656;24845
C2112;RALN;RU;23212,24;0;2746,24;7,06;8325,88;4521,88
C2783;RALN;IR;21392,64;0;1984,8;0;1267,68;2049,12
C2783;RALN;EQ;23382,31;36,2;2594,03;0;7031,59;1402,58
C2783;RALN;OE;19208,23;0;1777,54;0;612,23;1547,37
C2657;RALN;IR;21373,05;17,12;1952,88;365,73;656,76;1545,77
C2657;RALN;EQ;23211,95;365,61;3106,31;120,16;10568,99;4621,85
C2657;RALN;OE;19182,99;0;1726,45;881,25;572,67;1756,25
C4441;RALN;IR;21784;0;1910;500;659;3592
C4441;RALN;OE;19034;0;1618;19;567;3509
C4623;RALN;IR;21741,43;11,36;1907,94;255,34;1919,49;3209,58
C4623;RALN;EQ;23847,06;36,3;2573,74;41,66;6407,55;4484,5
C4623;RALN;OE;19419,65;7,06;1634,47;338,71;1187,41;1614,12
C4623;RALN;FP;41779;0;5521;0;32247;5539
C8217;RALN;IR;21481,17;1,81;1733,99;118,51;1074,69;2386,08
C8217;RALN;EQ;23326,9;0;2405,35;1,23;7270,35;1883,25
C8217;RALN;OE;19153,11;0;1722,68;399,51;570,16;1919,06
C2028;RALN;IR;21392;0;1968;0;646;2634
C2028;RALN;OP;18500,72;0;1604,11;1035,56;481,4;2647,07
C2028;RALN;EQ;23486;0;3144;0;16830;10640
C2028;RALN;OE;19305,96;0;1677,8;157,74;623,71;1750,88
C4094;RALN;IR;21389,37;20,19;1820,52;155,15;873,33;2244,26
C4094;RALN;EQ;23291,32;1,6;2283,17;169,97;3118,91;2924,09
C4094;RALN;OE;19086,4;93,6;1716,2;66;568;1272
C4094;RALN;DI;41794,74;0;4812,52;11,51;17774,72;801,5
C7780;RALN;IR;21393;0;1849,5;782,5;655;4477,5
C7780;RALN;EQ;23212,25;182,5;3185,5;943,25;14849,25;5937
C7780;RALN;OE;19034,6;5;1629;605,6;566,4;3457,8
C7780;RALN;FP;42411;0;5372;0;24979;11584
C5920;RALN;IR;22378,19;38,06;1902,7;0;2231,51;1198,43
C5920;RALN;OP;18370;0;1620;0;551;2561
C5920;RALN;OE;19100,25;0;1593,75;0;631,5;2984,25
C3319;RALN;IR;21181,8;26,03;1917,02;327,49;3042,34;3426,59
C3319;RALN;EQ;23053,83;17,29;2306,64;287,39;10925,29;1799,8
C3319;RALN;OE;19217,14;0;1659;561,43;1322,57;2422,71
C3918;RALN;IR;21421,89;0;1785,74;0;757,3;348,27
C3918;RALN;EQ;23212;92,33;1942;0;8957,67;394,67
C3918;RALN;OE;19294;0;1587,67;98;582,67;1619,33
C7182;RALN;IR;21785,43;24,23;1988,15;128,83;1230,34;4612,75
C7182;RALN;EQ;24116,25;10,75;2735;93,25;7088;2392,75
C7182;RALN;OE;19467,8;8,35;1738,33;111,19;571,59;3009,42
C1858;RALN;IR;21265,49;0;1825,08;350,9;1386,12;2983,45
C1858;RALN;OP;18205,69;0;1556,81;130,5;479,81;899,63
C1858;RALN;EQ;23212,57;324,57;2551,43;573,14;7532,57;364,57
C1858;RALN;OE;18741;0;1644,55;293,45;568,09;1026,82
C218;RALN;IR;21422,29;0;1829,1;646,69;970,3;2588,58
C218;RALN;EQ;23210,77;0;2506,06;255,99;7147,51;3427,73
C218;RALN;OE;19205,51;0;1674,83;946,7;556,58;3665,65
C1976;RALN;IR;21452,94;118,59;1954,35;667,18;942,12;2767,82
C1976;RALN;EQ;23584,75;33,63;2826,25;65,25;10048;1748,75
C1976;RALN;OE;18899,32;33,28;1779,79;283,68;576,79;2727,82
C1976;RALN;FP;41779;0;5299;0;27647;6715
C2071;RALN;IR;21495,23;40,55;1991,67;383,95;1553,03;4216,45
C2071;RALN;OP;18245,04;16,74;1627,2;620,64;472,03;1752,68
C2071;RALN;EQ;23345,54;9,66;2741,78;257,33;6742,69;3415,25
C2071;RALN;OE;19071,83;45,43;1768,35;925,67;568,01;2291,92
C2071;RALN;FP;42406;0;5245;0;27307;0
C4723;RALN;IR;21747,57;28,03;1881,69;394,11;1112,08;3961,78
C4723;RALN;EQ;23222,86;149,14;2954;133,43;12497,43;6077,71
C2154;RALN;IR;21435,67;0;1909,84;47,72;1016,47;2167,91
C2154;RALN;EQ;23212,5;318,5;3579;0;17393,5;2550
C2154;RALN;OE;19246,69;0;1742,68;98;593,53;1262,87
C4668;RALN;IR;21354,38;17,25;1802,25;531,07;2020,65;3095,95
C4668;RALN;OP;18220,53;13,05;1663,85;901,76;1129,17;1117,7
C4668;RALN;EQ;23329,92;28,8;2421,43;661,52;1897,89;2682,59
C4668;RALN;OE;19180,37;17,9;1757,1;370,3;1221,04;1314,6
C4668;RALN;DI;41779,26;0;6130,42;0;33697,26;232,42
C4668;RALN;FP;41779;0;7430;0;51503;0
C2274;RALN;IR;21437,18;11,75;1907,48;315,2;1210,37;2426,04
C2274;RALN;OP;18223,5;0;1605,5;9,5;478;1952
C2274;RALN;EQ;23601,21;109,86;2107,14;61,34;5921,28;1191,31
C2274;RALN;OE;19187,41;51,72;1663,55;588,15;601,18;2523,64
C2521;RALN;IR;21333,77;0;2122,11;0;4829,15;1864,37
C2521;RALN;OP;18202,18;0;1550,69;104,99;462,11;490,22
C7894;RALN;IR;21674,37;19,21;1953,46;601,92;973,18;3584,62
C7894;RALN;OP;18411,5;0;1599,25;345,25;481,5;1467,75
C7894;RALN;EQ;23439,44;30,79;2640,19;93,95;4403,07;2568
C7894;RALN;OE;19359,9;43,95;1747,28;286,73;571,35;1891,5
C7894;RALN;FP;41779;0;6889;0;23851;21582
C2234;RALN;IR;21393;0;1956,5;1535,5;660;3507
C2234;RALN;EQ;23212;414;2385;364;7623;700
C1390;RALN;IR;21765,87;29,2;1912,71;840,6;1211,45;2458,47
C1390;RALN;OP;18630,6;0;1655,6;701;470;2174,4
C1390;RALN;EQ;23574,37;12,94;2418,43;644,27;4171,21;2636,43
C1390;RALN;OE;19364,26;20,4;1722,11;903,26;564,26;2072,59
C1390;RALN;DI;41779;0;6466,5;0;40737,5;625,5
C1390;RALN;FP;41779;0;6865;0;49356;627
C3257;RALN;IR;21613,07;44,3;1978,56;82,28;990,52;4211,83
C3257;RALN;EQ;23276,5;0;2208;38,5;23982,5;4946
C3257;RALN;OE;19391;272;1920;0;584;2174
C3257;RALN;FP;41779;0;5237;0;31875;2088
C543;RALN;IR;21875,11;0;1984,44;0;668;2060,44
C543;RALN;EQ;23767;40,25;2162,5;36,5;7803,75;1860,75
C543;RALN;OE;19449;0;1764;1237;633;1391
C2672;RALN;IR;21392,87;0;930,26;0;346,96;805,57
C2672;RALN;EQ;23211,69;0;1785,23;0;18597,23;0
C2672;RALN;OE;19034;0;793;0;583,5;0
C3413;RALN;IR;21393,75;0;2030,25;1055,25;3992,25;2011,5
C3413;RALN;EQ;23551,58;126,95;2657,05;740,21;12621,47;646,11
C3413;RALN;OE;19303,12;232,12;1806,37;922,87;597;4249,12
C5416;RALN;IR;21423,9;0;1860,99;361,99;1039,8;1912,66
C5416;RALN;EQ;23590,64;234,11;3201,51;22,19;11655,4;2105,66
C5416;RALN;OE;19343,61;0;1853,71;492,29;603,73;2302,92
C2601;RALN;IR;21567,7;7,67;1894,34;634,93;970,54;3179,8
C2601;RALN;OP;18299,69;0;1639,62;282,08;483,33;1588,68
C2601;RALN;EQ;23625,09;34,33;2711,55;476,16;6725,07;2635,39
C2601;RALN;OE;19317;0;1764,31;931,54;596,69;1969
C2601;RALN;FP;41779;0;6581;0;48146;8050
C5725;RALN;IR;21599,86;28,26;1886,22;665,02;744,38;1859,31
C5725;RALN;EQ;23321,7;0;2412,47;682,09;5646,93;1831,07
C5725;RALN;OE;19653,44;29,43;1830,77;211,88;591,36;1355,93
C3706;RALN;IR;21421,54;315,18;1899,75;349,67;1904,99;58,34
C3706;RALN;OP;18221,31;299,64;1640,16;324,19;1181,39;46,43
C3706;RALN;EQ;23371,85;799,61;2326,61;252,54;2765,12;62,78
C3706;RALN;OE;19081,13;214,16;1699,69;365,96;1249,49;81,37
C3706;RALN;DI;41779,33;0;5479,67;0;35507,33;663,33
C3706;RALN;FP;41779;0;4996;0;2018;0
C788;RALN;IR;21609,33;0;1892;367,33;1081,33;980,67
C788;RALN;OE;19540;0;1790;203;576,5;1275,5
C4388;RALN;IR;23904,24;59,53;2150,35;179,06;781,88;5128
C4388;RALN;EQ;24820,56;0;2599,1;33,18;6732,19;2182,87
C4388;RALN;OE;21969,33;0;2044;960,33;677;4545
C4388;RALN;FP;41779;0;5248;0;20567;10966
C8021;RALN;IR;21437,73;936,87;1872,09;2424,67;1261,4;1322,25
C8021;RALN;OP;18237;0;1531,33;643,67;480,33;1634,67
C8021;RALN;EQ;23653,45;17,82;1977,82;1448,36;10280;543,27
C3362;RALN;IR;21341,01;14,47;1841,2;54,07;776,55;4181,41
C3362;RALN;OP;18224;0;1601;0;493;2189
C3362;RALN;EQ;23301,06;6,03;2019,42;27,67;8306,57;1949,92
C3362;RALN;OE;19034,8;93,2;1682,2;33,4;605,4;3653,2
C3362;RALN;FP;41779;0;3482;0;21805;0
C6639;RALN;IR;21820;0;2007;0;666;2193
C6639;RALN;EQ;23676;624;2554;0;8513;432
C6706;RALN;IR;21392,86;0;1893,14;866,57;1013,14;2084,57
