ISTITUZIONE;CONTRATTO;CATEGORIA;STIPENDIO;RIA;TREDICESIMA;STRAORDINARIO;INDENNITA_FISSE;ALTRE_ACCESSORIE
C6706;RALN;EQ;23212;110,4;2876,8;127,2;11364,4;401,6
C6706;RALN;OE;19244,93;0;1722,73;856,17;562,66;2105,89
C2987;RALN;IR;21394,27;151,72;2192,87;0;4116,19;6514,09
C2987;RALN;OP;18220,18;0;1553,37;0;475,4;137,11
C2987;RALN;OE;19121;0;1894,33;0;1880,33;347,33
C2987;RALN;FP;41779;0;5354;0;9843;12623
C3514;RALN;IR;21393;0;2370,5;0;6485,5;1677
C341;RALN;IR;21568,8;0;2100,4;436,8;660;1805,2
C341;RALN;EQ;23953,6;110,13;3068,53;191,2;12421,33;1751,2
C341;RALN;OE;19593;171;1824;397;598,5;3177
C341;RALN;FP;41779;0;5819;0;21409;8023
C1399;RALN;IR;21394,47;130,61;1879,38;0;763,82;953,36
C1399;RALN;OP;18273,07;34,85;1514,89;0;456,81;186,27
C1399;RALN;EQ;23212,35;784,93;2794,67;0;13122,49;1097,68
C1399;RALN;OE;19154,57;321,29;1746,43;0;469,57;307,86
C1399;RALN;FP;42069;0;4209;0;18307;627
C585;RALN;IR;21401,29;18,23;1950,09;508,13;1144,25;3750,1
C585;RALN;EQ;23539,57;20,84;2537,54;386,92;3562;3577,27
C585;RALN;OE;19207,17;2,79;1807,42;584,6;598,68;2010,84
C585;RALN;DI;41446,85;0;6507,69;0;64311,69;1059,46
C585;RALN;FP;41779;0;7574;0;59646;627
C5499;RALN;IR;21393;0;1819;729;1433;1716
C5499;RALN;OE;19381;0;1859,33;832;1410,67;4676
C3408;RALN;IR;21708;384;2128;0;673;7408
C3408;RALN;EQ;23665,5;0;3297;0;13768,5;4799,5
C3408;RALN;OE;19249;0;1759;0;575;3300
C6510;RALN;IR;21710,53;0;1853,68;495;1611,32;757,11
C6510;RALN;EQ;23025;113;2596,25;559,75;7642;586,25
C6510;RALN;OE;19060;157,4;1731;216,2;569,4;861,4
C3577;RALN;IR;21393;0;1818;1294;666;7678
C7307;RALN;IR;21392,21;233,96;1739,6;791,68;669,66;3132,48
C7307;RALN;EQ;23364,99;0;2561,93;0;5787,75;2045,73
C2740;RALN;IR;21197,74;0;2129,48;2386,96;3217,04;4736,61
C2740;RALN;OP;18005,43;0;1599,21;470,86;479,52;1246,02
C2740;RALN;EQ;23636,89;0;2671,56;360;679,56;3044,44
C2740;RALN;OE;18675,25;0;1767,25;0;575,5;416,25
C8199;RALN;IR;21548,67;0;1866,67;548,88;1586,58;3026,84
C8199;RALN;EQ;23630;0;3178;150;16664,5;3411,5
C8199;RALN;OE;19035;0;1759;0;1305;1861
V9731;RALN;IR;24209,3;123,93;0;178,89;666,33;1175,09
V9731;RALN;EQ;32161,8;207,94;0;1384,76;2658,15;7042,92
R9194;RALN;IR;21769,61;52,55;1937,18;157,62;851,72;6182,53
R9194;RALN;OP;18538,87;56,89;1636,04;0;488,34;4384,45
R9194;RALN;EQ;24005,13;35,5;2490,94;121,73;5212,55;5665,82
R9194;RALN;OE;19716,11;87,51;1827,49;98,29;614,38;5469,52
R9194;RALN;DI;41779,2;19,07;6702,62;0;49513,44;1076,2
C7419;RALN;IR;21393;0;2253;0;7429,5;536,5
C7419;RALN;OE;19068,31;223,38;1819,69;0;579,08;733,54
C2725;RALN;IR;21194,12;0;2085,71;189,55;4029,68;3737,91
C2725;RALN;EQ;23130,62;0;2776,87;38,9;9009,2;3115,37
C4242;RALN;IR;21391,29;2,39;1973,66;252,05;1718,65;1474,04
C4242;RALN;OP;18204;0;1586;0;469;1939
C4242;RALN;EQ;23502,6;68,67;2814,36;160,6;8047,33;2557,46
C4242;RALN;OE;19136,2;0;1682,05;0;694,54;2527,9
C4242;RALN;FP;41779;0;6581;0;39543;13270
C454;RALN;IR;21393;0;1957;0;664,5;3220
C454;RALN;EQ;23212,4;68;2880,4;0;11628,4;2065,2
C454;RALN;OE;19034,4;0;1620,8;0;567,2;2705,6
C454;RALN;FP;41779;0;5958;0;38615;627
C3361;RALN;IR;21393,43;0;1956,5;365,11;1485,4;2622,63
C3361;RALN;OE;19294;0;1706;99;572;3288
C3361;RALN;FP;33423;0;3457;0;7555;5483
C5652;RALN;IR;21687,81;33,88;1910,28;231,22;949,77;1933,82
C5652;RALN;EQ;24166,46;76,57;2277,6;228,42;4558,83;1486,7
C5652;RALN;OE;19393,14;25,14;1729,39;8,08;586,61;1278,32
C3833;RALN;IR;21509,05;0;1942,85;277,63;874,91;2328,17
C3833;RALN;EQ;23327,33;0;2588,78;0;8027,89;1193,22
C3833;RALN;OE;18975,93;0;1716,82;0;554,43;1528,27
C3550;RALN;IR;21669,47;49,28;1941,06;576,27;1073,78;1940,96
C3550;RALN;EQ;23771,16;0;2310,27;539,98;2814,32;2386,55
C3550;RALN;OE;19835,61;0;1822,45;680,52;558,19;2662,45
C2949;RALN;IR;21393,97;34,73;2047,64;174,7;3377,87;4060,56
C2949;RALN;EQ;23570,14;0;2783,57;0;9385,29;2730,86
C2949;RALN;OE;19207,67;0;1705,67;0;1222;1515,67
C6759;RALN;IR;21857;179,6;1991;0;1040,7;6569,5
C6759;RALN;OP;18266,12;0;1567,76;0;480;9045,18
C6759;RALN;EQ;23558;0;2964,5;0;13033,75;1672,75
C6759;RALN;OE;19253,13;67,96;1591,61;0;561,14;2768,34
C6759;RALN;FP;41779;0;5863;0;27950;10982
C6925;RALN;IR;21392,57;0;2457,43;312,86;10248;360
C6925;RALN;OE;20131;0;1759;989;1292;307
P9049;RALN;IR;21380,32;32,46;1934,42;744,87;1907,02;3409,7
P9049;RALN;EQ;23310;64,72;2547,05;109,4;5124,67;3900,61
P9049;RALN;OE;19089,75;45,79;1740,62;591,88;1370,27;3799,92
P9049;RALN;DI;41779;14;6841;0;64177,5;733,5
C5051;RALN;IR;21857,09;0;2146;573,09;4138,55;7656,73
C5051;RALN;EQ;23959,67;0;3088,67;337,33;14361,67;2993
C5051;RALN;OE;19832,6;27,6;1891,6;61,6;1218,8;6097,8
C5760;RALN;IR;21392,68;0;2263,66;0;7986,89;2442,89
C5403;RALN;IR;21392,8;0;1997,6;0;1629,6;1855,2
C5403;RALN;EQ;23212,5;0;3162;0;13079;415,5
C5403;RALN;OE;19262,34;0;1720,68;104,2;574,83;3162,73
C6519;RALN;IR;21392,47;0;2397,18;1036,94;6465,18;6057,88
C6519;RALN;EQ;23212;0;3751;0;18037;784
C4367;RALN;IR;21393;0;1818;0;657;3073
C4367;RALN;OE;19035;0;1618;0;567;2239
C5955;RALN;IR;21390,78;4,4;1924,4;220,07;1562,25;2483,14
C5955;RALN;EQ;23385,41;28,06;2393,56;220,89;2828,15;2686,61
C5955;RALN;OE;19126,29;7,14;1704,95;90,86;609,69;1528,3
C5955;RALN;DI;41782,39;74,09;5778,28;0;36395,7;626,76
C5955;RALN;FP;41779;0;7553;0;61098;1517
C6829;RALN;IR;21392,59;1,46;1979,04;25,89;1470,09;5184,65
C6829;RALN;OP;18223,5;58;1682,5;0;480;2400
C6829;RALN;EQ;23388,32;0;3148,11;0;13807,89;6826,42
C6829;RALN;OE;19154,31;0;1770;0;587,77;2669,77
C5909;RALN;IR;21414,68;54,32;1975,33;447,72;662,53;3163,26
C5909;RALN;OP;18228;0;1574,77;132;478,15;2205,23
C5909;RALN;EQ;23617;0;2375;117,4;8585,2;1588,2
C5909;RALN;OE;19309,82;25,09;1629,09;617,21;582,79;2456,36
UC8803;RALN;IR;21393;0;2462;0;6146;2109
UC8803;RALN;EQ;23211,09;0;3590,44;0;10982,35;2409,91
C1377;RALN;IR;21663,35;40,99;1877,74;1280,49;823,63;4378,85
C1377;RALN;OP;18552,46;0;1622,51;325,96;480,44;3134,49
C1377;RALN;EQ;23439,45;65,82;2836;464,18;7815,64;4052
C1377;RALN;OE;19071,28;5,49;1723,91;1274,6;571,45;4171,06
C6145;RALN;IR;21391,89;31,52;2033,06;305,29;1769,56;5062,34
C6145;RALN;EQ;23212,33;0;2580,67;0;8441,33;2895
C6145;RALN;OE;19034,5;0;1774,5;87;626;2927
C4577;RALN;IR;23751,83;106,36;2143,1;96,67;1356,42;5641,5
C4577;RALN;OP;19617,24;0;1601,92;115,27;474,5;2473,57
C4577;RALN;EQ;26346,82;43,44;2209,34;0;1884,83;15199,65
C4577;RALN;OE;20918,08;44,9;1654,35;119,53;585,85;2614,17
C4577;RALN;DI;41779;0;3575,5;0;51463;624
C4577;RALN;FP;41779;0;3576;0;62009;4853
C4590;RALN;IR;21392,88;10,27;1919,59;370,33;1494,52;2959,8
C4590;RALN;EQ;23128,84;0;2266,92;364,93;3748,98;5192,18
C4590;RALN;OE;19294,09;194,25;1808,35;623,62;1302,91;2713,15
C4590;RALN;RU;23212,17;0;3523,3;27,13;25954,43;7280,35
C632;RALN;IR;21391,2;51,61;2019,94;1233,24;667,84;7479,18
C1973;RALN;IR;21392,83;452;2474,17;0;6372,83;6914,67
C578;RALN;IR;21752,4;12,6;1941,6;159,6;1146;2128,2
C578;RALN;EQ;23663,35;8,52;2343,46;67,76;4799,73;1850,86
C4543;RALN;IR;21392,43;43,69;2008,09;1905,8;1489,41;7883,12
C4543;RALN;OP;18223,67;0;1667,33;808;475,17;5852,5
C4543;RALN;EQ;23420,13;66,2;2707,45;699,48;10238,61;4361,72
C4543;RALN;OE;19163,77;28,67;1821,35;1131,61;601,84;6150,38
C4543;RALN;FP;41779;0;6878;0;47968;15622
C4564;RALN;IR;21626,63;9,13;1894,12;754,39;1960,77;2440,93
C4564;RALN;OP;18457,5;0;1632;0;1149;1009
C4564;RALN;EQ;23940,84;12,89;2579;93,67;7365,32;2495,85
C4564;RALN;OE;19510,45;0;1771,5;1420,81;1220,83;1546,05
C4564;RALN;FP;41995;0;6017;0;29586;13745
P9040;RALN;IR;21419,6;340,26;2071,39;1412,21;1817,02;6782,4
P9040;RALN;OP;18223,6;42,1;1681,8;884,3;1397,8;4779,3
P9040;RALN;EQ;23454,5;184,16;2729,76;540,4;7835,84;7004,13
P9040;RALN;OE;19035,06;1282,9;1955,28;1459,6;1262,25;5564,51
P9040;RALN;DI;42340,19;0;6750,86;0;35541,33;17372,19
P9040;RALN;FP;41779;0;9129;0;79303;627
C6618;RALN;IR;21625,41;11,12;1898,38;375,37;778,5;1734,68
C6618;RALN;EQ;23401,52;0;2489,79;262,14;10395,94;1637,92
C6618;RALN;OE;19294;0;1706;490;572;175
C3233;RALN;IR;21483,92;0;1784,47;529,95;1602,88;2654,65
C3233;RALN;OP;18253,5;0;1563,5;180;1133;945
C3233;RALN;EQ;23357,4;0;2459,43;339,86;11226,61;3721,94
C3233;RALN;OE;19135,18;0;1691,21;1026,39;1328,16;1919,16
CM9036;RALN;IR;21917,25;503,21;1967,78;921,59;1825,49;5511,72
CM9036;RALN;OP;18584;159,8;1650,2;2028,2;1161,2;3614,6
CM9036;RALN;EQ;24853,28;303,11;2607,81;640,46;4436,48;7867,13
CM9036;RALN;OE;19814,57;588,46;1870,99;977,35;1312,52;4190,25
CM9036;RALN;DI;41779,18;51,25;6181,68;0;49548,9;8328,45
CM9036;RALN;FP;41779;0;10449;0;99504;627
V9732;RALN;IR;21284,42;118,28;1942,58;523,24;651,6;6044,91
V9732;RALN;EQ;23375,23;175,57;2818,32;545,48;5580,92;5438,41
V9732;RALN;OE;19378,55;268,41;1776,62;702,22;615,27;9857,78
V9732;RALN;DI;41779;0;9041,67;0;97103,67;679
C2943;RALN;IR;21393,28;2,29;1913,69;576,3;851,71;5075,96
C2943;RALN;EQ;23360,27;0;2860,33;73,98;10249,09;662,86
C2943;RALN;OE;19136,11;0;1723,08;193,27;579,36;2355,49
C263;RALN;IR;21384,29;3,89;1896,6;365,4;1276,67;2787,47
C263;RALN;EQ;23427,67;51,56;2617,5;215,61;5540,34;2301,32
C263;RALN;OE;19147,85;0;1795,86;435,87;576,17;1734,09
C7932;RALN;IR;21393;0;1950;73,5;664;3507
C7932;RALN;EQ;23212,34;25,79;2119,91;51,32;6201,7;2549,11
C7932;RALN;OE;19164,5;0;1706;140;583,5;2566
C4644;RALN;IR;21527,5;0;1864;108,5;1565,5;2861
C4644;RALN;EQ;24031,33;42,67;2236,33;128,67;1368,33;7696,67
C4644;RALN;OE;19383,71;0;1718;391,14;560,57;1311,43
C2086;RALN;IR;21392,8;0;1891,6;221,6;1972,8;2568,8
C2086;RALN;EQ;23206,76;211,13;3027,44;200,99;14806,76;1310,34
C2086;RALN;OE;19229,25;0;1762;91,25;1354,25;2433,75
C417;RALN;IR;21806,52;75,53;1965,17;1141,38;944,46;3054,68
C417;RALN;OP;18345;0;1594,67;241,67;479;1635,33
C417;RALN;EQ;23567,36;0;2445,44;532,16;4967,04;3829,76
C417;RALN;OE;19373,01;8,38;1734,62;2032,8;575,17;3006,68
C417;RALN;FP;41779;0;6878;0;48992;30021
C1597;RALN;IR;21418,37;542,01;2011,58;0;558,58;4233,14
C1597;RALN;OP;18250,02;29,9;1569,26;0;381,51;1117,5
C1597;RALN;EQ;23407,5;1904,5;3954,5;0;16812;4437
C1597;RALN;OE;19184,3;262,85;1734,89;0;472,56;2350,23
C1084;RALN;IR;21392,46;224,51;2010,02;3021,57;3650,56;3567,12
C1084;RALN;OP;18418,98;0;1680,82;0;480,82;1585,29
C1084;RALN;EQ;23212,62;0;2893,85;0;16806,46;1593,23
C1084;RALN;OE;19245,5;0;1761,48;199,76;568,22;4047,64
C1084;RALN;FP;41779;0;3481;0;16543;5471
C4343;RALN;IR;21422,24;75,9;1882,77;278,89;1100,16;3361,02
C4343;RALN;OP;18219,39;69,58;1602,47;277,73;452,08;1805,85
C4343;RALN;EQ;23366,13;40,23;2361,56;161,52;4789,42;3591,21
C4343;RALN;OE;19090,07;21,12;1671,55;308,37;554,28;1995,92
C1566;RALN;IR;21588;0;2023,67;0;976,33;329
C1566;RALN;OP;18313;0;1684;1737;487;271
C1566;RALN;EQ;23346;0;3778;0;13246;11590
C1566;RALN;OE;19090,13;179,47;2204,27;261,87;556,53;289,07
C6386;RALN;IR;21393;0;1860;0;659;328
C6386;RALN;EQ;23212;141;2078;0;20337;1272
C6386;RALN;OE;19035;0;1644;0;569;355
C2658;RALN;IR;21571,97;240,88;0;0;730,95;2802,86
C2658;RALN;EQ;23613,12;0;0;0;11718,24;2045,28
C2658;RALN;OE;19347,04;0;0;0;573,05;3304,64
UC9887;RALN;IR;21393;0;2097,6;876,6;5675,1;4380,9
UC9887;RALN;EQ;23630;0;3151,5;0;24198,5;6246
UC9887;RALN;OE;19035;0;1759;732;1326;2113
C2165;RALN;IR;21537,96;109,29;1805,42;157,25;1635,35;1796,55
C2165;RALN;OP;18569,89;0;1566,53;511,05;705,26;838,95
C2165;RALN;EQ;23246,15;0;1926,97;257,64;12002,67;1195,49
C2165;RALN;OE;19259,77;61,38;1678,15;513,85;1235,62;816,92
C2165;RALN;FP;41779;0;5793;0;28542;2887
C1613;RALN;IR;21399,08;38,91;1884,44;373,94;1583,52;1507,49
C1613;RALN;EQ;23237,49;0;2920,92;493,2;13607,66;4287,26
C1613;RALN;OE;19216,53;0;1760,98;156,64;1344,44;725,47
C1613;RALN;FP;41779;0;5781;0;34345;34198
C6042;RALN;IR;21393,12;284,4;1946,64;97,44;967,2;4976,88
C6042;RALN;EQ;23212;278,67;2124,33;140;10107;5321
C8278;RALN;IR;21665,3;2,21;1908,64;61,7;892,15;1613,01
C8278;RALN;OP;18369;0;1603;10;480;1423,5
C8278;RALN;EQ;24595,91;0;2075,18;100,36;14918,45;2156,45
C8278;RALN;OE;19421,7;0;1642,22;0;581,94;1633,43
C8278;RALN;FP;41779;0;5237;0;16642;18950
C3947;RALN;IR;21391,96;13,19;1728,24;545,65;2140,87;2212,06
C3947;RALN;EQ;23213,02;0;3105,04;515,86;10933,82;1780,57
C3947;RALN;OE;19145,71;0;1692,57;776,29;590,86;3655,71
C3947;RALN;FP;41779;0;6531;0;39893;2383
C7527;RALN;IR;21396,34;0;1836,85;191,84;649,79;6995,78
C7527;RALN;EQ;23212;0;3411;145;18352;398
C7527;RALN;OE;19294;0;1794;70;632;3245
C1499;RALN;IR;21600,27;0;1862,14;1396,98;860,62;6564,27
C1499;RALN;EQ;24880,86;0;4119,57;1070,27;28713,08;1385,51
C1499;RALN;OE;19649,48;34,25;1813,72;1651,67;608,01;5379,03
C1529;RALN;IR;21611,51;100,5;1840,11;971,4;1327,18;5092,55
C1529;RALN;OP;18632;121;1703;0;487;2501
C1529;RALN;OE;18943,63;184,88;1753,66;1042,24;581,27;4094,99
C1529;RALN;FP;41779;0;4827;0;20350;22293
C1500;RALN;IR;21392,01;0;1876,48;260,5;1406,48;2045,6
C1500;RALN;OE;19207,33;0;1688,67;268;603,33;1058
C3931;RALN;IR;21789,39;0;1980,97;84,76;648,15;2938,02
C3931;RALN;EQ;24193;87,75;2970,75;0;9020,75;1499
C3931;RALN;OE;19515,5;0;1781,5;1469,5;567,5;2309,5
C5338;RALN;IR;21672,3;0;1844,16;85,89;809,99;2586,82
C5338;RALN;EQ;25534,5;149,88;2586,75;138,63;6321,63;3527,25
C5338;RALN;OE;18293,6;0;1688,4;0;526,4;2028,4
C3879;RALN;IR;21396,1;6,04;1837,28;341,56;944,8;2469,18
C3879;RALN;OP;18436,36;0;847,09;178,91;463,09;1601,45
C3879;RALN;EQ;23528,2;0;3397,03;253,77;11360,86;1365,71
C3879;RALN;OE;19112,21;69,33;1681,23;634,26;577,23;1625,23
C1998;RALN;IR;21577,98;0;1685,32;295,41;646,79;3979,36
C1998;RALN;OP;18454,67;0;1631;129,33;463;1761,33
C1998;RALN;EQ;23489,45;0;2178;418,36;2282,18;3993,27
C1998;RALN;OE;19375,35;0;1732,69;585,84;574,3;1755,59
C1641;RALN;IR;21391,92;35,14;1958,51;223,06;1439,69;651,44
C1641;RALN;EQ;23217,02;89,16;2800,94;0;10180,67;1532,38
C1641;RALN;OE;19138,4;0;1702,2;163,4;1299;586,2
C8188;RALN;IR;21790,19;233,92;2170,27;3526,4;662,03;1489,48
C8188;RALN;EQ;23515,43;657,14;3130;1015,43;9661,14;2960,29
C8188;RALN;OE;18700,05;799,15;615,02;6237,51;465,1;1579,44
C3190;RALN;IR;21675,6;0;1597,29;327,56;1417,77;2995,03
C3190;RALN;OP;18466,45;0;1349,84;39,74;407,17;1191,86
P9112;RALN;IR;21408,35;24,74;1900,33;536,62;1462,05;5637,19
P9112;RALN;OP;18283,29;0;477,57;1658,14;527,14;3831,57
P9112;RALN;EQ;23634,54;41,91;2351,59;467,94;2786,95;8483,6
P9112;RALN;OE;19034,5;2337,25;2068,75;165;1565,5;3533
P9112;RALN;DI;41779;0;6512;0;35768,33;75187
P9112;RALN;FP;41779;0;7069;0;51531;627
C1534;RALN;IR;21550;0;2049;393;879;2471,5
C1534;RALN;EQ;23500;0;2621;41;20377;462
C1534;RALN;OE;19367;0;1731;237;568;1903
P9035;RALN;IR;21292,4;123,35;1986,76;150,56;879,99;7617,09
P9035;RALN;OP;18044,4;15,2;1344,4;36;487,2;4375,2
P9035;RALN;EQ;23192,22;258,12;2618,2;20,26;4538,69;10137,31
P9035;RALN;OE;18899,21;1522,11;1935,57;314,68;620,62;5711,88
P9035;RALN;DI;41779;0;7076;0;63383;627
P9035;RALN;FP;41779;268;7099;0;39423;56430
C1734;RALN;IR;21419,71;0;1891,62;334,18;1684,76;5275,17
C1734;RALN;OE;19294;0;1902;0;1449;2461
C1606;RALN;IR;21393;0;2096;123,5;5865;1170
C1606;RALN;EQ;23212;94;2359;0;9352;415
C1606;RALN;OE;19035;0;1770;55;1330;3105,5
C1620;RALN;IR;21897,95;0;1850,05;1460,21;2500,11;1200,63
C1620;RALN;EQ;24454,9;25,82;5896,74;4993,18;21205,64;2479,23
C1620;RALN;OE;19444,25;0;1486,25;962,83;566,14;929,32
C3727;RALN;IR;21418,42;0;1905,92;515,13;7067,76;2073,68
C6699;RALN;IR;21710,13;5,71;1568,93;671,42;1099,04;2909,97
C6699;RALN;OP;18374,35;0;1601,28;4,95;421,62;677,23
C6699;RALN;EQ;23741,53;0;2581,91;678,63;4879,94;3959,17
C6699;RALN;OE;19257,37;3,12;1694,91;345,93;557,4;1793,04
C6699;RALN;DI;41782,88;0;3764,95;0;55015,61;2450,23
C6699;RALN;FP;41779;0;6468;0;69820;627
C889;RALN;IR;21631,8;27,59;1909,89;120,49;883,57;4023,29
C889;RALN;EQ;23556,79;56,85;2234,56;473,51;10009,77;3133,18
C889;RALN;OE;19283,5;0;1718,5;71;572;2405,5
C889;RALN;FP;41779;0;4535;0;36468;2237
C4309;RALN;IR;21502,54;13,88;1862,53;520,92;1770,67;1767,91
C4309;RALN;OP;18512,37;61,86;1650,09;83,69;1010,31;1418,5
C4309;RALN;EQ;23642,89;23,62;2321,61;266,45;4156,09;3019,03
C4309;RALN;OE;19149,87;13,13;1662,32;362,63;1379,83;820,39
C4309;RALN;DI;41779,25;0;6350,94;0;34969,81;631,32
C4309;RALN;FP;41779;0;7908;0;73117;627
C3938;RALN;IR;22891,85;0;1547,31;0;1430,54;5689,62
C3938;RALN;EQ;25477,75;22,38;3024,75;0;8265,47;2782,8
C3938;RALN;OE;20223,88;108;1755,53;0;817,76;4468,24
C4740;RALN;IR;21390,52;10,75;1860,15;432,14;1025,61;2619,1
C4740;RALN;EQ;23212,74;28,8;2176,84;0;9189,45;678,65
C4740;RALN;OE;19044,97;541,08;1813,18;6,63;578,9;1492,28
C4740;RALN;FP;41779;0;3506;0;22775;0
C6467;RALN;IR;21352,23;0;2012,19;223,67;998,72;1893,98
C6467;RALN;EQ;23205,93;0;2502,28;0;9426,57;3286,18
C6467;RALN;OE;19294;0;1759;100;575;1108
P9054;RALN;IR;21570,5;1382,16;2056,85;706,04;786,21;1985,11
P9054;RALN;EQ;23427,85;616,06;3004,01;425,59;7464,89;3256,03
P9054;RALN;OE;19225,61;2115,95;1960,74;1206,13;640,38;2215,17
C3834;RALN;IR;21378,29;62,56;1943,05;844,39;1654,39;357,62
C3834;RALN;EQ;23212;0;3226,5;115,5;12761,5;406,5
C3834;RALN;OE;18995,81;171,86;1731,14;1086,23;1111,38;361,68
C3812;RALN;IR;21398,2;9,2;1909,4;434,63;1065,16;3354,63
C3812;RALN;OP;18224;0;1605;366;456;1020
C3812;RALN;EQ;23392;74,83;3153,17;54;9231,5;4682,67
C3812;RALN;OE;19164,5;0;1732;89,5;558;1581,5
C3812;RALN;RU;23212,5;0;2814,5;0;11814,5;6397,5
C3841;RALN;IR;21392,88;63,12;1980,22;0;989,63;3400,79
C3841;RALN;OP;18223,5;105;1636,5;0;483,25;1039
C3841;RALN;EQ;23212,36;213,09;3432,73;0;15045,82;7958,55
C3841;RALN;OE;19220,78;60,19;1810,68;0;584,31;1474,45
C3841;RALN;FP;41779;0;5759;0;34100;36831
C3698;RALN;IR;21786;16,42;1920,95;1859,05;661,26;1405,89
C3698;RALN;EQ;23751,85;0;2673,86;752,24;7399,9;1802,89
C3698;RALN;OE;19404,38;0;1744,29;1131,52;580,48;2160,67
C3751;RALN;IR;21809,99;55,32;1958,79;853,81;1137,24;4217,43
C3751;RALN;EQ;23931,39;123,49;2239,17;897,25;1042,44;4113,76
C3751;RALN;OE;19396,94;11,62;1736,74;230,16;568,94;2350,97
C3751;RALN;DI;41779;0;5337,5;0;26469,5;626,5
C3751;RALN;FP;41779;0;6600;0;41623;627
C5064;RALN;IR;21392,34;18,16;1932,77;179,25;901,51;1878,03
C5064;RALN;EQ;23319,31;72,93;2315,45;220,03;2406,6;1839,78
C5064;RALN;OE;19206,01;15,91;1781,07;266,43;589,36;2021,15
C5064;RALN;DI;41779;0;5861;0;38440;626,5
C5064;RALN;FP;41779;0;6513;0;44747;627
C5843;RALN;IR;21389,71;15,38;1908,69;472,13;1152,31;2990,06
C5843;RALN;OP;18223,5;65,5;1643,75;343,5;472,5;1798,25
C5843;RALN;EQ;23397,61;18,66;2305,8;528,8;1158,49;2990,4
C5843;RALN;OE;19156,36;37,14;1750,33;712,03;606,72;2080,82
C5843;RALN;DI;41879,43;15,28;3525,51;0;48738,79;2682,68
C5843;RALN;FP;41779;0;6093;0;63465;667
C7216;RALN;IR;21226,73;20,98;1881,92;330,81;648,96;1755,45
C7216;RALN;OP;18224;0;1632;0;478;1041
C7216;RALN;EQ;23099,93;0;2646,36;14,38;6389,8;3076,4
C7216;RALN;OE;19185,32;0;1773,86;185,99;597,79;1973,93
C3756;RALN;IR;21687,43;18,16;1834,95;762,39;1322,07;3518,12
C3756;RALN;EQ;23564,77;0;2633,77;207,54;5950,59;1876,11
C3756;RALN;OE;19384,41;34,63;1740,68;164,12;578,59;2229,88
C1263;RALN;IR;21392,31;80,36;1913,89;402,34;983,24;3134,97
C1263;RALN;EQ;23483,19;41,51;2910;349,46;10035,89;870,65
C1263;RALN;OE;19224,79;11,56;1822,07;544,76;590,83;2405,53
C1263;RALN;RU;17409;0;3079;0;13202;0
C4862;RALN;IR;21255,49;7,29;1766,3;473,56;933,53;3282,46
C4862;RALN;OP;18038,2;0;1496,61;270,99;466,07;1231,41
C4862;RALN;EQ;23866,67;0;2133,66;63,16;2972,34;1831,58
C4862;RALN;OE;19255,93;0;1587,1;332,23;583,49;2590,8
C4862;RALN;DI;41779;0;5203;0;32273;210
C4862;RALN;FP;41779;0;6090;0;47109;0
C357;RALN;IR;21331,5;161;2109;0;672,5;4918,5
C357;RALN;EQ;23195;511;2522;0;25909;675
C357;RALN;OE;19273;0;1731;0;606;1969
C3418;RALN;IR;21393;0;1864,5;0;651,5;1525
C3418;RALN;OE;19381;0;1789;0;577;2007
C6752;RALN;IR;21392,88;22,86;1918,48;1171,85;893,01;1675,34
C6752;RALN;OP;18215,59;0;1608,14;696,61;432,2;813,9
C6752;RALN;EQ;23212,36;30,81;2545,36;196,26;4819,43;2353,63
C6752;RALN;OE;19034,5;24,77;16266,89;958,25;450,8;789,79
C7451;RALN;IR;21961,4;18,49;1978,27;624,71;1298,48;3957,76
C7451;RALN;EQ;24319,92;130,12;2479,2;420,41;3843,92;3132,95
C7451;RALN;OE;19631,49;36,56;1788,5;1049,64;585,58;1906,99
C7451;RALN;DI;41779,25;0;7074,25;0;57687,5;4410,25
C7451;RALN;FP;41779;1005;7059;0;51713;627
C7654;RALN;IR;21393;0;2245;0;8480;4695
C7654;RALN;EQ;25420;128;3881;0;23615;744,5
C7654;RALN;OE;19380;0;1673;304;1308;3036
C1525;RALN;IR;21658,12;18,07;2138,88;0;3899,37;1587,25
C1525;RALN;EQ;23452,67;0;2808,17;0;12315,29;1162,58
C1525;RALN;OE;19414,89;18,25;1766,12;0;565,57;963,26
C7186;RALN;IR;21393;0;1965;0;655,33;347
C7186;RALN;EQ;23212;0;2066;0;11245;365
C7186;RALN;OE;19035;0;1759;0;575;375
C3089;RALN;IR;21705,29;106,29;1933,35;308,84;1530,95;2453,05
C3089;RALN;EQ;24298,03;137,31;2349,86;33,54;9726,83;2117,86
C3089;RALN;OE;19340,4;0;1722;0;1294,4;1768,4
C1429;RALN;IR;21725,61;35,96;1934,43;320,53;2064,21;9088,34
C1429;RALN;EQ;24034,57;0;3145,19;179,98;14240,55;1966,58
C1429;RALN;OE;19522,64;0;1784,13;386,12;1394,54;4975,4
C6381;RALN;IR;21386,06;0;2289,48;0;5185,3;4359,95
C6381;RALN;OP;18316,57;0;1633,71;0;646,29;1342,29
C6381;RALN;EQ;23201;0;3489;0;14803;1178
C488;RALN;IR;7130,5;293;2143,5;0;5897;1116,5
C488;RALN;EQ;23212;0;3194;0;934;11733
C488;RALN;OE;12690;0;1804;0;777,67;2508,33
C488;RALN;FP;41779;0;4167;0;8488;0
