ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;PERSONALE_TEMPO_DETERMINATO_UOMINI;PERSONALE_TEMPO_DETERMINATO_DONNE;FORMAZIONE_LAVORO_UOMINI;FORMAZIONE_LAVORO_DONNE;INTERINALE_UOMINI;INTERINALE_DONNE;LAVORO_SOCIALMENTE_UTILE_UOMINI;LAVORO_SOCIALMENTE_UTILE_DONNE
C2416;RALN;ND;EQ;0;1;0;0;0;0;0;0
C2416;RALN;ND;OP;0;1;0;0;0;0;0;0
C2572;RALN;ND;EQ;0;1;0;0;0;0;0;0
C2572;RALN;ND;IR;0;1,45;0;0;0;0;0;0
C1039;RALN;ND;OE;0;0;0;0;0;2;0;0
C1039;RALN;ND;IR;0;0,17;0;0;0;2;0;0
C1039;RALN;ND;EQ;0;0;0;0;0;2;0;0
C5021;RALN;ND;EQ;1;0;0;0;0;0;0;0
C5021;RALN;ND;IR;0;2;0;0;0;0;0;0
C6239;RALN;ND;EQ;0;0,78;0;0;0;0;0;0
C6239;RALN;ND;IR;0;2,12;0;0;0;0;0;0
C452;RALN;ND;EQ;0;0;0;0;0,25;0,27;0;0
CM9084;RALN;ND;EQ;2,26;2,83;0;0;0;0;0;0
C8296;RALN;ND;EQ;0,96;0;0;0;0;0;0;0
C8296;RALN;ND;IR;0,82;0;0;0;0;0;0;0
C8281;RALN;ND;PC;0;0;0;0;0;0,17;0;0
C8281;RALN;ND;OE;0,07;0;0;0;0,21;0;0;0
Q9161;UNIV;ND;CD;2,2;5,5;0;0;0;0;0;0
Q9161;UNIV;ND;RC;26,07;28,73;0;0;0;0;0;0
C3742;RALN;ND;EQ;0,5;0,7;0;0;0;0;0;0
UC11086;RALN;ND;IR;1;2;0;0;0;0;0;0
UC11086;RALN;ND;EQ;2;3;0;0;0;0;0;0
C2325;RALN;ND;IR;0,08;0;0;0;0;0;0;0
P9070;RALN;ND;IR;0;2,16;0;0;0;2,87;0;0
C1856;RALN;ND;EQ;1;2;0;0;0;0;0;0
C2491;RALN;ND;OE;1;0;0;0;0;0;0;0
C2491;RALN;ND;OP;1;0;0;0;0;0;0;0
C2462;RALN;ND;OP;0,39;0,06;0;0;0;0;0;0
C2462;RALN;ND;IR;0;0,25;0,42;0;0;0;0;0
C1562;RALN;ND;PC;0;0;0;0;0;0;2;0
C5641;RALN;ND;IR;12;0;0;0;0;0;0;0
C3060;RALN;ND;IR;0,33;0;0;0;0;0;0;0
C3060;RALN;ND;EQ;0,16;0,33;0;0;0;1;0;0
C3060;RALN;ND;OP;0;0;0;0;0;0,7;0;0
C360;RALN;ND;OE;0;0,31;0;0;0;0;0;0
C5302;RALN;ND;OE;0,25;0;0;0;0;0;0;0
C5302;RALN;ND;IR;1,5;0,25;0;0;0;0;0;0
C5302;RALN;ND;EQ;0,37;2;0;0;0;0;0;0
C5153;RALN;ND;EQ;0;7;0;0;0;0;0;0
AP10042;SSNA;ND;PF;5,8;6,8;0;0;0;0;0;0
AP10042;SSNA;ND;DT;0;1;0;0;0;0;0;0
AP10042;SSNA;ND;AT;10,34;4,99;0;0;0;0;0;0
C4722;RALN;ND;EQ;0;0,49;0;0;0;0;0;0
Q9168;UNIV;ND;CC;4,62;11,62;0;0;0;0;0;0
Q9168;UNIV;ND;RC;122;189,01;0;0;0;0;0;0
Q9168;UNIV;ND;PC;2,33;3,63;0;0;0;0;0;0
Q9168;UNIV;ND;AL;0,88;0;0;0;0;0;0;0
Q9168;UNIV;ND;CD;1,13;8,44;0;0;0;0;0;0
C1602;RALN;ND;OP;0;0;0;0;0;0;0,79;0,16
C6015;RALN;ND;EQ;1;0;0;0;0;0;0;0
C8233;REFR;SC;CB;0;0;0;0;0;1;0;0
C5040;RALN;ND;IR;1;0;0;0;0;0;0;0
UC10759;RALN;ND;EQ;0,5;0,45;0;0;0;0;0;0
UC10759;RALN;ND;IR;0;0,67;0;0;0;0;0;0
C5994;RALN;ND;EQ;0;0,03;0;0;0;0;0;0
C7653;RALN;ND;IR;0;0,66;0;0;0;0;0;0
C3141;RALN;ND;IR;6,92;5,58;0;0;0;0;0;0
C3141;RALN;ND;EQ;3,04;7,86;0;0;0;0;0;0
C7198;RALN;ND;IR;2;0;0;0;0;0;0;0
C8145;RALN;ND;IR;0,5;0;0;0;0;0;0;0
U10740;SSNA;ND;PF;48,5;105,88;0;0;0;0;0;0
U10740;SSNA;ND;AT;15,95;14,6;0;0;0;0;0;0
U10740;SSNA;ND;MD;10,29;13,53;0;0;0;0;0;0
U10740;SSNA;ND;DP;0,75;0;0;0;0;0;0;0
U10740;SSNA;ND;DA;0;0,58;0;0;0;0;0;0
U10740;SSNA;ND;PT;2,32;0,25;0;0;0;0;0;0
CS10707;RALN;ND;OP;0;0;0;0;0;2;0;0
C7351;RALN;ND;EQ;0,22;0,66;0;0;0;0;0;0
C7351;RALN;ND;OE;0,6;0,2;0;0;0;0;0;0
C7976;RALN;ND;EQ;0;0,04;0;0;0;0,36;0;0
C7976;RALN;ND;IR;0,5;0,5;0;0;0;0,17;0;0
C4922;RALN;ND;IR;1,1;0,46;0;0;0;0;0;0
C4922;RALN;ND;EQ;0,5;0;0;0;0;0;0;0
C4922;RALN;ND;OE;0,07;0;0;0;0;0;0;0
C2159;RALN;ND;IR;1,08;0,47;0;0;0;0;0;0
C2159;RALN;ND;OE;0,81;0,98;0;0;0;0;0;0
C2159;RALN;ND;EQ;0,5;0;0;0;0;0;0;0
C3554;RALN;ND;OE;0,14;0,04;0;0;0;0;0;0
C3554;RALN;ND;EQ;0,83;0,2;0;0;0;0;0;0
C3554;RALN;ND;OP;0,2;0;0;0;0;0;0;0
UC12255;RALN;ND;EQ;0;1,92;0;0;0;0;0;0
C7850;RALN;ND;EQ;0;0,42;0;0;0;0;0;0
C7850;RALN;ND;OP;0;0;0;0;0;0;2,18;0,35
C7850;RALN;ND;IR;0;9,25;0;0;0;0;0;0
C7850;RALN;ND;OE;0;1,14;0;0;0;0;0;0
C1232;RALN;ND;OE;2;0;0;0;0;0;0;0
C7357;RALN;ND;OE;0,66;0;0;0;0;0;0;0
C4620;RALN;ND;EQ;1,01;0;0;0;0;0;0;0
C4620;RALN;ND;IR;0,18;1;0;0;0;0;0;0
C7240;RALN;ND;IR;0;0,52;0;0;0;0;0;0
C7240;RALN;ND;EQ;0;0;0;0;0;0,08;0;0
C3860;RALN;ND;IR;0;0,03;0;0;0;0;0;0
C2614;RALN;ND;IR;0;0,2;0;0;0;0;0;0
C5131;RALN;ND;OE;0,83;0,13;0;0;0,94;0;0;0
C5131;RALN;ND;OP;0;0;0;0;0;0;61,23;3,63
C5131;RALN;ND;IR;11,24;78,1;0;0;0,74;0,81;0;0
C5131;RALN;ND;EQ;1,85;3,33;0;0;1,21;0;0;0
C3833;RALN;ND;OE;0;0,01;0;0;0;0,32;0;0
C8042;RALN;ND;OP;0;0;0;0;0;0;0,09;0
C1389;RALN;ND;PC;0,25;0;0;0;0;0;0;0
C1389;RALN;ND;EQ;0,99;8,05;0;0;0;0;0;0
C1530;RALN;ND;OE;10,03;3;0;0;0;0;0;0
C1530;RALN;ND;EQ;1,91;0;0;0;0;0;0;0
C1530;RALN;ND;IR;1;0;0;0;0;0;0;0
OL15069;EPNE;ME;AT;0;1;0;0;0;0;0;0
IP12287;RALN;ND;IR;0;4,11;0;0;2,89;7,16;0;0
IP12287;RALN;ND;EQ;0;1;0;0;6,31;19,78;0;0
IP12287;RALN;ND;OE;0;3,71;0;0;24,88;109,16;0;0
IP10991;PRTN;NF;CB;1,92;10,77;0;0;0;0;0;0
IP10991;PRTN;NF;CA;0,16;7,54;0;0;0;0;1,52;3,2
IP10991;PRTN;NF;CC;0;4,64;0;0;0;0;0;0
C1697;RALN;ND;EQ;1;0,79;0;0;0;0,96;0;0
C1697;RALN;ND;OE;0;1,27;0;0;0;0;0;0
C1697;RALN;ND;IR;0;0,78;0,84;0,7;0;1,72;0;0
IR8545;ERIC;ND;5L;0,87;6,94;0;0;0;0,94;0;0
IR8545;ERIC;ND;RC;731,06;786,12;0;0;0;0;0;0
IR8545;ERIC;ND;6L;10,71;8,54;0;0;0,8;0;0;0
IR8545;ERIC;ND;7L;0;0;0;0;3;5,4;0;0
IR8545;ERIC;ND;TC;51,95;46,92;0;0;0;0;0;0
IR8545;ERIC;ND;RI;85,56;75,03;0;0;0;0;0;0
C3404;RALN;ND;IR;0;1;0;0;0;0;0;0
C2439;RALN;ND;IR;2;0;0;0;0;1,08;0;0
N8877;RALN;ND;EQ;0;2,28;0;0;0;2;0;0
C7115;RALN;ND;IR;2;3;0;0;0;1;0;0
C4353;PRTN;NF;CC;0,33;3,42;0;0;0;0;0;0
C6110;RALN;ND;EQ;0,12;0;0;0;0;0;0;0
C6110;RALN;ND;IR;0,88;0,71;0;0;0;0;0;0
C5096;RALN;ND;IR;2,38;0,62;0;0;0;0;0;0
C5096;RALN;ND;OE;0;0,85;0;0;0;0;0;0
C5096;RALN;ND;EQ;1;1;0;0;0;0;0;0
C8057;RALN;ND;IR;0;0,35;0;0;0;0;0;0
C7747;RALN;ND;OE;0;0;0;0;0;0;2,09;0,26
C7747;RALN;ND;EQ;0,5;0;0;0;0;0;0;0
U9524;SSNA;ND;MD;4,93;10,96;0;0;0;0;0;0
U9524;SSNA;ND;BI;0,25;0,25;0;0;0;0;0;0
U9524;SSNA;ND;DT;0;1;0;0;0;0;0;0
U9524;SSNA;ND;DA;1;0;0;0;0;0;0;0
U9524;SSNA;ND;PT;0,05;0;0;0;0;0;0;0
U9524;SSNA;ND;EZ;0;0;0;0;6,51;2,33;0;0
U9524;SSNA;ND;OP;0;0,34;0;0;0,99;6,09;0;0
U9524;SSNA;ND;PF;4,51;12,44;0,31;0;17,04;86,54;0;0
U9524;SSNA;ND;AT;0;0;0;0;5,03;40,77;0;0
C6601;RALN;ND;IR;0;0;0;0;0,44;0;0,12;0,09
C6864;RALN;ND;OE;0;0;0;1,4;0;0;0;0
C6864;RALN;ND;IR;0;0,08;0;0;0;0;0;0
C1137;RALN;ND;EQ;0,11;0;0;0;0;0;0;0
C1137;RALN;ND;IR;0,34;0,34;0;0;0;0;0;0
Q9178;UNIV;ND;RC;101,82;63,84;0;0;0;0;0;0
Q9178;UNIV;ND;CC;1,39;9,7;0;0;0;0;0;0
Q9178;UNIV;ND;CD;2,11;2,34;0;0;0;0;0;0
Q9178;UNIV;ND;CE;0,13;0,75;0;0;0;0;0;0
CM9080;RALN;ND;EQ;1,66;0,45;0;0;0;0;18,58;2
C1970;RALN;ND;OE;0;0;0;0;0,33;0;0;0
C1818;RALN;ND;IR;0;0,17;0;0;0;0;0;0
C5525;RALN;ND;PC;0;0;0;0;0,2;0,24;0;0
C5525;RALN;ND;EQ;1,98;0,54;0;0;0;0;0;0
C5525;RALN;ND;IR;3,23;9,42;0;0;0;0;0;0
C5525;RALN;ND;OE;1,1;0;0;0;0;0;0;0
OL13025;EPNE;ME;AT;0;0;0;0;0;1;0;0
C2506;RALN;ND;OE;0;0;0;0;0;1;0;0
LS12197;LS13;NF;LI;115,61;112,57;0;0;0;0;0;0
P9034;RALN;ND;IR;0,01;0,03;0;0,83;0,25;2,52;0;0
P9034;RALN;ND;EQ;0,17;0,17;0;0;0;0;0;0
P9034;RALN;ND;OE;0;0;0;0;0,58;0,99;0;0
C7371;RALN;ND;EQ;1;0;0;0;0;0;0;0
C5032;RALN;ND;OP;0,58;0;0;0;0;0;0;0
C5032;RALN;ND;IR;0,49;4,07;0;0;0;0;0;0
C5032;RALN;ND;EQ;1,84;3,33;0;0;0;0;0;0
C5032;RALN;ND;OE;3;0,67;0;0;0;0;0;0
C7033;RALN;ND;EQ;0;0,34;0;0;0;0;0;0
OL13614;EPNE;ME;AT;0;0;0;0;0,17;0,76;0;0
C4000;RALN;ND;EQ;0,08;1;0;0;0;0;0;0
C4000;RALN;ND;IR;0,39;0;0;0;0;0;0;0
C2238;RALN;ND;EQ;0;0,17;0;0;0;0;0;0
C2238;RALN;ND;IR;0,39;0,42;0;0;0;0;0;0
C4681;RALN;ND;OE;1;0;0;0;0;0;0;0
C4681;RALN;ND;EQ;0;1,13;0;0;0;0;0;0
C565;RALN;ND;IR;0,08;0,41;0;0;0;0;0;0
C5251;RALN;ND;EQ;1;0,92;0;0;0;0;0;0
C1149;RALN;ND;EQ;0,44;0;0;0;0;0;0;0
C6609;RALN;ND;EQ;1;0;0;0;0;0;0;0
IP11013;PRTN;NF;CC;0;5,39;0;0;0;0;0;0
IP11013;PRTN;NF;CA;0,92;1,77;0;0;0;0;0;0
IP11013;PRTN;NF;CB;2,17;5,76;0;0;0;0;0;0
C6483;RALN;ND;EQ;0,68;0;0;0;0;0;0;0
C3395;RALN;ND;OP;0;0;0;0;0;0;11;0
C3395;RALN;ND;OE;0;0;0;0;0;0;2;0
C3395;RALN;ND;IR;3;1;0;0;0;0;0;0
V10375;REVA;NF;CD;1,65;0;0;0;0;0;0;0
V10375;REVA;NF;CC;0,25;2,7;0;0;0;0;0;0
V12896;RALN;ND;IR;0;0;0;0;0;0,08;0;0
C5798;RALN;ND;EQ;0,38;0;0;0;0;0;0;0
C7679;RALN;ND;IR;0,29;0,34;0;0;0;0;0;0
C3764;RALN;ND;EQ;1;0,77;0;0;0;0;0;0
C3764;RALN;ND;IR;0;0,38;0;0;0;0;0;0
C1424;RALN;ND;IR;0,33;0;0;0;0;0;0;0
C1424;RALN;ND;EQ;0,17;0;0;0;0;0;0;0
C903;RALN;ND;IR;0,17;0;0;0;0;0;0;0
C903;RALN;ND;EQ;0;1;0;0;0;0;0;0
CS11096;SSNA;ND;PC;0;0;0;0;2;4;0;0
C5427;RALN;ND;EQ;1;1;0;0;0;0;0;0
C4154;RALN;ND;IR;0,29;0,25;0;0;0;0;0;0
C4286;RALN;ND;IR;0;0,39;0;0;0;0;0;0
C3649;REVA;NF;PC;0;0;0;0;0,55;0;0;0
C2559;RALN;ND;EQ;0,66;0,33;0;0;0;0;0;0
C3207;RALN;ND;IR;0,44;0,52;0;0;0;0;0;0
CS10888;SSNA;ND;AT;0;0;0;0;0;6,92;0;0
CS10888;SSNA;ND;DA;1;0;0;0;0;0;0;0
CS10888;SSNA;ND;PF;0;0;0;0;1;3,25;0;0
C2459;RALN;ND;EQ;0,5;0;0;0;0;0;0;0
C6380;RALN;ND;OP;0,09;0;0;0;0;0;0;0
C6380;RALN;ND;EQ;0;0,33;0;0;0;0;0;0
C6380;RALN;ND;OE;0,41;0,15;0;0;0;0;0;0
C3443;REFR;SC;CC;0;2,87;0;0;0;0,09;0;0
C3443;REFR;SC;CD;0;0,63;0;0;0;0;0;0
C3443;REFR;SC;CB;2,89;2,24;0;0;0;0;0;0
C6451;REFR;SC;CC;0;2;0;0;0;1;0;0
C5320;RALN;ND;IR;0,51;0;0;0;0;0;0;0
C5320;RALN;ND;EQ;0,13;0;0;0;0;0;0;0
C12296;RALN;ND;IR;0;0,31;0;0;0;0;0;0
P10803;RALN;ND;OE;0;2;0;0;0;0;0;0
P10803;RALN;ND;EQ;1,13;1,4;0;0;0;0;0;0
P10803;RALN;ND;IR;0;0;0;0;0,83;0;0;0
C3236;RALN;ND;IR;1;0;0;0;0;0;0;0
AB12921;EPNE;ME;AT;0;0;0;0;5,33;4;0;0
U9480;SSNA;ND;MD;6,3;3,01;0;0;0;0;0;0
U9480;SSNA;ND;FM;0;0,19;0;0;0;0;0;0
U9480;SSNA;ND;PF;3,32;14,55;0;0;0,16;4,61;0;0
U9480;SSNA;ND;PL;0;5;0;0;0;0;0;0
U9480;SSNA;ND;PT;1;0;0;0;1;0;0;0
U9480;SSNA;ND;OP;0;0;0;0;0,98;0;0;0
U9480;SSNA;ND;AT;0;0;0;0;0;1,87;0;0
C1484;RALN;ND;IR;2;1;0;0;0;0;0;0
C8297;RALN;ND;IR;0,24;0,26;0;0;0;0;0;0
C6473;RALN;ND;EQ;1,19;1,67;0;0;0;0;0;0
C6473;RALN;ND;IR;0,43;0;0;0;0;0;0;0
C3375;RALN;ND;EQ;0;0,34;0;0;0;0;0;0
C3375;RALN;ND;IR;0;0,5;0;0;0;0;0;0
C1366;RALN;ND;OE;0;0;0;0;0;0;0,66;0
C2269;RALN;ND;IR;0,87;0;0;0;1;1;0;0
U10507;SSNA;ND;DA;1;0;0;0;0;0;0;0
U10507;SSNA;ND;AT;17,4;43,79;0;1;0;0;0;0
U10507;SSNA;ND;PT;38,44;51,2;0;0;0;0;0;0
U10507;SSNA;ND;PF;114,46;464,79;0;0;0;0;0;0
U10507;SSNA;ND;OP;33,78;88,39;0;0;0;0;0;0
U10507;SSNA;ND;MV;0,28;1,19;0;0;0;0;0;0
U10507;SSNA;ND;FM;1,15;3,36;0;0;0;0;0;0
U10507;SSNA;ND;EZ;0;0,76;0;0;0;0;0;0
U10507;SSNA;ND;BI;2,14;8,26;0;0;0;0;0;0
U10507;SSNA;ND;MD;192,43;211,16;0;0;0;0;0;0
U10507;SSNA;ND;DP;0;1,03;0;0;0;0;0;0
U10507;SSNA;ND;MO;0,2;0;0;0;0;0;0;0
U10507;SSNA;ND;FI;0,25;0,87;0;0;0;0;0;0
U10507;SSNA;ND;PL;2;15,73;0;0;0;0;0;0
C6214;RALN;ND;EQ;1,42;0;0;0;0;0;0;0
C6214;RALN;ND;OP;0;0;0;0;1,4;0;0;0
U12349;SSNA;ND;AT;0;0;0;0;6,43;10,61;0;0
U12349;SSNA;ND;PF;9,23;53,39;0;0,36;16,28;92,53;0;0
U12349;SSNA;ND;OP;7,91;29,22;0;0;16,11;108,16;0;0
U12349;SSNA;ND;PT;0;0;0;0;11,04;8,36;0;0
U12349;SSNA;ND;MD;15,69;12,65;0;0;0;0;0;0
U12349;SSNA;ND;FM;0;0,12;0;0;0;0;0;0
U12349;SSNA;ND;FI;0,58;0;0;0;0;0;0;0
U12349;SSNA;ND;DA;1;2;0;0;0;0;0;0
U12349;SSNA;ND;BI;0;1,66;0;0;0;0;0;0
U12349;SSNA;ND;DP;0;0;0;0;1;1;0;0
U12349;SSNA;ND;PL;0,42;5,74;0;0;0;0;0;0
C5428;RALN;ND;EQ;2;0;0;0;0;0;0;0
UC10145;RALN;ND;PC;9;4;0;0;0;0;0;0
C3196;RALN;ND;IR;0,48;0;0;0;0;0;0;0
UC10729;RALN;ND;EQ;1;1;0;0;0;0;0;0
OL13750;EPNE;ME;AT;0;0;0;0;1;1;0;0
U9426;SSNA;ND;PT;3;1;0;0;0;0;0;0
U9426;SSNA;ND;BI;0;0,92;0;0;0;0;0;0
U9426;SSNA;ND;PL;0,92;5,66;0;0;0;0;0;0
U9426;SSNA;ND;AT;0;2;0;0;0;0;0;0
U9426;SSNA;ND;PF;3,79;16,93;0;0;0;0;0;0
U9426;SSNA;ND;DA;1,11;0,92;0;0;0;0;0;0
U9426;SSNA;ND;MD;3;8,25;0;0;0;0;0;0
U9426;SSNA;ND;OP;12,19;16,36;0;0;0;0;0;0
C7267;RALN;ND;EQ;1;0;0;0;0;0;0;0
PU10752;SSNA;ND;BI;0,09;1,01;0;0;0;0;0;0
PU10752;SSNA;ND;AT;1,18;0;0;0;0;0;0;0
PU10752;SSNA;ND;MD;19,54;26,36;0;0;0;0;0;0
PU10752;SSNA;ND;PS;0,09;0;0;0;0;0;0;0
PU10752;SSNA;ND;DA;0,76;0,13;0;0;0;0;0;0
PU10752;SSNA;ND;FM;0;1,23;0;0;0;0;0;0
PU10752;SSNA;ND;DP;2,03;1,01;0;0;0;0;0;0
PU10752;SSNA;ND;PF;68,18;107,24;0;0;0;0;0;0
PU10752;SSNA;ND;OP;47,79;26,36;0;0;0;0;0;0
C3488;RALN;ND;EQ;1;0;0;0;0;0;0;0
C3488;RALN;ND;IR;2;1,92;0;0;0;0;0;0
C6356;RALN;ND;EQ;0;0,04;0;0;0;0;0;0
IP11048;PRTN;NF;CA;1,62;9,93;0;0;0;0;0;0,67
IP11048;PRTN;NF;CB;2,36;4,2;0;0;0;0;0;0
IP11048;PRTN;NF;CC;0;0,67;0;0;0;0;0;0
C5344;RALN;ND;OP;0;0;0;0;0,86;0;0,99;0
C5344;RALN;ND;OE;0;0;0;0;0;0,47;0;0
IP12332;RALN;ND;OE;0;0;0;0;1;2;0;0
IP12332;RALN;ND;OP;0;0;0;0;1;0;0;0
J8630;SSNA;ND;PT;2,64;3,88;0;0;0;0;0;0
J8630;SSNA;ND;OP;6,85;7,94;0;0;0;0;0;0
J8630;SSNA;ND;MD;4,13;5,34;0;0;0;0;0;0
J8630;SSNA;ND;BI;0;2;0;0;0;0;0;0
J8630;SSNA;ND;PF;11,96;19,43;0;0;0;0;0;0
C3866;RALN;ND;OE;0;1;0;0;0;0;0;0
C7343;RALN;ND;IR;0,17;0;0;0;0;0;0;0
C923;RALN;ND;OE;0;0;0;0;0;0;1,66;3,8
C923;RALN;ND;IR;0;0;0;0;0;0;0,55;3,8
C923;RALN;ND;EQ;0,29;0;0;0;0;0;0;0
C3119;RALN;ND;IR;1,37;1;0;0;0;0;0;0
C7089;RALN;ND;EQ;0,44;0;0;0;0;0;0;0
C7089;RALN;ND;IR;0,46;0,06;0;0;0;0;0;0
C6668;RALN;ND;OP;1,94;5,28;0;0;0;0;0;0
C6668;RALN;ND;IR;0;2,61;0;0;0;0;0;0
C6668;RALN;ND;OE;0;0;0;0;0;0;1;1
C5346;RALN;ND;IR;0;0;0;0;0,25;0;0;0
C1985;RALN;ND;EQ;0,39;0;0;0;0;0;0;0
C1985;RALN;ND;IR;0,03;0;0;0;0;0;0;0
C1238;RALN;ND;EQ;0;0,75;0;0;0;0;0;0
C6202;RALN;ND;OE;0;0;0;0;0,16;0;0;0
C6785;RALN;ND;OE;0;0,25;0;0;0;0;0;0
C5570;RALN;ND;EQ;0,08;0,83;0;0;0;0;0;0
J9694;SSNA;ND;MD;1,17;3,79;0;0;0;0;0;0
J9694;SSNA;ND;PF;12,81;21,16;0;0;0;0;0;0
J9694;SSNA;ND;FI;0,32;0;0;0;0;0;0;0
J9694;SSNA;ND;EZ;0,2;6,88;0;0;0;0;0;0
J9694;SSNA;ND;DA;0,44;0;0;0;0;0;0;0
J9694;SSNA;ND;OP;0,08;0,64;0;0;0;0;0;0
C4583;RALN;ND;IR;0;0,13;0;0;0;0;0;0
C4583;RALN;ND;EQ;1,01;0;0;0;0;0;0;0
C4583;RALN;ND;OP;0;0;0;0;0;0;0;1
AP10081;SSNA;ND;PF;7,15;8,92;0;0;0;0;0;0
AP10081;SSNA;ND;DT;0,83;0,04;0;0;0;0;0;0
AP10081;SSNA;ND;AT;0,51;2,41;0;0;0;0;0;0
C7490;RALN;ND;IR;0;0,2;0;0;0;0;0;0
UC10150;RALN;ND;IR;0;1,1;0;0;0;0;0;0
C5006;RALN;ND;IR;0,13;0,09;0;0;0;0;0;0
C5006;RALN;ND;OE;0,13;0;0;0;0;0;0;0
CV15378;AFAM;AT;PR;5;0;0;0;0;0;0;0
CV15378;AFAM;AT;PA;3;3;0;0;0;0;0;0
IP10993;PRTN;NF;CA;0,11;2,82;0;0;0;0;0;0
IP10993;PRTN;NF;PC;0;0;0;0;0;0;0,35;1,53
IP10993;PRTN;NF;CC;0,2;1,22;0;0;0;0;0;0
IP10993;PRTN;NF;CB;0,45;6,58;0;0;0;0,51;0;0
C2573;REFR;SC;CD;0;0;0;0;0;0,71;0;0
Q9150;UNIV;ND;RC;502,66;446,24;0;0;0;0;0;0
Q9150;UNIV;ND;CC;57,9;200,61;0;0;0;0;0;0
Q9150;UNIV;ND;AL;1,67;8,77;0;0;0;0;0;0
Q9150;UNIV;ND;CE;2,34;5,34;0;0;0;0;0;0
Q9150;UNIV;ND;PC;16,48;5,99;0;0;0;0;0;0
Q9150;UNIV;ND;CD;18,2;41,31;0;0;0;0;0;0
IR24;ERIC;ND;6L;4,96;1,23;0;0;0;0;0;0
UC12419;RALN;ND;IR;0;0;0;0;0;0,67;0;0
C7092;RALN;ND;IR;1;0;0;0;0;0;0;0
C1903;RALN;ND;IR;0,38;0;0;0;0;0;0;0
C1903;RALN;ND;OE;0;0;0;0;0,25;0;0;0
OL14242;EPNE;ME;AT;0;0;0;0;0;1;0;0
C4447;RALN;ND;IR;0,24;0,57;0;0;0;0;0;0
C4447;RALN;ND;OE;0;0;0;0;0;0;0;0,75
C7048;RALN;ND;IR;0,75;0;0;0;0;0;0;0
C1707;RALN;ND;IR;0;0,71;0;0;0;0;0;0
C6066;RALN;ND;EQ;0,25;0;0;0;0;0;0;0
CS10385;RALN;ND;EQ;1;0;0;0;0;0;0;0
C7905;RALN;ND;OP;0;0;0;0;0;0;0,61;0
C2441;RALN;ND;IR;0;0,34;0;0;0;0;0;0
C7606;RALN;ND;EQ;0,5;0;0;0;0;0;0;0
C7606;RALN;ND;IR;0;0,29;0;0;0;0;0;0
C1062;RALN;ND;IR;0,5;0;0;0;0;0;0;0
C2627;RALN;ND;IR;0;0,29;0;0;0;0;0;0
OL13789;EPNE;ME;PC;0;0;0;0;0;2;0;0
C3225;REVA;NF;CA;0;0,16;0;0;0;0;0;0
C3852;RALN;ND;IR;0,5;0;0;0;0;0;0;0
C3852;RALN;ND;EQ;0,09;0;0;0;0;0;0;0
UC9699;RALN;ND;EQ;0,22;0;0;0;0;0;0;0
UC9699;RALN;ND;IR;0,29;0;0;0;0;0;0;0
C2687;RALN;ND;IR;0,83;0;0;0;0;0;0;0
C2913;REFR;SC;CB;0;0;0;0;0;0;20,67;0
C2913;REFR;SC;CC;0;0;0;0;12;11,17;0;0
C2913;REFR;SC;CA;0;0;0;0;0;3;0;0
UC12493;REFR;SC;CB;0;0;0;0;1;0;0;0
UC12493;REFR;SC;CC;0;0;0;0;0;1;0;0
C7826;RALN;ND;EQ;2;0;0;0;0;0;0;0
C7826;RALN;ND;IR;0;0;0;0;0;2;0;0
C767;RALN;ND;OE;1;0;0;0;0;0;0,1;0
C6006;RALN;ND;IR;0;0;0;0,47;0;0;0;0
C1624;RALN;ND;EQ;1,27;0,92;0;0;0;0;0;0
U10510;SSNA;ND;BI;0,25;3,67;0;0;0;0;0;0
U10510;SSNA;ND;PF;50,83;125,33;0;0;0;0;0;0
U10510;SSNA;ND;FM;0,17;3,46;0;0;0;0;0;0
U10510;SSNA;ND;OP;2,39;0;0;0;0;0;0;0
U10510;SSNA;ND;MD;34,86;47,42;0;0;0;0;0;0
U10510;SSNA;ND;PS;0;0,92;0;0;0;0;0;0
U10510;SSNA;ND;PL;0;0,04;0;0;0;0;0;0
U9514;SSNA;ND;DP;0,94;1;0;0;0;0;0;0
U9514;SSNA;ND;OP;1,25;4,61;0;0;0;0;0;0
U9514;SSNA;ND;FM;0;0,46;0;0;0;0;0;0
U9514;SSNA;ND;PL;0;0,92;0;0;0;0;0;0
U9514;SSNA;ND;BI;1,89;5,22;0;0;0;0;0;0
U9514;SSNA;ND;MV;0;0,92;0;0;0;0;0;0
U9514;SSNA;ND;FI;0;0,33;0;0;0;0;0;0
U9514;SSNA;ND;MD;34,04;40,43;0;0;0;0;0;0
U9514;SSNA;ND;AT;0,92;0,08;0;0;0;0;0;0
U9514;SSNA;ND;PF;81,05;257,07;0;0;0;0;0;0
C3490;RALN;ND;OE;0,07;0;0;0;0;0;0;0
C3490;RALN;ND;EQ;1,15;0;0;0;0;0;0;0
C3490;RALN;ND;IR;0,28;1,06;0;0;0;0;0;0
AP9841;SSNA;ND;AT;0;0;0,58;0,33;3,83;2;0;0
AP9841;SSNA;ND;PT;0;0;0;0;0;3;0;0
AP9841;SSNA;ND;PF;0;0;0;0;2,04;3,74;0;0
C7381;RALN;ND;OE;0;0;0;0;0,29;0,68;0;0
C4304;RALN;ND;IR;1;0;0;0;0;0;0;0
C498;RALN;ND;IR;0,44;0;0;0;0;0;0;0
