ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_ASSENZA;FORM_UOMINI;FORM_DONNE;FORM_MEDIA_UOMINI;FORM_MEDIA_DONNE
C5694;RALN;DI;0D0164;Z01;10;0;0;0
C5694;RALN;IR;0IR000;Z01;40;53;1;1,325
C5694;RALN;EQ;0FZEQF;Z01;15;25;0,68181818181818;1,1363636363636
C5694;RALN;OE;0OEESP;Z01;25;5;0;0
C2037;RALN;EQ;0FZEQF;Z01;1;1;0,33333333333333;0,33333333333333
C2037;RALN;IR;0IR000;Z01;1;0;0;0
C5494;RALN;EQ;0FZEQF;Z01;1;2;1;2
C5494;RALN;IR;0IR000;Z01;1;0;0;0
C3512;RALN;IR;0IR000;Z01;0;5;0;5
C3653;RALN;OE;0OEESP;Z01;2;1;0;0
C3653;RALN;IR;0IR000;Z01;3;3;0;0
C3653;RALN;EQ;0FZEQF;Z01;6;5;0;0
CS11045;PRTN;CC;056000;Z01;1;1;0;0
CS11045;PRTN;DI;0D0077;Z01;0;4;0;0
CS11045;PRTN;CC;0CE000;Z01;2;0;0;0
C3301;RALN;IR;0IR000;Z01;0;11;0;11
C7853;PRBZ;CD;000717;Z01;2;0;0;0
C7853;PRBZ;FP;0D0485;Z01;0;4;0;0
C7526;RALN;EQ;0FZEQF;Z01;5;0;0;0
IP10537;RALN;DF;0D0095;Z01;2;0;0;0
IP10537;RALN;OE;0OEESP;Z01;27;136;0,46551724137931;2,3448275862069
IP10537;RALN;IR;0IR000;Z01;0;133;0;2,4181818181818
IP10537;RALN;EQ;0FZEQF;Z01;3;23;0;0
C5927;RALN;OE;0OEESP;Z01;2;5;0;0
C5927;RALN;IR;0IR000;Z01;3;8;0,13636363636364;0,36363636363636
C2332;RALN;OE;0OEESP;Z01;0;1;0;0
C1549;RALN;OE;0OEESP;Z01;1;1;0;0
C1549;RALN;IR;0IR000;Z01;2;0;0,11111111111111;0
IR18;ERIC;8L;018396;Z01;3;0;0;0
IR18;ERIC;TC;0D0090;Z01;0;1;0;0
IR18;ERIC;TC;0D0094;Z01;0;3;0;0
IR18;ERIC;5L;013087;Z01;0;3;0;0
IP10461;RALN;IR;0IR000;Z01;4;5;0;0
IP10461;RALN;EQ;0FZEQF;Z01;1;0;0;0
IP10461;RALN;OE;0OEESP;Z01;9;38;0;0
C3406;RALN;IR;0IR000;Z01;4;0;0,12903225806452;0
P9030;RALN;RP;000096;Z01;1;0;0;0
P9030;RALN;DI;0D0165;Z01;3;0;0;0
P9030;RALN;EQ;0FZEQF;Z01;224;444;0;0
P9030;RALN;OE;0OEESP;Z01;85;67;0;0
P9030;RALN;IR;0IR000;Z01;192;240;0;0
P9030;RALN;FP;0D0102;Z01;0;18;0;0
P9030;RALN;DI;0D0164;Z01;10;0;0;0
C1688;RALN;OE;0OEESP;Z01;3;0;0;0
C1688;RALN;IR;0IR000;Z01;0;2;0;2
C1688;RALN;EQ;0FZEQF;Z01;0;2;0;2
C3171;RALN;OE;0OEESP;Z01;2;0;0;0
C3171;RALN;IR;0IR000;Z01;2;0;0;0
C7685;RALN;EQ;0FZEQF;Z01;9;35;0;0
C7685;RALN;OE;0OEESP;Z01;1;3;0;0
C7685;RALN;IR;0IR000;Z01;4;14;0;0
C5217;RALN;EQ;0FZEQF;Z01;3;2;0;0
C5217;RALN;IR;0IR000;Z01;9;7;0;0
C5217;RALN;FP;0D0103;Z01;0;1;0;1
C5217;RALN;OE;0OEESP;Z01;3;5;0;0
C3914;RALN;EQ;0FZEQF;Z01;25;39;8,3333333333333;13
C3914;RALN;IR;0IR000;Z01;45;8;5;0,88888888888889
C6805;RALN;OE;0OEESP;Z01;0;3;0;0
C6805;RALN;IR;0IR000;Z01;20;3;4;0,6
C6805;RALN;EQ;0FZEQF;Z01;10;10;3,3333333333333;3,3333333333333
C4824;RALN;OE;0OEESP;Z01;0;8;0;0
C4824;RALN;IR;0IR000;Z01;0;14;0;0
C264;RALN;IR;0IR000;Z01;0;2;0;1
C5510;RALN;EQ;0FZEQF;Z01;2;6;1;3
C5510;RALN;IR;0IR000;Z01;0;15;0;0
C3144;RALN;OE;0OEESP;Z01;5;5;0;0
C3144;RALN;IR;0IR000;Z01;4;14;0;0
C3144;RALN;EQ;0FZEQF;Z01;3;5;1,5;2,5
UC12462;RALN;IR;0IR000;Z01;0;4;0;0,8
UC12462;RALN;EQ;0FZEQF;Z01;0;9;0;0
C8173;RALN;OE;0OEESP;Z01;2;3;0;0
C8173;RALN;IR;0IR000;Z01;7;7;0;0
C8173;RALN;EQ;0FZEQF;Z01;1;5;0;0
C5145;RALN;EQ;0FZEQF;Z01;2;0;0;0
C5145;RALN;OE;0OEESP;Z01;2;1;0;0
C5145;RALN;IR;0IR000;Z01;1;0;0;0
C4089;RALN;RP;000096;Z01;0;2;0;0
C4089;RALN;IR;0IR000;Z01;10;16;0;0
C4089;RALN;EQ;0FZEQF;Z01;0;3;0;0
C6222;RALN;EQ;0FZEQF;Z01;60;64;15;16
C6222;RALN;IR;0IR000;Z01;169;22;0;0
C6222;RALN;OE;0OEESP;Z01;6;9;0;0
C3976;RALN;IR;0IR000;Z01;2;6;2;6
C6154;REFR;CC;040000;Z01;0;1;0;0
C6154;REFR;XA;0PL908;Z01;1;0;0;0
C6154;REFR;XA;0PL909;Z01;1;0;0;0
C6154;REFR;CB;030000;Z01;1;0;0;0
C6154;REFR;CC;045000;Z01;2;3;0;0
C6154;REFR;CC;043000;Z01;0;1;0;1
C4864;RALN;EQ;0FZEQF;Z01;0;3;0;3
C7403;PRTN;CC;0CE000;Z01;0;2;0;0
C7403;PRTN;CC;056000;Z01;0;1;0;0
Q9185;UNIV;CC;0C7000;Z01;192;36;0;0
Q9185;UNIV;CC;043000;Z01;61;237;0;0
Q9185;UNIV;CD;0D6000;Z01;0;8;0;0
Q9185;UNIV;CC;046000;Z01;288;300;0;0
Q9185;UNIV;CC;097000;Z01;230;250;25,555555555556;27,777777777778
Q9185;UNIV;CB;037000;Z01;20;53;0;0
Q9185;UNIV;CB;034000;Z01;30;10;0;0
Q9185;UNIV;CC;040000;Z01;210;100;0;0
Q9185;UNIV;CB;036000;Z01;20;52;0;0
Q9185;UNIV;CD;0D7000;Z01;30;53;15;26,5
Q9185;UNIV;CC;042000;Z01;58;60;0;0
Q9185;UNIV;CB;038000;Z01;40;300;0;0
Q9185;UNIV;CC;045000;Z01;102;260;0;0
Q9185;UNIV;CB;0B7000;Z01;21;0;0;0
Q9185;UNIV;DG;0D0097;Z01;24;0;0;0
Q9185;UNIV;CD;049000;Z01;65;0;0;0
Q9185;UNIV;CE;059000;Z01;82;164;27,333333333333;54,666666666667
Q9185;UNIV;CD;050000;Z01;0;20;0;0
Q9185;UNIV;CD;052000;Z01;12;81;4;27
Q9185;UNIV;CD;051000;Z01;40;51;0;0
Q9185;UNIV;CD;0D8000;Z01;12;0;0;0
Q9185;UNIV;CD;048000;Z01;108;0;0;0
Q9185;UNIV;CE;062000;Z01;36;0;0;0
Q9185;UNIV;CC;0C8000;Z01;20;16;0;0
Q9185;UNIV;CE;061000;Z01;0;75;0;0
C7848;RALN;IR;0IR000;Z01;1;0;1;0
C7848;RALN;EQ;0FZEQF;Z01;0;3;0;0
C7057;RALN;OE;0OEESP;Z01;1;0;0;0
C7057;RALN;IR;0IR000;Z01;1;0;0;0
C7057;RALN;OP;0OP000;Z01;2;0;0;0
UC9702;RALN;IR;0IR000;Z01;2;2;0;0
C4123;RALN;EQ;0FZEQF;Z01;0;1;0;0
C3703;RALN;OE;0OEESP;Z01;3;3;0;0
C3703;RALN;IR;0IR000;Z01;3;361;0;0
C3703;RALN;EQ;0FZEQF;Z01;2;17;0;0
C7263;RALN;OE;0OEESP;Z01;0;1;0;0,33333333333333
C7263;RALN;EQ;0FZEQF;Z01;0;7;0;1,4
C7263;RALN;IR;0IR000;Z01;1;3;0;0
C6745;RALN;EQ;0FZEQF;Z01;1;2;0;0
C6745;RALN;IR;0IR000;Z01;1;7;0;0
C6745;RALN;OE;0OEESP;Z01;5;3;0;0
C2476;RALN;IR;0IR000;Z01;3;1;0;0
N10732;RALN;IR;0IR000;Z01;1;5;0,33333333333333;1,6666666666667
N10732;RALN;EQ;0FZEQF;Z01;7;0;0;0
C2382;RALN;FP;0D0103;Z01;0;5;0;0
C2382;RALN;EQ;0FZEQF;Z01;14;4;3,5;1
C2382;RALN;OE;0OEESP;Z01;6;2;0;0
C2382;RALN;IR;0IR000;Z01;5;14;0;0
C3562;RALN;OP;0OP000;Z01;8;0;0;0
C3562;RALN;FP;0D0103;Z01;0;3;0;0
C3562;RALN;OE;0OEESP;Z01;4;0;0;0
C735;RALN;OE;0OEESP;Z01;0;3;0;0
C735;RALN;IR;0IR000;Z01;4;19;0;0
C735;RALN;OP;0OP000;Z01;0;1;0;0
C6940;RALN;FP;0D0103;Z01;25;25;25;25
C3918;RALN;IR;0IR000;Z01;0;1;0;1
C7046;RALN;IR;0IR000;Z01;3;3;0;0
C1734;RALN;IR;0IR000;Z01;6;14;1,5;3,5
C7095;RALN;IR;0IR000;Z01;7;7;0;0
C663;REFR;CB;0B9000;Z01;0;4;0;0
C663;REFR;CC;040000;Z01;9;0;0;0
C663;REFR;CB;036000;Z01;0;5;0;0
C663;REFR;XA;0PL908;Z01;2;0;0;0
C663;REFR;CD;049000;Z01;0;4;0;0
C663;REFR;XA;0PL910;Z01;0;4;0;0
C663;REFR;CB;030000;Z01;2;6;0;0
C663;REFR;CB;038000;Z01;3;0;0;0
C663;REFR;CC;042000;Z01;0;12;0;0
OL13872;EPNE;FU;0FZ000;Z01;0;4;0;0
C7285;RALN;EQ;0FZEQF;Z01;2;0;0;0
C5155;RALN;EQ;0FZEQF;Z01;1;1;0;0
C5155;RALN;IR;0IR000;Z01;3;0;0;0
C5707;RALN;IR;0IR000;Z01;10;5;0;0
C5707;RALN;FP;0D0103;Z01;1;0;0;0
C5707;RALN;OE;0OEESP;Z01;1;3;0;0
C5707;RALN;RP;000096;Z01;0;2;0;0
C5707;RALN;EQ;0FZEQF;Z01;5;0;0;0
C5707;RALN;OP;0OP000;Z01;2;0;0;0
C1634;RALN;IR;0IR000;Z01;0;1;0;0
C1634;RALN;OE;0OEESP;Z01;1;0;0;0
C3153;RALN;IR;0IR000;Z01;0;8;0;4
C3153;RALN;OE;0OEESP;Z01;6;0;0;0
C3153;RALN;EQ;0FZEQF;Z01;0;4;0;0
C8127;RALN;IR;0IR000;Z01;19;33;0;0
C8127;RALN;DI;0D0164;Z01;0;2;0;0
C8127;RALN;DI;0D0165;Z01;4;0;0;0
C8127;RALN;EQ;0FZEQF;Z01;11;14;1,1;1,4
C8127;RALN;OP;0OP000;Z01;1;2;0;0
C8127;RALN;OE;0OEESP;Z01;10;7;0;0
C3034;RALN;IR;0IR000;Z01;69;51;2,4642857142857;1,8214285714286
C3034;RALN;OE;0OEESP;Z01;15;11;0;0
C3034;RALN;DI;0D0164;Z01;3;2;0;0
C3034;RALN;DF;0D0095;Z01;0;1;0;0
C3034;RALN;EQ;0FZEQF;Z01;13;44;0,61904761904762;2,0952380952381
C4300;RALN;EQ;0FZEQF;Z01;6;10;2;3,3333333333333
C4300;RALN;IR;0IR000;Z01;2;6;0;0
UC12880;RALN;IR;0IR000;Z01;0;1;0;0
C1964;RALN;EQ;0FZEQF;Z01;3;0;0;0
C1964;RALN;RU;0D0I95;Z01;3;0;0;0
C1964;RALN;IR;0IR000;Z01;2;0;0;0
C1964;RALN;OE;0OEESP;Z01;1;0;0;0
C1147;RALN;IR;0IR000;Z01;0;8;0;0
C7387;RALN;IR;0IR000;Z01;2;1;2;1
C3474;RALN;IR;0IR000;Z01;4;4;0;0
Q12807;UNIV;CC;043000;Z01;1;0;0;0
Q12807;UNIV;CC;042000;Z01;0;10;0;0
Q12807;UNIV;CD;048000;Z01;6;27;0;0
Q12807;UNIV;CE;059000;Z01;6;0;0;0
Q12807;UNIV;CC;040000;Z01;6;1;0;0
C5706;RALN;EQ;0FZEQF;Z01;0;2;0;0
C5706;RALN;IR;0IR000;Z01;0;2;0;0
C1074;RALN;EQ;0FZEQF;Z01;0;3;0;3
C1074;RALN;IR;0IR000;Z01;0;3;0;0,75
C1128;RALN;OE;0OEESP;Z01;219;426;1,1837837837838;2,3027027027027
C1128;RALN;DI;0D0165;Z01;9;0;0;0
C1128;RALN;EQ;0FZEQF;Z01;315;649;1,2209302325581;2,515503875969
C1128;RALN;OP;0OP000;Z01;13;28;0;0
C1128;RALN;IR;0IR000;Z01;727;1118;1,2259696458685;1,885328836425
C1128;RALN;DI;0D0164;Z01;98;87;0;0
C4014;RALN;IR;0IR000;Z01;0;4;0;0
C4014;RALN;EQ;0FZEQF;Z01;0;10;0;0
C8234;RALN;EQ;0FZEQF;Z01;0;2;0;0
C8234;RALN;IR;0IR000;Z01;2;0;0;0
C2600;RALN;EQ;0FZEQF;Z01;4;0;0;0
C2600;RALN;IR;0IR000;Z01;0;3;0;0
C5846;RALN;OE;0OEESP;Z01;7;0;0;0
C5846;RALN;IR;0IR000;Z01;0;7;0;0,28
C5846;RALN;EQ;0FZEQF;Z01;3;3;0,33333333333333;0,33333333333333
C248;RALN;IR;0IR000;Z01;1;1;0;0
C3949;RALN;EQ;0FZEQF;Z01;0;12;0;6
C3949;RALN;IR;0IR000;Z01;5;5;2,5;2,5
C3847;RALN;IR;0IR000;Z01;3;0;0;0
C3847;RALN;RU;0D0I95;Z01;3;5;0;0
C8302;RALN;EQ;0FZEQF;Z01;0;5;0;0,625
C8302;RALN;IR;0IR000;Z01;7;8;0,38888888888889;0,44444444444444
C1625;RALN;IR;0IR000;Z01;125;162;0;0
C1625;RALN;EQ;0FZEQF;Z01;10;22;0,47619047619048;1,047619047619
LS11928;LS13;DI;0D00NF;Z01;100;68;0;0
LS11928;LS13;LI;0000ND;Z01;1043;1440;0;0
C4697;RALN;OE;0OEESP;Z01;2;2;0;0
C4697;RALN;EQ;0FZEQF;Z01;1;1;0;0
C2030;RALN;EQ;0FZEQF;Z01;0;4;0;0
C2030;RALN;IR;0IR000;Z01;0;2;0;0
C2030;RALN;FP;0D0102;Z01;0;2;0;0
C6169;RALN;EQ;0FZEQF;Z01;4;3;1,3333333333333;1
C6169;RALN;IR;0IR000;Z01;4;4;0,44444444444444;0,44444444444444
C6169;RALN;DF;0D0095;Z01;1;0;0;0
C2986;RALN;EQ;0FZEQF;Z01;13;13;0;0
C2986;RALN;IR;0IR000;Z01;5;0;0;0
C6656;RALN;IR;0IR000;Z01;0;1;0;0
C6656;RALN;EQ;0FZEQF;Z01;2;0;0;0
C6465;RALN;OE;0OEESP;Z01;4;7;0;0
C6465;RALN;EQ;0FZEQF;Z01;19;0;0;0
C6465;RALN;IR;0IR000;Z01;0;32;0;4,5714285714286
RS9206;RETN;CA;053000;Z01;1;2;0;0
RS9206;RETN;CA;025000;Z01;1;0;0;0
RS9206;RETN;CB;055000;Z01;3;1;0,035294117647059;0,011764705882353
RS9206;RETN;CC;042000;Z01;1;2;0,029411764705882;0,058823529411765
RS9206;RETN;CB;036000;Z01;0;4;0;0,064516129032258
RS9206;RETN;CB;032000;Z01;0;5;0;0
RS9206;RETN;CA;027000;Z01;1;0;0;0
RS9206;RETN;CC;043000;Z01;5;0;0,090909090909091;0
RS9206;RETN;CB;033000;Z01;0;1;0;0
C3773;RALN;IR;0IR000;Z01;54;0;0;0
C7757;PRBZ;CC;000721;Z01;2;29;0,4;5,8
C7757;PRBZ;FP;0D0485;Z01;19;0;0;0
C7757;PRBZ;CA;000727;Z01;0;3;0;0
C7757;PRBZ;CD;000719;Z01;7;0;0;0
C7757;PRBZ;CC;000722;Z01;0;8;0;2,6666666666667
C1737;RALN;IR;0IR000;Z01;10;0;0;0
C1737;RALN;EQ;0FZEQF;Z01;2;0;0;0
C3397;RALN;EQ;0FZEQF;Z01;2;1;0;0
C3397;RALN;OE;0OEESP;Z01;0;4;0;0
C3397;RALN;FP;0D0103;Z01;0;1;0;1
C8266;RALN;EQ;0FZEQF;Z01;7;4;0;0
C8266;RALN;OE;0OEESP;Z01;13;33;0;0
C8266;RALN;IR;0IR000;Z01;11;17;0,61111111111111;0,94444444444444
C2438;RALN;IR;0IR000;Z01;0;3;0;1,5
C3384;RALN;EQ;0FZEQF;Z01;0;8;0;0
C3384;RALN;IR;0IR000;Z01;56;23;0;0
C631;REFR;CC;043000;Z01;4;0;0;0
C631;REFR;CD;052000;Z01;1;0;0;0
C631;REFR;CC;042000;Z01;3;6;0;0
C631;REFR;XB;0PL906;Z01;6;0;0;0
C631;REFR;CA;0A6000;Z01;0;6;0;0
C631;REFR;CB;032000;Z01;4;3;0;0
C631;REFR;CD;048000;Z01;0;4;0;0
C631;REFR;CC;040000;Z01;7;20;0;0
C631;REFR;CB;0B8000;Z01;7;0;0;0
C631;REFR;CD;050000;Z01;0;4;0;0
C631;REFR;CB;037000;Z01;3;0;0;0
C631;REFR;CC;097000;Z01;0;2;0;0
C631;REFR;CD;0D6000;Z01;1;0;0;0
C631;REFR;CC;045000;Z01;6;8;0;0
C631;REFR;CC;046000;Z01;4;4;0;0
C631;REFR;CB;0B7000;Z01;2;7;0;0
C631;REFR;XA;0PL0A6;Z01;7;0;0;0
C631;REFR;CA;0A7000;Z01;0;2;0;0
C631;REFR;CB;038000;Z01;0;3;0;0
C631;REFR;CD;049000;Z01;5;3;0;0
C631;REFR;CB;030000;Z01;26;0;0;0
C631;REFR;XA;0PL911;Z01;11;4;0;0
C6538;RALN;OE;0OEESP;Z01;2;0;0;0
C6800;PRTN;CC;056000;Z01;5;2;1,25;0,5
C6800;PRTN;CD;057000;Z01;0;9;0;0
C4067;RALN;IR;0IR000;Z01;0;2;0;0
C4067;RALN;OE;0OEESP;Z01;0;1;0;0
C4067;RALN;EQ;0FZEQF;Z01;1;0;0;0
C1331;RALN;IR;0IR000;Z01;8;10;0;0
C1331;RALN;EQ;0FZEQF;Z01;1;9;0,25;2,25
C6619;RALN;EQ;0FZEQF;Z01;0;2;0;2
C6619;RALN;IR;0IR000;Z01;0;1;0;0,5
C6405;RALN;IR;0IR000;Z01;0;4;0;0
C6405;RALN;EQ;0FZEQF;Z01;1;0;0;0
C671;RALN;DF;0D0095;Z01;2;0;0;0
C671;RALN;RP;000096;Z01;0;2;0;0
C671;RALN;IR;0IR000;Z01;81;186;0;0
C671;RALN;EQ;0FZEQF;Z01;68;187;0;0
C671;RALN;DI;0D0164;Z01;20;0;0;0
C671;RALN;OE;0OEESP;Z01;121;41;0;0
P9064;RALN;DI;0D0164;Z01;9;8;4,5;4
P9064;RALN;IR;0IR000;Z01;66;72;2,1290322580645;2,3225806451613
P9064;RALN;EQ;0FZEQF;Z01;64;99;3,3684210526316;5,2105263157895
P9064;RALN;OE;0OEESP;Z01;23;13;3,2857142857143;1,8571428571429
RS9211;PRBZ;CA;000729;Z01;7;6;0,17073170731707;0,14634146341463
RS9211;PRBZ;DI;0D0077;Z01;7;10;0,5;0,71428571428571
RS9211;PRBZ;DI;0D0079;Z01;152;89;2,375;1,390625
RS9211;SCBZ;DI;0D0164;Z01;1;33;0;0
RS9211;SCBZ;BD;000DFP;Z01;133;181;0,25925925925926;0,35282651072125
RS9211;PRBZ;CA;000727;Z01;16;0;2,6666666666667;0
RS9211;PRBZ;CD;000717;Z01;241;555;0,47912524850895;1,10337972167
RS9211;PRBZ;CA;000731;Z01;0;1;0;0,083333333333333
RS9211;PRBZ;CA;0F3CAN;Z01;909;0;0;0
RS9211;SCBZ;BD;000EAH;Z01;1;59;0,0025;0,1475
RS9211;SCBZ;BD;014155;Z01;0;889;0;0,45613134940995
RS9211;PRBZ;CB;000725;Z01;15;34;0,089285714285714;0,20238095238095
RS9211;SCBZ;BD;000IEM;Z01;4;4;0,015748031496063;0,015748031496063
RS9211;PRBZ;CD;000715;Z01;73;161;0,9125;2,0125
RS9211;PRBZ;CC;000721;Z01;143;367;0,19376693766938;0,49728997289973
RS9211;PRBZ;CD;0F9582;Z01;9;2;2,25;0,5
RS9211;PRBZ;CD;000733;Z01;26;47;0,53061224489796;0,95918367346939
RS9211;SCBZ;BA;0F4ATA;Z01;11;18;0,054726368159204;0,08955223880597
RS9211;SCBZ;BA;0F2ATA;Z01;24;27;0,021238938053097;0,023893805309735
RS9211;SCBZ;BA;0F5ATA;Z01;5;16;0,064102564102564;0,20512820512821
RS9211;PRBZ;CD;000719;Z01;97;44;1,6166666666667;0,73333333333333
RS9211;SCBZ;BD;000AGR;Z01;9;0;0,075;0
RS9211;SCBZ;BA;0F6ATA;Z01;12;45;0,043636363636364;0,16363636363636
RS9211;SCBZ;BA;0F7ATA;Z01;7;41;0,045751633986928;0,26797385620915
RS9211;PRBZ;CB;0F5CAN;Z01;2;0;0;0
RS9211;PRBZ;CB;0F4CAN;Z01;462;0;0;0
RS9211;PRBZ;CD;0F7191;Z01;23;0;0;0
RS9211;PRBZ;CB;000723;Z01;18;109;0,097297297297297;0,58918918918919
RS9211;SCBZ;BA;0F8ATA;Z01;0;8;0;8
RS9211;PRBZ;CB;0F5560;Z01;125;6;11,363636363636;0,54545454545455
RS9211;PRBZ;CC;0F6197;Z01;48;11;24;5,5
C2816;RALN;IR;0IR000;Z01;2;2;0;0
C6799;RALN;IR;0IR000;Z01;1;9;0;0
C6799;RALN;EQ;0FZEQF;Z01;1;8;0;0
C5247;RALN;IR;0IR000;Z01;0;1;0;0,25
C3242;RALN;FP;0D0485;Z01;0;6;0;6
C3242;RALN;EQ;0FZEQF;Z01;2;1;1;0,5
C3242;RALN;DF;0D0095;Z01;1;0;0;0
C3242;RALN;IR;0IR000;Z01;5;0;0;0
C3716;RALN;OP;0OP000;Z01;1;1;0;0
C3716;RALN;FP;0D0485;Z01;6;0;0;0
C3716;RALN;IR;0IR000;Z01;1;0;0;0
C3716;RALN;DF;0D0095;Z01;0;1;0;0
C3716;RALN;OE;0OEESP;Z01;0;1;0;0
C6396;RALN;IR;0IR000;Z01;4;0;0;0
C2793;RALN;IR;0IR000;Z01;0;7;0;0
C1445;PRBZ;CC;000722;Z01;0;1;0;0
C1445;PRBZ;CB;000724;Z01;1;0;0;0
C1445;PRBZ;CB;000725;Z01;14;6;0;0
C1445;PRBZ;CC;000721;Z01;0;14;0;0
C1445;PRBZ;FP;0D0485;Z01;2;0;0;0
C1445;PRBZ;CB;000723;Z01;3;2;0;0
C6600;RALN;IR;0IR000;Z01;3;3;0;0
C6600;RALN;OE;0OEESP;Z01;2;0;0;0
C7225;RALN;IR;0IR000;Z01;0;4;0;1
C709;RALN;IR;0IR000;Z01;2;0;0;0
C709;RALN;EQ;0FZEQF;Z01;1;0;0;0
C8199;RALN;EQ;0FZEQF;Z01;2;2;2;2
C8199;RALN;IR;0IR000;Z01;4;10;0;0
C8199;RALN;OE;0OEESP;Z01;2;0;0;0
CS15385;RALN;OE;0OEESP;Z01;24;28;0;0
CS15385;RALN;EQ;0FZEQF;Z01;7;16;0;0
CS15385;RALN;DG;0D0097;Z01;0;8;0;0
CS15385;RALN;IR;0IR000;Z01;0;14;0;0
LS12007;LS13;LI;0000ND;Z01;8;0;0;0
M8664;MNST;D1;0D0077;Z01;15;6;0;0
M8664;MNST;D1;0D0078;Z01;12;0;0;0
M8664;MNST;RM;0D0696;Z01;271;573;0,99267399267399;2,0989010989011
M8664;MNST;AT;0AS000;Z01;127;147;0,35574229691877;0,41176470588235
M8664;MNST;D2;0D0080;Z01;16;33;1;2,0625
M8664;MNST;FU;0FZ000;Z01;684;1293;1,2527472527473;2,3681318681319
M8664;MNST;D2;0D0079;Z01;13;55;0,39393939393939;1,6666666666667
R9197;RALN;EQ;0FZEQF;Z01;832;1360;1,8165938864629;2,9694323144105
R9197;RALN;DI;0D0164;Z01;60;83;1,4285714285714;1,9761904761905
R9197;RALN;RP;000096;Z01;2;0;0;0
R9197;RALN;DI;0D0165;Z01;24;11;0;0
R9197;RALN;DG;0D0097;Z01;1;3;0,2;0,6
R9197;RALN;IR;0IR000;Z01;499;1169;0,99007936507937;2,3194444444444
R9197;RALN;OE;0OEESP;Z01;159;94;2,304347826087;1,3623188405797
C2097;RALN;DI;0D0164;Z01;10;0;0;0
C2097;RALN;EQ;0FZEQF;Z01;6;15;0;0
C2097;RALN;IR;0IR000;Z01;20;40;0;0
C2097;RALN;OE;0OEESP;Z01;3;0;0;0
C5363;RALN;IR;0IR000;Z01;2;2;0,4;0,4
C5363;RALN;OE;0OEESP;Z01;1;2;0;0
C5363;RALN;EQ;0FZEQF;Z01;2;5;0,22222222222222;0,55555555555556
C2638;PRBZ;FP;0D0485;Z01;6;0;0;0
C2638;PRBZ;CC;000721;Z01;6;14;0;0
C2638;PRBZ;CB;000725;Z01;5;0;0;0
C2638;PRBZ;CB;000723;Z01;4;0;0;0
C2638;PRBZ;CD;000716;Z01;4;0;0;0
C2638;PRBZ;CC;000722;Z01;0;2;0;0
C2015;RALN;OE;0OEESP;Z01;10;2;0;0
C2015;RALN;EQ;0FZEQF;Z01;17;39;0;0
C2015;RALN;IR;0IR000;Z01;14;87;0,73684210526316;4,5789473684211
C887;RALN;EQ;0FZEQF;Z01;2;2;0;0
C887;RALN;IR;0IR000;Z01;4;0;0;0
C6160;RALN;IR;0IR000;Z01;2;3;0;0
C6160;RALN;OE;0OEESP;Z01;1;1;0;0
C6160;RALN;EQ;0FZEQF;Z01;1;3;0;0
UC12393;RALN;IR;0IR000;Z01;45;77;0;0
UC12393;RALN;DF;0D0095;Z01;0;1;0;0
UC12393;RALN;OE;0OEESP;Z01;25;2;0;0
UC12393;RALN;EQ;0FZEQF;Z01;33;76;0;0
C1380;RALN;FP;0D0103;Z01;0;3;0;0
C1380;RALN;IR;0IR000;Z01;4;10;0;0
C1380;RALN;EQ;0FZEQF;Z01;7;5;0;0
C1380;RALN;OE;0OEESP;Z01;4;10;0;0
C6054;RALN;EQ;0FZEQF;Z01;0;3;0;1
C6054;RALN;IR;0IR000;Z01;0;1;0;0
ER9953;RALN;DI;0D0164;Z01;0;2;0;0,4
ER9953;RALN;OE;0OEESP;Z01;0;3;0;0
ER9953;RALN;IR;0IR000;Z01;3;11;0,051724137931034;0,18965517241379
ER9953;RALN;EQ;0FZEQF;Z01;26;46;0,15116279069767;0,26744186046512
C7335;RALN;EQ;0FZEQF;Z01;4;20;0;0
C7335;RALN;IR;0IR000;Z01;10;16;0;0
C1274;RALN;OE;0OEESP;Z01;0;2;0;0
C1274;RALN;IR;0IR000;Z01;0;1;0;0
C1274;RALN;EQ;0FZEQF;Z01;0;1;0;1
C12476;PRTN;CC;0CE000;Z01;1;1;0,5;0,5
C8018;RALN;DI;0D0164;Z01;2;0;0;0
C8018;RALN;IR;0IR000;Z01;9;28;0;0
C8018;RALN;EQ;0FZEQF;Z01;11;4;0;0
C8018;RALN;OE;0OEESP;Z01;23;1;0;0
C5618;RALN;IR;0IR000;Z01;0;2;0;0
C2225;RALN;EQ;0FZEQF;Z01;0;1;0;0
C2225;RALN;FP;0D0102;Z01;0;3;0;3
C5675;REFR;CD;0D7000;Z01;0;1;0;0
C5675;REFR;CC;042000;Z01;0;3;0;0
C5675;REFR;FP;0D0102;Z01;0;3;0;0
C5675;REFR;CC;040000;Z01;8;5;0,47058823529412;0,29411764705882
C5675;REFR;CC;043000;Z01;0;1;0;0
C5675;REFR;CB;0B8000;Z01;0;1;0;0
C5675;REFR;CD;050000;Z01;0;3;0;0
C5675;REFR;CD;048000;Z01;5;11;0;0
C5675;REFR;XA;0PL911;Z01;10;6;0;0
C5675;REFR;CD;052000;Z01;2;0;0;0
C5675;REFR;CD;049000;Z01;0;3;0;0
C5675;REFR;CC;045000;Z01;0;3;0;0
C5020;RALN;EQ;0FZEQF;Z01;9;20;0;0
