ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_ASSENZA;FORM_UOMINI;FORM_DONNE;FORM_MEDIA_UOMINI;FORM_MEDIA_DONNE
U9560;SSNA;PF;SPFOST;Z01;0;11;0;0
U9560;SSNA;PF;SPFASE;Z01;0;6;0;0
U9560;SSNA;BI;SD0E12;Z01;0;7;0;0
U9560;SSNA;PF;SPFPRV;Z01;9;6;0;0
U9560;SSNA;MV;SD0A73;Z01;34;41;0;0
U9560;SSNA;MV;SD0E73;Z01;0;6;0;0
U9560;SSNA;MO;SD0047;Z01;23;0;0;0
U9560;SSNA;DP;PD0A45;Z01;0;4;0;0
U9560;SSNA;MD;SD0N34;Z01;27;0;0;0
U9560;SSNA;MD;SD0036;Z01;7;11;1,75;2,75
U9560;SSNA;AT;AAT117;Z01;0;5;0;0
U9560;SSNA;DP;PD0S45;Z01;0;4;0;0
U9560;SSNA;OP;TOP059;Z01;1;0;0;0
U9560;SSNA;PT;0PTSPR;Z01;0;1;0;0
U9560;SSNA;PT;APT017;Z01;0;1;0;0
U9560;SSNA;DA;AD0032;Z01;0;17;0;0
U9560;SSNA;OP;KOP660;Z01;2;21;0;0
U9560;SSNA;MV;SD0E74;Z01;0;1;0;0
U9560;SSNA;FM;SD0E39;Z01;0;16;0;0
U9560;SSNA;MO;SD0A48;Z01;0;9;0;0
U9560;SSNA;FM;SD0A38;Z01;4;31;0;0
U9560;SSNA;PF;SPFINF;Z01;40;204;0;0
U9560;SSNA;PL;SD0A65;Z01;28;24;0;0
U9560;SSNA;PF;SPFINE;Z01;0;21;0;0
U9560;SSNA;BI;SD0A12;Z01;7;27;0;0
U9560;SSNA;OP;AOP870;Z01;1;3;0;0
U9560;SSNA;MD;SD0E34;Z01;51;66;0;0
U9560;SSNA;PS;SD0AI1;Z01;0;1;0;0
U9560;SSNA;DA;AD0A31;Z01;0;1;0;0
U9560;SSNA;PF;SPFTCN;Z01;7;13;0;0
U9560;SSNA;PL;SD0E66;Z01;0;10;0;0
U9560;SSNA;MD;SD0035;Z01;220;321;0;0
U9560;SSNA;MD;SD0N33;Z01;18;0;0;0
U9560;SSNA;PF;KPFASC;Z01;0;1;0;0
C2098;RALN;EQ;0FZEQF;Z01;16;25;5,3333333333333;8,3333333333333
C2098;RALN;OE;0OEESP;Z01;4;0;0;0
C2098;RALN;IR;0IR000;Z01;14;20;0;0
C688;RALN;IR;0IR000;Z01;0;1;0;0
C5786;RALN;EQ;0FZEQF;Z01;1;0;0;0
C5786;RALN;IR;0IR000;Z01;0;3;0;0
C4156;RALN;OE;0OEESP;Z01;1;0;0;0
C4156;RALN;IR;0IR000;Z01;2;0;2;0
C2966;RALN;IR;0IR000;Z01;2;3;0,28571428571429;0,42857142857143
C2966;RALN;EQ;0FZEQF;Z01;0;1;0;0
N8749;RALN;IR;0IR000;Z01;8;26;0,57142857142857;1,8571428571429
C4504;RALN;IR;0IR000;Z01;2;3;0;0
C4504;RALN;EQ;0FZEQF;Z01;4;4;0,8;0,8
C4504;RALN;OE;0OEESP;Z01;6;3;0;0
C7922;RALN;EQ;0FZEQF;Z01;2;1;2;1
C7922;RALN;OE;0OEESP;Z01;1;0;0;0
C7922;RALN;IR;0IR000;Z01;3;2;0;0
C736;RALN;EQ;0FZEQF;Z01;2;0;0;0
C4366;RALN;RU;0D0I95;Z01;3;0;0;0
C7401;RALN;IR;0IR000;Z01;34;10;0;0
C7401;RALN;OE;0OEESP;Z01;8;3;0;0
C7401;RALN;EQ;0FZEQF;Z01;6;7;2;2,3333333333333
C2908;RALN;EQ;0FZEQF;Z01;0;4;0;0
C2908;RALN;IR;0IR000;Z01;3;6;0;0
C2908;RALN;RU;0D0I96;Z01;1;3;0;0
OL13294;EPNE;FU;0FZ000;Z01;0;2;0;0
OL13294;EPNE;D2;0D0079;Z01;0;1;0;0
UC10802;RALN;IR;0IR000;Z01;0;2;0;0,25
UC10802;RALN;EQ;0FZEQF;Z01;0;3;0;0,6
UC10802;RALN;OE;0OEESP;Z01;0;1;0;0,25
UC10802;RALN;DI;0D0165;Z01;2;0;0;0
C10889;PRTN;CA;053000;Z01;1;0;0;0
C10889;PRTN;CC;056000;Z01;59;106;3,2777777777778;5,8888888888889
C10889;PRTN;CD;057000;Z01;11;21;0;0
C10889;PRTN;CB;054000;Z01;11;0;0;0
C10889;PRTN;CB;0BE000;Z01;2;0;0;0
C10889;PRTN;FP;0D0105;Z01;0;11;0;0
C10889;PRTN;CC;0CE000;Z01;17;22;0;0
C5173;RALN;IR;0IR000;Z01;1;5;0,083333333333333;0,41666666666667
UC10492;RALN;IR;0IR000;Z01;11;81;0,25581395348837;1,8837209302326
UC10492;RALN;EQ;0FZEQF;Z01;26;145;0,5531914893617;3,0851063829787
C3355;RALN;EQ;0FZEQF;Z01;3;13;0;0
C3355;RALN;IR;0IR000;Z01;5;15;0;0
C3355;RALN;OE;0OEESP;Z01;3;2;0;0
M8668;GGFF;UI;018937;Z01;1341;282;38,314285714286;8,0571428571429
M8668;GGFF;MR;014324;Z01;34302;5774;35,619937694704;5,9958463136033
M8668;GGFF;BR;015965;Z01;3495;0;582,5;0
M8668;GGFF;BR;015966;Z01;30;0;0;0
M8668;GGFF;US;0D0935;Z01;5875;419;127,71739130435;9,1086956521739
M8668;GGFF;BR;015988;Z01;4422;0;2211;0
M8668;MNST;D1;0D0CDP;Z01;1;0;1;0
M8668;GGFF;UG;0D0221;Z01;46;0;0;0
M8668;GGFF;US;019222;Z01;178;61;13,692307692308;4,6923076923077
M8668;GGFF;US;0D0528;Z01;6022;1191;70,847058823529;14,011764705882
M8668;GGFF;US;0D0936;Z01;0;29;0;0
M8668;GGFF;US;0D0526;Z01;12;22;0;0
M8668;GGFF;PP;013236;Z01;13063;635;150,14942528736;7,2988505747126
M8668;GGFF;PP;013234;Z01;56728;7764;50,604817127565;6,9259589652096
M8668;MNST;OP;0OP000;Z01;7;4;0,46666666666667;0,26666666666667
M8668;GGFF;UI;018213;Z01;3828;677;39,463917525773;6,979381443299
M8668;MNST;FU;0FZ000;Z01;5315;7355;1,8371932250259;2,542343587971
M8668;GGFF;MR;017964;Z01;21187;0;2118,7;0
M8668;GGFF;BR;014211;Z01;9610;245;800,83333333333;20,416666666667
M8668;GGFF;BR;013990;Z01;25126;0;6281,5;0
M8668;GGFF;PP;013967;Z01;14822;336;264,67857142857;6
M8668;GGFF;UI;018226;Z01;3334;605;41,675;7,5625
M8668;MNST;D1;0D0077;Z01;45;23;1,551724137931;0,79310344827586
M8668;GGFF;UI;017225;Z01;945;56;33,75;2
M8668;MNST;D2;0D0080;Z01;283;187;0;0
M8668;MNST;D2;0D0079;Z01;1415;1341;6,2888888888889;5,96
M8668;GGFF;BR;014230;Z01;16708;202;253,15151515152;3,0606060606061
M8668;GGFF;MR;015238;Z01;29673;7021;28,9775390625;6,8564453125
M8668;GGFF;BR;015212;Z01;7161;13;1023;1,8571428571429
M8668;GGFF;UG;0D0554;Z01;1;0;0;0
M8668;GGFF;PP;013210;Z01;9585;611;94,90099009901;6,049504950495
M8668;GGFF;PP;013231;Z01;3926;412;61,34375;6,4375
M8668;GGFF;MR;017836;Z01;18570;0;9285;0
M8668;GGFF;US;0D0525;Z01;1472;0;0;0
M8668;MNST;AT;0AS000;Z01;1801;1729;0,98307860262009;0,94377729257642
M8668;GGFF;PP;013968;Z01;169;5;169;5
M8668;GGFF;MR;017837;Z01;37;0;0;0
M8668;GGFF;MR;016MC0;Z01;76;0;0;0
M8668;GGFF;MR;017237;Z01;11383;843;50,816964285714;3,7633928571429
M8668;GGFF;MR;016224;Z01;17284;3980;19,889528193326;4,5799769850403
M8668;CM09;US;0D0549;Z01;6;0;0;0
M8668;GGFF;AV;000180;Z01;108456;36709;0;0
M8668;GGFF;US;0D0217;Z01;10;0;0;0
M8668;CM09;US;0D0546;Z01;4;0;0;0
M8668;GGFF;US;0D0524;Z01;1592;0;0;0
M8668;GGFF;UG;0D0220;Z01;143;0;0;0
C6412;RALN;OE;0OEESP;Z01;2;1;0;0
C6412;RALN;EQ;0FZEQF;Z01;7;32;0;0
C6412;RALN;IR;0IR000;Z01;3;37;0;0
C1687;RALN;EQ;0FZEQF;Z01;16;6;0;0
C1687;RALN;IR;0IR000;Z01;0;13;0;13
C1687;RALN;OE;0OEESP;Z01;5;18;5;18
C1687;RALN;OP;0OP000;Z01;3;0;0;0
C1920;RALN;IR;0IR000;Z01;1;0;0,16666666666667;0
C281;REVA;CC;042000;Z01;5;15;0;0
C281;REVA;CB;034000;Z01;3;0;0;0
C281;REVA;CC;040000;Z01;2;2;0;0
C281;REVA;CD;047000;Z01;14;0;0;0
C281;REVA;FP;0D0103;Z01;0;3;0;0
C281;REVA;CB;030000;Z01;0;3;0;0
C2204;RALN;FP;0D0102;Z01;0;1;0;1
C2204;RALN;DI;0D0164;Z01;5;1;0;0
C2204;RALN;EQ;0FZEQF;Z01;42;68;1,4;2,2666666666667
C2204;RALN;RP;000096;Z01;1;2;0;0
C2204;RALN;OP;0OP000;Z01;26;8;0;0
C2204;RALN;OE;0OEESP;Z01;20;48;0;0
C2204;RALN;IR;0IR000;Z01;47;69;1,1463414634146;1,6829268292683
IP11044;PRTN;CB;0BE000;Z01;9;50;0;0
IP11044;PRTN;CC;0CE000;Z01;0;9;0;0
IP11044;PRTN;CA;053000;Z01;0;2;0;0
IP11044;PRTN;CB;054000;Z01;5;1;0;0
IP11044;PRTN;DI;0D0077;Z01;4;0;0;0
IP11044;PRTN;CD;057000;Z01;9;35;0;0
IP11044;PRTN;CC;056000;Z01;0;2;0;0
UC10607;RALN;IR;0IR000;Z01;5;20;0;0
UC10607;RALN;EQ;0FZEQF;Z01;0;15;0;0
C1753;RALN;EQ;0FZEQF;Z01;1;2;0;0
C1753;RALN;IR;0IR000;Z01;1;3;0,038461538461538;0,11538461538462
C4971;RALN;OE;0OEESP;Z01;0;1;0;0
C4971;RALN;EQ;0FZEQF;Z01;14;12;0;0
C4971;RALN;IR;0IR000;Z01;8;19;0;0
C7173;RALN;IR;0IR000;Z01;12;20;0;0
C7173;RALN;EQ;0FZEQF;Z01;8;2;0;0
C7173;RALN;OE;0OEESP;Z01;16;10;0;0
C7173;RALN;OP;0OP000;Z01;1;0;0;0
UC9021;RALN;OE;0OEESP;Z01;0;2;0;0
UC9021;RALN;EQ;0FZEQF;Z01;7;6;7;6
UC9021;RALN;IR;0IR000;Z01;6;9;3;4,5
C2156;RALN;EQ;0FZEQF;Z01;6;4;0;0
C2156;RALN;OE;0OEESP;Z01;2;1;0;0
C2156;RALN;IR;0IR000;Z01;4;33;0;0
C7276;RALN;OE;0OEESP;Z01;3;3;0;0
C7276;RALN;IR;0IR000;Z01;3;3;0;0
C7276;RALN;OP;0OP000;Z01;3;3;0;0
C7276;RALN;EQ;0FZEQF;Z01;3;3;0;0
C7188;RALN;OE;0OEESP;Z01;0;2;0;0
C7188;RALN;IR;0IR000;Z01;3;6;0;0
C7188;RALN;EQ;0FZEQF;Z01;2;4;0;0
C7168;RALN;EQ;0FZEQF;Z01;0;9;0;3
C7168;RALN;IR;0IR000;Z01;0;5;0;0
C292;REVA;CC;042000;Z01;2;5;0;0
C292;REVA;CB;032000;Z01;2;0;0;0
C4409;RALN;IR;0IR000;Z01;25;228;0,2906976744186;2,6511627906977
C4409;RALN;DI;0D0165;Z01;2;0;0;0
C4409;RALN;EQ;0FZEQF;Z01;36;97;0,8;2,1555555555556
C4409;RALN;OE;0OEESP;Z01;0;82;0;0
C5731;RALN;IR;0IR000;Z01;0;1;0;0,33333333333333
AP200;SSNA;PF;APF028;Z01;1;0;0;0
AP200;SSNA;PF;TPFCTS;Z01;14;12;0;0
AP200;SSNA;AT;TAT119;Z01;1;0;0;0
AP200;SSNA;PF;TPF026;Z01;6;3;0,54545454545455;0,27272727272727
AP200;SSNA;PF;SPFPRV;Z01;5;4;0,5;0,4
AP200;SSNA;DT;TD0S02;Z01;0;2;0;0
AP200;SSNA;DA;AD0612;Z01;1;0;0;0
AP200;SSNA;AT;AAT117;Z01;1;12;0;0
AP200;SSNA;CH;SD0E15;Z01;0;1;0;0
IC10967;PRTN;CC;0CE000;Z01;4;0;0;0
IC10967;PRTN;DI;0D0164;Z01;9;0;0;0
C2447;RALN;OE;0OEESP;Z01;2;4;0;0
C2447;RALN;IR;0IR000;Z01;4;17;0;0
C2447;RALN;EQ;0FZEQF;Z01;3;9;0;0
ER10774;RALN;DI;0D0164;Z01;6;3;0;0
ER10774;RALN;EQ;0FZEQF;Z01;24;28;2,4;2,8
ER10774;RALN;IR;0IR000;Z01;6;12;1,5;3
ER10774;RALN;OE;0OEESP;Z01;3;9;1;3
C5771;REFR;CC;040000;Z01;0;3;0;0
C5771;REFR;CC;045000;Z01;0;3;0;0
C5771;REFR;CC;042000;Z01;0;2;0;1
C1172;REFR;CC;0C7000;Z01;0;8;0;0
C1172;REFR;CB;0B9000;Z01;1;1;0;0
C1172;REFR;CC;042000;Z01;1;0;0;0
C1172;REFR;CC;045000;Z01;0;4;0;0
C1172;REFR;CB;0B8000;Z01;2;0;0;0
C1172;REFR;XB;0PL904;Z01;2;0;0;0
C1172;REFR;CD;051000;Z01;2;0;0;0
C1172;REFR;CD;048000;Z01;1;3;0;0
C1172;REFR;CD;050000;Z01;0;3;0;0
C1172;REFR;CB;030000;Z01;10;3;0;0
C1172;REFR;CD;052000;Z01;0;2;0;0
C1172;REFR;XA;0PL908;Z01;1;0;0;0
C1172;REFR;CC;040000;Z01;0;14;0;0
C1172;REFR;XA;0PL911;Z01;1;1;0;0
C1172;REFR;CD;049000;Z01;3;0;0;0
C1172;REFR;CC;043000;Z01;6;6;0;0
C1172;REFR;CC;097000;Z01;0;8;0;0
C7460;RALN;FP;0D0103;Z01;6;0;0;0
C7460;RALN;OE;0OEESP;Z01;24;16;0;0
C7460;RALN;IR;0IR000;Z01;21;39;0,72413793103448;1,3448275862069
C7460;RALN;EQ;0FZEQF;Z01;3;4;0,2;0,26666666666667
C8133;RALN;OE;0OEESP;Z01;1;0;0;0
C8133;RALN;IR;0IR000;Z01;0;1;0;1
C4853;RALN;IR;0IR000;Z01;0;20;0;4
C4853;RALN;EQ;0FZEQF;Z01;0;20;0;10
C1139;RALN;IR;0IR000;Z01;0;1;0;0
C5802;RALN;EQ;0FZEQF;Z01;0;1;0;1
C5612;RALN;IR;0IR000;Z01;1;2;0;0
C2333;RALN;EQ;0FZEQF;Z01;0;5;0;0
C2333;RALN;IR;0IR000;Z01;0;5;0;0
C1153;RALN;IR;0IR000;Z01;0;5;0;0
C1153;RALN;EQ;0FZEQF;Z01;0;2;0;0
C1153;RALN;OE;0OEESP;Z01;0;1;0;0
UC10503;RALN;IR;0IR000;Z01;0;4;0;0
UC10503;RALN;OE;0OEESP;Z01;1;0;0;0
UC10503;RALN;EQ;0FZEQF;Z01;1;2;0;0
UC10503;RALN;FP;0D0485;Z01;15;0;0;0
C2950;RALN;OE;0OEESP;Z01;5;0;0;0
C2950;RALN;IR;0IR000;Z01;7;10;0;0
C1852;RALN;EQ;0FZEQF;Z01;0;1;0;0,5
C1852;RALN;IR;0IR000;Z01;2;0;0;0
C1852;RALN;OE;0OEESP;Z01;0;1;0;0
C6277;RALN;RP;000096;Z01;0;1;0;0
C6277;RALN;IR;0IR000;Z01;94;147;3,1333333333333;4,9
C6277;RALN;EQ;0FZEQF;Z01;3;21;0,42857142857143;3
C6277;RALN;RU;0D0I96;Z01;0;1;0;0
C6277;RALN;OE;0OEESP;Z01;4;2;4;2
C14041;RALN;EQ;0FZEQF;Z01;0;14;0;1,75
C14041;RALN;IR;0IR000;Z01;0;1;0;0,2
C3423;RALN;IR;0IR000;Z01;0;6;0;0
C3423;RALN;EQ;0FZEQF;Z01;9;4;2,25;1
C3423;RALN;OE;0OEESP;Z01;1;0;0;0
C1127;RALN;EQ;0FZEQF;Z01;1;5;0,2;1
C1127;RALN;IR;0IR000;Z01;2;8;0;0
C1127;RALN;OE;0OEESP;Z01;0;2;0;0
C4374;RALN;OE;0OEESP;Z01;127;108;0;0
C4374;RALN;EQ;0FZEQF;Z01;44;191;3,6666666666667;15,916666666667
C4374;RALN;OP;0OP000;Z01;0;2;0;0
C4374;RALN;RU;0D0I95;Z01;5;0;0;0
C4374;RALN;IR;0IR000;Z01;130;368;0;0
C4374;RALN;RP;000096;Z01;1;0;0;0
C5735;RALN;EQ;0FZEQF;Z01;4;10;0;0
C5735;RALN;OE;0OEESP;Z01;3;3;0;0
C5735;RALN;IR;0IR000;Z01;4;10;0;0
C2316;RALN;IR;0IR000;Z01;0;1;0;0
C2316;RALN;OE;0OEESP;Z01;2;0;0;0
C2316;RALN;EQ;0FZEQF;Z01;0;1;0;0
C3311;RALN;IR;0IR000;Z01;0;1;0;0
D8314;EN60;DI;0D00NF;Z01;3;0;0;0
D8314;EN60;LI;0000ND;Z01;72;88;0;0
AS11992;LS13;DI;0D00NF;Z01;12;2;0;0
AS11992;LS13;LI;0000ND;Z01;124;79;0;0
C5822;REFR;CC;040000;Z01;5;6;5;6
C5822;REFR;CD;048000;Z01;5;0;0;0
C5822;REFR;CC;045000;Z01;0;6;0;0
C5822;REFR;CC;097000;Z01;0;6;0;0
C2122;RALN;IR;0IR000;Z01;0;6;0;0
C2122;RALN;OE;0OEESP;Z01;1;0;0;0
C2122;RALN;FP;0D0485;Z01;0;2;0;0
C2122;RALN;EQ;0FZEQF;Z01;4;3;0;0
C689;RALN;IR;0IR000;Z01;0;3;0;1,5
C689;RALN;EQ;0FZEQF;Z01;0;1;0;1
C4247;RALN;EQ;0FZEQF;Z01;1;1;0,33333333333333;0,33333333333333
C4247;RALN;IR;0IR000;Z01;0;1;0;0
C4247;RALN;OE;0OEESP;Z01;0;3;0;0
C5436;RALN;EQ;0FZEQF;Z01;0;5;0;1,6666666666667
C5436;RALN;IR;0IR000;Z01;0;12;0;1,3333333333333
C1975;RALN;IR;0IR000;Z01;0;1;0;0
C1975;RALN;EQ;0FZEQF;Z01;0;1;0;0,2
C1975;RALN;FP;0D0103;Z01;0;3;0;0
RS9203;RESA;CA;027259;Z01;23;16;0,19166666666667;0,13333333333333
RS9203;RESA;CB;0B7000;Z01;2;0;0,66666666666667;0
RS9203;RESA;CC;043185;Z01;2;3;0;0
RS9203;RESA;CA;0A5000;Z01;1;0;0;0
RS9203;RESA;CC;046000;Z01;10;3;1;0,3
RS9203;RESA;CD;049000;Z01;47;160;0,29012345679012;0,98765432098765
RS9203;RESA;CC;046CSP;Z01;6;5;0;0
RS9203;RESA;CB;032000;Z01;7;0;0,63636363636364;0
RS9203;RESA;CB;034000;Z01;0;10;0;0,3125
RS9203;RESA;CB;030000;Z01;6;3;0,31578947368421;0,15789473684211
RS9203;RESA;CB;037000;Z01;6;15;0,047244094488189;0,11811023622047
RS9203;RESA;CD;048000;Z01;125;233;0,46641791044776;0,86940298507463
RS9203;RESA;CA;0A5259;Z01;9;4;0;0
RS9203;RESA;CA;023000;Z01;4;0;0;0
RS9203;RESA;CC;0C6000;Z01;6;8;0,23076923076923;0,30769230769231
RS9203;RESA;CD;0D6000;Z01;30;112;0,44776119402985;1,6716417910448
RS9203;RESA;CC;045000;Z01;8;45;0,038834951456311;0,21844660194175
RS9203;RESA;CD;0D7000;Z01;1;0;0,125;0
RS9203;RESA;CB;034268;Z01;8;0;0;0
RS9203;RESA;DI;0D0164;Z01;5;27;0,16129032258065;0,87096774193548
RS9203;RESA;CD;051000;Z01;178;282;0,95187165775401;1,5080213903743
RS9203;RESA;CC;040000;Z01;24;67;0,17518248175182;0,48905109489051
RS9203;RESA;CD;050000;Z01;18;60;0,69230769230769;2,3076923076923
RS9203;RESA;CD;052000;Z01;17;17;0,80952380952381;0,80952380952381
RS9203;RESA;CC;043000;Z01;1;0;0,125;0
RS9203;RESA;CB;037268;Z01;6;5;0;0
RS9203;RESA;CC;042000;Z01;6;15;0,4;1
RS9203;RESA;AP;P00AV3;Z01;2;0;0;0
C2115;RALN;IR;0IR000;Z01;17;36;0;0
C2115;RALN;EQ;0FZEQF;Z01;1;11;0,2;2,2
C2115;RALN;OE;0OEESP;Z01;0;2;0;0
C608;RALN;FP;0D0485;Z01;2;0;0;0
C608;RALN;IR;0IR000;Z01;2;2;0;0
C608;RALN;EQ;0FZEQF;Z01;2;2;2;2
C5156;RALN;IR;0IR000;Z01;1;1;1;1
C5156;RALN;EQ;0FZEQF;Z01;1;2;0;0
N8717;REVA;CD;047000;Z01;0;5;0;2,5
N8717;REVA;CB;033000;Z01;0;9;0;0
N8717;REVA;FP;0D0103;Z01;0;2;0;0
N8717;REVA;CC;042000;Z01;2;9;0;0
C7798;RALN;IR;0IR000;Z01;2;2;0;0
C3435;RALN;EQ;0FZEQF;Z01;3;3;3;3
C3435;RALN;IR;0IR000;Z01;0;5;0;0
C1035;RALN;OE;0OEESP;Z01;3;0;0;0
C1035;RALN;EQ;0FZEQF;Z01;6;0;0;0
C2221;RALN;RU;0D0I95;Z01;1;0;0;0
C2221;RALN;FP;0D0103;Z01;0;1;0;1
C2221;RALN;EQ;0FZEQF;Z01;1;0;0;0
C2221;RALN;IR;0IR000;Z01;1;3;0;0
C2221;RALN;OP;0OP000;Z01;1;1;0;0
C2221;RALN;OE;0OEESP;Z01;0;2;0;0
C7453;RALN;IR;0IR000;Z01;4;6;0,8;1,2
C7453;RALN;OE;0OEESP;Z01;3;1;0;0
C7453;RALN;EQ;0FZEQF;Z01;1;4;0,5;2
C4405;RALN;IR;0IR000;Z01;0;10;0;10
C7539;RALN;EQ;0FZEQF;Z01;0;1;0;0
C2783;RALN;EQ;0FZEQF;Z01;8;0;0;0
C2783;RALN;IR;0IR000;Z01;6;0;0;0
C1955;RALN;IR;0IR000;Z01;0;1;0;0
C1955;RALN;EQ;0FZEQF;Z01;0;2;0;0
ER12595;PRBZ;DI;0D0077;Z01;1;0;0;0
ER12595;PRBZ;DI;0D0079;Z01;0;3;0;0
ER12595;PRBZ;CD;000715;Z01;6;0;0;0
ER12595;PRBZ;CB;0F5560;Z01;3;0;0;0
ER12595;PRBZ;CC;0F6197;Z01;5;0;0;0
ER12595;PRBZ;CD;000719;Z01;6;7;0;0
ER12595;PRBZ;CB;000725;Z01;4;1;0;0
ER12595;PRBZ;CD;0F7191;Z01;2;0;0;0
ER12595;PRBZ;CD;000717;Z01;0;2;0;0
C5338;RALN;EQ;0FZEQF;Z01;3;3;0;0
C5338;RALN;OE;0OEESP;Z01;2;0;0;0
C5338;RALN;IR;0IR000;Z01;3;3;0;0
AP201;SSNA;PF;APF028;Z01;0;24;0;0
AP201;SSNA;DT;TD0S02;Z01;8;20;0;0
AP201;SSNA;PT;TPT092;Z01;8;14;0;0
AP201;SSNA;PT;APT017;Z01;4;11;0;0
AP201;SSNA;MD;SD0E33;Z01;1;0;0;0
AP201;SSNA;DA;AD0S31;Z01;6;0;0;0
AP201;SSNA;PF;TPF026;Z01;132;221;2,2;3,6833333333333
AP201;SSNA;PF;APFCAS;Z01;6;14;0;0
AP201;SSNA;AT;AAT117;Z01;16;48;0;0
AP201;SSNA;PF;SPFPRV;Z01;30;36;0;0
AP201;SSNA;DT;TD0S01;Z01;7;0;0;0
AP201;SSNA;DT;TD0C02;Z01;3;5;0;0
AP201;SSNA;PT;0PTSPR;Z01;0;1;0;0
AP201;SSNA;AT;TAT119;Z01;64;77;0;0
AP201;SSNA;PF;SPFASE;Z01;5;16;0;0
AP201;SSNA;DT;TD0A02;Z01;0;5;0;0
AP201;SSNA;DA;AD0612;Z01;2;0;0;0
AP201;SSNA;OP;AOP870;Z01;0;8;0;0
C2626;RALN;EQ;0FZEQF;Z01;1;9;0;0
C2626;RALN;IR;0IR000;Z01;4;13;0;0
C2626;RALN;FP;0D0103;Z01;10;0;0;0
C6384;RALN;EQ;0FZEQF;Z01;0;5;0;0
C3737;RALN;IR;0IR000;Z01;39;82;0;0
C3737;RALN;OP;0OP000;Z01;1;4;0;0
C3737;RALN;OE;0OEESP;Z01;1;7;0;0
C3737;RALN;EQ;0FZEQF;Z01;25;85;0,24038461538462;0,81730769230769
C696;RALN;OE;0OEESP;Z01;0;70;0;0
N8750;RALN;EQ;0FZEQF;Z01;11;4;3,6666666666667;1,3333333333333
N8750;RALN;OE;0OEESP;Z01;2;0;0;0
N8750;RALN;IR;0IR000;Z01;3;7;0;0
C615;RALN;EQ;0FZEQF;Z01;1;4;0,052631578947368;0,21052631578947
C615;RALN;IR;0IR000;Z01;8;35;0;0
C615;RALN;OE;0OEESP;Z01;1;2;0,043478260869565;0,08695652173913
C646;RALN;EQ;0FZEQF;Z01;0;1;0;1
C646;RALN;IR;0IR000;Z01;0;3;0;1,5
C6198;RALN;OE;0OEESP;Z01;120;24;0;0
C6198;RALN;EQ;0FZEQF;Z01;250;497;4,3103448275862;8,5689655172414
C6198;RALN;IR;0IR000;Z01;477;691;4,1478260869565;6,0086956521739
C6198;RALN;RP;000096;Z01;3;0;0;0
C6198;RALN;DI;0D0164;Z01;12;67;0;0
C2021;RALN;OE;0OEESP;Z01;0;11;0;0
C2021;RALN;EQ;0FZEQF;Z01;26;35;2,6;3,5
C2021;RALN;IR;0IR000;Z01;17;27;0,94444444444444;1,5
UC10792;RALN;EQ;0FZEQF;Z01;6;6;3;3
UC10792;RALN;OE;0OEESP;Z01;3;0;0;0
UC10792;RALN;IR;0IR000;Z01;17;27;0;0
Q9138;UNIV;D2;0D0079;Z01;0;16;0;8
Q9138;UNIV;AL;000676;Z01;0;3;0;0
Q9138;UNIV;CC;040000;Z01;13;14;0;0
Q9138;UNIV;CE;059000;Z01;0;14;0;0
Q9138;UNIV;CC;043000;Z01;3;5;0;0
Q9138;UNIV;CC;042000;Z01;1;3;0;0
Q9138;UNIV;CC;097000;Z01;2;5;0;0
Q9138;UNIV;CD;048000;Z01;13;25;0,46428571428571;0,89285714285714
Q9138;UNIV;CD;0D6000;Z01;1;6;0;0
Q9138;UNIV;CB;038000;Z01;0;1;0;0
Q9138;UNIV;CC;045000;Z01;8;27;0;0
Q9138;UNIV;CD;049000;Z01;0;12;0;1,3333333333333
C2481;RALN;IR;0IR000;Z01;8;33;0;0
C2481;RALN;OE;0OEESP;Z01;0;2;0;0
C2481;RALN;EQ;0FZEQF;Z01;8;15;0;0
C4096;RALN;IR;0IR000;Z01;0;10;0;0
C4096;RALN;EQ;0FZEQF;Z01;0;8;0;0
C1392;RALN;DI;0D0165;Z01;6;0;0;0
C1392;RALN;IR;0IR000;Z01;30;60;0;0
C1392;RALN;EQ;0FZEQF;Z01;31;45;0;0
C1392;RALN;FP;0D0102;Z01;5;0;0;0
C1392;RALN;OE;0OEESP;Z01;43;17;0;0
C1392;RALN;DI;0D0164;Z01;12;0;0;0
C3759;RALN;EQ;0FZEQF;Z01;3;6;0;0
C3759;RALN;OE;0OEESP;Z01;4;0;0;0
C6385;RALN;EQ;0FZEQF;Z01;0;1;0;0
C3767;RALN;EQ;0FZEQF;Z01;5;23;0;0
C3767;RALN;IR;0IR000;Z01;5;11;0;0
C14127;PRTN;FP;0D033C;Z01;9;0;0;0
C14127;PRTN;CC;056000;Z01;14;34;0;0
C14127;PRTN;CC;0CE000;Z01;19;2;0;0
C3105;RALN;OE;0OEESP;Z01;1;1;0;0
C3105;RALN;IR;0IR000;Z01;2;1;0;0
C3105;RALN;EQ;0FZEQF;Z01;1;1;0;0
CV14345;AFAM;PA;011121;Z01;18;30;0;0
CV14345;AFAM;PA;012117;Z01;21;15;0;0
CV14345;AFAM;PR;018P01;Z01;123;51;0;0
CV14345;AFAM;PA;013CTE;Z01;3;6;0;0
CV14345;AFAM;AR;012118;Z01;3;12;0;0
C7808;RALN;EQ;0FZEQF;Z01;1;1;0;0
